second,Volt,Volt
-100.0000E-03,+1.0951172E+00,-339.5813E-03
-99.8000E-03,+1.1332031E+00,-337.4328E-03
-99.6000E-03,+1.1712891E+00,-335.6750E-03
-99.4000E-03,+1.2103516E+00,-332.1594E-03
-99.2000E-03,+1.2484375E+00,-329.0344E-03
-99.0000E-03,+1.2865235E+00,-326.3000E-03
-98.8000E-03,+1.3226563E+00,-323.5656E-03
-98.6000E-03,+1.3587891E+00,-318.2922E-03
-98.4000E-03,+1.3958985E+00,-315.1672E-03
-98.2000E-03,+1.4349610E+00,-311.4563E-03
-98.0000E-03,+1.4740235E+00,-306.3781E-03
-97.8000E-03,+1.5140625E+00,-301.4953E-03
-97.6000E-03,+1.5541016E+00,-297.5891E-03
-97.4000E-03,+1.5931641E+00,-293.2922E-03
-97.2000E-03,+1.6302735E+00,-288.4094E-03
-97.0000E-03,+1.6683594E+00,-282.5500E-03
-96.8000E-03,+1.7083985E+00,-277.4719E-03
-96.6000E-03,+1.7474610E+00,-272.0031E-03
-96.4000E-03,+1.7884766E+00,-266.7297E-03
-96.2000E-03,+1.8275391E+00,-260.0891E-03
-96.0000E-03,+1.8666016E+00,-254.8156E-03
-95.8000E-03,+1.9056641E+00,-248.3703E-03
-95.6000E-03,+1.9437500E+00,-242.9016E-03
-95.4000E-03,+1.9828125E+00,-236.4563E-03
-95.2000E-03,+2.0199219E+00,-231.1828E-03
-95.0000E-03,+2.0560547E+00,-223.9563E-03
-94.8000E-03,+2.0912110E+00,-217.3156E-03
-94.6000E-03,+2.1263672E+00,-211.0656E-03
-94.4000E-03,+2.1625000E+00,-203.8391E-03
-94.2000E-03,+2.1986328E+00,-197.0031E-03
-94.0000E-03,+2.2347656E+00,-190.3625E-03
-93.8000E-03,+2.2689453E+00,-183.5266E-03
-93.6000E-03,+2.3041016E+00,-175.9094E-03
-93.4000E-03,+2.3382813E+00,-169.2688E-03
-93.2000E-03,+2.3714844E+00,-161.4563E-03
-93.0000E-03,+2.4056641E+00,-154.0344E-03
-92.8000E-03,+2.4398438E+00,-147.0031E-03
-92.6000E-03,+2.4720703E+00,-139.3859E-03
-92.4000E-03,+2.5033203E+00,-132.5500E-03
-92.2000E-03,+2.5335938E+00,-124.7375E-03
-92.0000E-03,+2.5628906E+00,-117.3156E-03
-91.8000E-03,+2.5902344E+00,-109.5031E-03
-91.6000E-03,+2.6185547E+00,-101.4953E-03
-91.4000E-03,+2.6468750E+00,-93.6828E-03
-91.2000E-03,+2.6751953E+00,-85.8703E-03
-91.0000E-03,+2.7025391E+00,-78.4484E-03
-90.8000E-03,+2.7298828E+00,-69.8547E-03
-90.6000E-03,+2.7562500E+00,-62.6281E-03
-90.4000E-03,+2.7816406E+00,-54.2297E-03
-90.2000E-03,+2.8060547E+00,-46.8078E-03
-90.0000E-03,+2.8294922E+00,-39.1906E-03
-89.8000E-03,+2.8529297E+00,-30.9875E-03
-89.6000E-03,+2.8734375E+00,-22.9797E-03
-89.4000E-03,+2.8929688E+00,-15.3625E-03
-89.2000E-03,+2.9144531E+00,-7.5500E-03
-89.0000E-03,+2.9349610E+00,+67.2E-06
-88.8000E-03,+2.9535156E+00,+7.2937E-03
-88.6000E-03,+2.9710938E+00,+14.7156E-03
-88.4000E-03,+2.9886719E+00,+22.9187E-03
-88.2000E-03,+3.0052735E+00,+30.9266E-03
