second,Volt,Volt
-100.0000E-03,+2.8976562E+00,-622.5156E-03
-99.8000E-03,+2.9523437E+00,-608.8438E-03
-99.6000E-03,+3.0050781E+00,-592.2422E-03
-99.4000E-03,+3.0558593E+00,-572.7109E-03
-99.2000E-03,+3.1046875E+00,-554.1563E-03
-99.0000E-03,+3.1515625E+00,-536.5781E-03
-98.8000E-03,+3.1984375E+00,-518.0234E-03
-98.6000E-03,+3.2433593E+00,-497.5156E-03
-98.4000E-03,+3.2804687E+00,-476.0313E-03
-98.2000E-03,+3.3195312E+00,-457.4766E-03
-98.0000E-03,+3.3546875E+00,-436.9688E-03
-97.8000E-03,+3.3878906E+00,-413.5313E-03
-97.6000E-03,+3.4191406E+00,-391.0703E-03
-97.4000E-03,+3.4503906E+00,-367.6328E-03
-97.2000E-03,+3.4777343E+00,-341.2656E-03
-97.0000E-03,+3.5011718E+00,-323.6875E-03
-96.8000E-03,+3.5246093E+00,-300.2500E-03
-96.6000E-03,+3.5460937E+00,-278.7656E-03
-96.4000E-03,+3.5656250E+00,-254.3516E-03
-96.2000E-03,+3.5832031E+00,-234.8203E-03
-96.0000E-03,+3.5968750E+00,-209.4297E-03
-95.8000E-03,+3.6085937E+00,-187.9453E-03
-95.6000E-03,+3.6183593E+00,-159.6250E-03
-95.4000E-03,+3.6242187E+00,-133.2578E-03
-95.2000E-03,+3.6281250E+00,-103.9609E-03
-95.0000E-03,+3.6300781E+00,-76.6172E-03
-94.8000E-03,+3.6281250E+00,-48.2969E-03
-94.6000E-03,+3.6242187E+00,-20.9531E-03
-94.4000E-03,+3.6183593E+00,+7.3672E-03
-94.2000E-03,+3.6085937E+00,+35.6875E-03
-94.0000E-03,+3.5968750E+00,+61.0781E-03
-93.8000E-03,+3.5832031E+00,+86.4687E-03
-93.6000E-03,+3.5675781E+00,+110.8828E-03
-93.4000E-03,+3.5480468E+00,+135.2969E-03
-93.2000E-03,+3.5265625E+00,+160.6875E-03
-93.0000E-03,+3.5050781E+00,+185.1016E-03
-92.8000E-03,+3.4796875E+00,+209.5156E-03
-92.6000E-03,+3.4523437E+00,+236.8594E-03
-92.4000E-03,+3.4230468E+00,+262.2500E-03
-92.2000E-03,+3.3917968E+00,+288.6172E-03
-92.0000E-03,+3.3585937E+00,+313.0312E-03
-91.8000E-03,+3.3234375E+00,+340.3750E-03
-91.6000E-03,+3.2843750E+00,+363.8125E-03
-91.4000E-03,+3.2453125E+00,+387.2500E-03
-91.2000E-03,+3.2023437E+00,+409.7109E-03
-91.0000E-03,+3.1574218E+00,+433.1484E-03
-90.8000E-03,+3.1105468E+00,+458.5391E-03
-90.6000E-03,+3.0636718E+00,+479.0469E-03
-90.4000E-03,+3.0128906E+00,+499.5547E-03
-90.2000E-03,+2.9562500E+00,+521.0391E-03
-90.0000E-03,+2.9015625E+00,+540.5703E-03
-89.8000E-03,+2.8449218E+00,+561.0781E-03
-89.6000E-03,+2.7863281E+00,+578.6562E-03
-89.4000E-03,+2.7277343E+00,+597.2109E-03
-89.2000E-03,+2.6652343E+00,+614.7891E-03
