second,Volt,Volt
-100.0000E-03,+2.0501953E+00,-178.0578E-03
-99.8000E-03,+2.0833985E+00,-172.0031E-03
-99.6000E-03,+2.1156250E+00,-165.5578E-03
-99.4000E-03,+2.1478516E+00,-159.5031E-03
-99.2000E-03,+2.1810547E+00,-153.6438E-03
-99.0000E-03,+2.2152344E+00,-147.0031E-03
-98.8000E-03,+2.2474610E+00,-141.5344E-03
-98.6000E-03,+2.2796875E+00,-135.8703E-03
-98.4000E-03,+2.3128906E+00,-129.6203E-03
-98.2000E-03,+2.3441406E+00,-123.1750E-03
-98.0000E-03,+2.3744141E+00,-117.3156E-03
-97.8000E-03,+2.4046875E+00,-110.4797E-03
-97.6000E-03,+2.4359375E+00,-104.2297E-03
-97.4000E-03,+2.4662110E+00,-97.7844E-03
-97.2000E-03,+2.4955078E+00,-91.7297E-03
-97.0000E-03,+2.5238281E+00,-84.8938E-03
-96.8000E-03,+2.5511719E+00,-78.6438E-03
-96.6000E-03,+2.5755860E+00,-71.6125E-03
-96.4000E-03,+2.6019531E+00,-65.1672E-03
-96.2000E-03,+2.6292969E+00,-58.9172E-03
-96.0000E-03,+2.6546875E+00,-52.4719E-03
-95.8000E-03,+2.6810547E+00,-46.6125E-03
-95.6000E-03,+2.7054688E+00,-40.9484E-03
-95.4000E-03,+2.7289063E+00,-33.9172E-03
-95.2000E-03,+2.7533203E+00,-27.4719E-03
-95.0000E-03,+2.7757813E+00,-20.8313E-03
-94.8000E-03,+2.7982422E+00,-14.5813E-03
-94.6000E-03,+2.8187500E+00,-7.9406E-03
-94.4000E-03,+2.8402344E+00,-1.4953E-03
-94.2000E-03,+2.8597656E+00,+4.9500E-03
-94.0000E-03,+2.8783203E+00,+11.2000E-03
-93.8000E-03,+2.8968750E+00,+17.6453E-03
-93.6000E-03,+2.9154297E+00,+24.4812E-03
-93.4000E-03,+2.9320313E+00,+31.3172E-03
-93.2000E-03,+2.9496094E+00,+38.5438E-03
-93.0000E-03,+2.9652344E+00,+45.5750E-03
-92.8000E-03,+2.9798828E+00,+52.0203E-03
-92.6000E-03,+2.9945313E+00,+58.8563E-03
-92.4000E-03,+3.0082031E+00,+65.3016E-03
-92.2000E-03,+3.0208985E+00,+71.7469E-03
-92.0000E-03,+3.0326172E+00,+78.1922E-03
-91.8000E-03,+3.0443360E+00,+85.2234E-03
-91.6000E-03,+3.0550781E+00,+92.0594E-03
-91.4000E-03,+3.0648438E+00,+98.7000E-03
-91.2000E-03,+3.0736328E+00,+105.5359E-03
-91.0000E-03,+3.0824219E+00,+112.1766E-03
-90.8000E-03,+3.0892578E+00,+118.8172E-03
-90.6000E-03,+3.0951172E+00,+125.0672E-03
-90.4000E-03,+3.1019531E+00,+131.5125E-03
-90.2000E-03,+3.1078125E+00,+138.1531E-03
-90.0000E-03,+3.1117188E+00,+144.7938E-03
