second,Volt,Volt
-100.0000E-03,+2.8160156E+00,+467.8906E-03
-99.8000E-03,+2.7750000E+00,+481.5625E-03
-99.6000E-03,+2.7320312E+00,+495.2344E-03
-99.4000E-03,+2.6871094E+00,+507.7344E-03
-99.2000E-03,+2.6421875E+00,+519.8438E-03
-99.0000E-03,+2.5953125E+00,+531.5625E-03
-98.8000E-03,+2.5474609E+00,+541.7188E-03
-98.6000E-03,+2.4986328E+00,+551.0938E-03
-98.4000E-03,+2.4488281E+00,+560.8594E-03
-98.2000E-03,+2.4000000E+00,+569.8438E-03
-98.0000E-03,+2.3492187E+00,+578.4375E-03
-97.8000E-03,+2.2984375E+00,+587.0313E-03
-97.6000E-03,+2.2466797E+00,+594.0625E-03
-97.4000E-03,+2.1910156E+00,+601.0938E-03
-97.2000E-03,+2.1373047E+00,+606.9531E-03
-97.0000E-03,+2.0826172E+00,+612.4219E-03
-96.8000E-03,+2.0250000E+00,+617.5000E-03
-96.6000E-03,+1.9683594E+00,+621.4063E-03
-96.4000E-03,+1.9107422E+00,+624.5313E-03
-96.2000E-03,+1.8560547E+00,+627.2656E-03
-96.0000E-03,+1.7984375E+00,+628.8281E-03
-95.8000E-03,+1.7398437E+00,+630.0000E-03
-95.6000E-03,+1.6822265E+00,+630.0000E-03
-95.4000E-03,+1.6275390E+00,+629.2188E-03
-95.2000E-03,+1.5748047E+00,+627.6563E-03
-95.0000E-03,+1.5171875E+00,+625.3125E-03
-94.8000E-03,+1.4605469E+00,+622.9688E-03
-94.6000E-03,+1.4019531E+00,+619.4531E-03
-94.4000E-03,+1.3433594E+00,+615.1563E-03
-94.2000E-03,+1.2867187E+00,+610.0781E-03
-94.0000E-03,+1.2300781E+00,+604.6094E-03
-93.8000E-03,+1.1734375E+00,+598.3594E-03
-93.6000E-03,+1.1158203E+00,+591.7188E-03
-93.4000E-03,+1.0601562E+00,+584.2969E-03
-93.2000E-03,+1.0025390E+00,+574.9219E-03
-93.0000E-03,+947.8515E-03,+565.9375E-03
-92.8000E-03,+892.1875E-03,+555.7813E-03
-92.6000E-03,+839.4531E-03,+546.7969E-03
-92.4000E-03,+788.6719E-03,+536.2500E-03
-92.2000E-03,+738.8672E-03,+525.3125E-03
-92.0000E-03,+687.1094E-03,+513.5938E-03
-91.8000E-03,+637.3047E-03,+500.7031E-03
-91.6000E-03,+587.5000E-03,+487.8125E-03
-91.4000E-03,+538.6719E-03,+473.3594E-03
-91.2000E-03,+489.8437E-03,+458.9063E-03
-91.0000E-03,+444.9219E-03,+444.8438E-03
-90.8000E-03,+399.0234E-03,+430.3906E-03
-90.6000E-03,+356.0547E-03,+414.3750E-03
-90.4000E-03,+316.0156E-03,+398.3594E-03
-90.2000E-03,+275.0000E-03,+381.9531E-03
-90.0000E-03,+234.9609E-03,+365.1563E-03
-89.8000E-03,+196.8750E-03,+349.1406E-03
-89.6000E-03,+158.7890E-03,+332.7344E-03
-89.4000E-03,+123.6328E-03,+315.5469E-03
-89.2000E-03,+89.4531E-03,+297.9688E-03
-89.0000E-03,+56.2500E-03,+280.3906E-03
-88.8000E-03,+24.0234E-03,+262.8125E-03
-88.6000E-03,-5.2735E-03,+244.0625E-03
-88.4000E-03,-33.5938E-03,+225.3125E-03
-88.2000E-03,-59.9610E-03,+208.1250E-03
-88.0000E-03,-85.3516E-03,+188.5938E-03
-87.8000E-03,-108.7891E-03,+171.4063E-03
-87.6000E-03,-131.2500E-03,+153.8281E-03
-87.4000E-03,-151.7578E-03,+135.8594E-03
-87.2000E-03,-170.3125E-03,+117.1094E-03
-87.0000E-03,-186.9141E-03,+98.7500E-03
-86.8000E-03,-202.5391E-03,+80.3906E-03
-86.6000E-03,-216.2110E-03,+62.0313E-03
-86.4000E-03,-227.9297E-03,+45.2344E-03
-86.2000E-03,-238.6719E-03,+28.0469E-03
-86.0000E-03,-247.4610E-03,+11.2500E-03
-85.8000E-03,-253.3203E-03,-6.3281E-03
-85.6000E-03,-258.2031E-03,-23.5156E-03
-85.4000E-03,-262.1094E-03,-42.2656E-03
-85.2000E-03,-264.0625E-03,-60.6250E-03
-85.0000E-03,-264.0625E-03,-77.8125E-03
-84.8000E-03,-263.0860E-03,-94.6094E-03
-84.6000E-03,-259.1797E-03,-112.5781E-03
-84.4000E-03,-254.2969E-03,-129.7656E-03
-84.2000E-03,-246.4844E-03,-147.7344E-03
-84.0000E-03,-238.6719E-03,-165.3125E-03
-83.8000E-03,-227.9297E-03,-182.8906E-03
-83.6000E-03,-216.2110E-03,-199.2969E-03
-83.4000E-03,-201.5625E-03,-216.8750E-03
-83.2000E-03,-186.9141E-03,-233.6719E-03
-83.0000E-03,-171.2891E-03,-250.0781E-03
-82.8000E-03,-150.7813E-03,-264.9219E-03
-82.6000E-03,-130.2735E-03,-280.9375E-03
-82.4000E-03,-107.8125E-03,-297.3438E-03
-82.2000E-03,-84.3750E-03,-313.3594E-03
-82.0000E-03,-59.9610E-03,-328.9844E-03
-81.8000E-03,-33.5938E-03,-345.0000E-03
-81.6000E-03,-5.2735E-03,-359.0625E-03
-81.4000E-03,+24.0234E-03,-373.9063E-03
-81.2000E-03,+56.2500E-03,-387.9688E-03
-81.0000E-03,+89.4531E-03,-402.8125E-03
-80.8000E-03,+123.6328E-03,-416.8750E-03
-80.6000E-03,+158.7890E-03,-430.5469E-03
-80.4000E-03,+197.8515E-03,-443.4375E-03
-80.2000E-03,+235.9375E-03,-456.3281E-03
-80.0000E-03,+276.9531E-03,-468.4375E-03
-79.8000E-03,+316.9922E-03,-480.5469E-03
-79.6000E-03,+358.0078E-03,-492.2656E-03
-79.4000E-03,+400.9765E-03,-503.5938E-03
-79.2000E-03,+445.8984E-03,-514.9219E-03
-79.0000E-03,+491.7969E-03,-526.2500E-03
-78.8000E-03,+539.6484E-03,-536.4063E-03
-78.6000E-03,+589.4531E-03,-546.9531E-03
-78.4000E-03,+639.2578E-03,-555.1563E-03
-78.2000E-03,+689.0625E-03,-563.7500E-03
-78.0000E-03,+740.8203E-03,-571.9531E-03
-77.8000E-03,+791.6015E-03,-579.3750E-03
-77.6000E-03,+842.3828E-03,-586.4063E-03
-77.4000E-03,+895.1172E-03,-592.6563E-03
-77.2000E-03,+948.8281E-03,-598.5156E-03
-77.0000E-03,+1.0044922E+00,-603.5938E-03
-76.8000E-03,+1.0601562E+00,-607.8906E-03
-76.6000E-03,+1.1177734E+00,-611.4063E-03
-76.4000E-03,+1.1753906E+00,-614.1406E-03
-76.2000E-03,+1.2330078E+00,-616.4844E-03
-76.0000E-03,+1.2886719E+00,-618.0469E-03
-75.8000E-03,+1.3453125E+00,-619.2188E-03
-75.6000E-03,+1.4029297E+00,-619.6094E-03
-75.4000E-03,+1.4615234E+00,-619.6094E-03
-75.2000E-03,+1.5181640E+00,-618.0469E-03
-75.0000E-03,+1.5748047E+00,-616.0938E-03
-74.8000E-03,+1.6285156E+00,-613.3594E-03
-74.6000E-03,+1.6851562E+00,-610.6250E-03
-74.4000E-03,+1.7427734E+00,-605.9375E-03
-74.2000E-03,+1.8013672E+00,-602.4219E-03
-74.0000E-03,+1.8589844E+00,-596.5625E-03
-73.8000E-03,+1.9126953E+00,-590.7031E-03
-73.6000E-03,+1.9703125E+00,-584.4531E-03
-73.4000E-03,+2.0259765E+00,-577.4219E-03
-73.2000E-03,+2.0835937E+00,-568.8281E-03
-73.0000E-03,+2.1382812E+00,-560.6250E-03
-72.8000E-03,+2.1929687E+00,-551.6406E-03
-72.6000E-03,+2.2486328E+00,-541.4844E-03
-72.4000E-03,+2.3003906E+00,-532.1094E-03
-72.2000E-03,+2.3511719E+00,-520.7813E-03
-72.0000E-03,+2.4000000E+00,-509.0625E-03
-71.8000E-03,+2.4498047E+00,-496.9531E-03
-71.6000E-03,+2.5005859E+00,-486.4063E-03
-71.4000E-03,+2.5494140E+00,-472.3438E-03
-71.2000E-03,+2.5972656E+00,-460.2344E-03
-71.0000E-03,+2.6431640E+00,-447.3438E-03
-70.8000E-03,+2.6890625E+00,-433.2813E-03
-70.6000E-03,+2.7339844E+00,-418.4375E-03
-70.4000E-03,+2.7759765E+00,-404.7656E-03
-70.2000E-03,+2.8179687E+00,-389.1406E-03
-70.0000E-03,+2.8550781E+00,-372.7344E-03
-69.8000E-03,+2.8931640E+00,-358.2813E-03
-69.6000E-03,+2.9302734E+00,-341.8750E-03
-69.4000E-03,+2.9673828E+00,-325.8594E-03
-69.2000E-03,+3.0015625E+00,-309.4531E-03
-69.0000E-03,+3.0347656E+00,-292.6563E-03
-68.8000E-03,+3.0669922E+00,-276.2500E-03
-68.6000E-03,+3.0972656E+00,-259.0625E-03
-68.4000E-03,+3.1246094E+00,-243.4375E-03
-68.2000E-03,+3.1509765E+00,-224.6875E-03
-68.0000E-03,+3.1763672E+00,-208.2813E-03
-67.8000E-03,+3.1998047E+00,-189.9219E-03
-67.6000E-03,+3.2232422E+00,-173.1250E-03
-67.4000E-03,+3.2437500E+00,-154.7656E-03
-67.2000E-03,+3.2623047E+00,-136.7969E-03
-67.0000E-03,+3.2789062E+00,-118.4375E-03
-66.8000E-03,+3.2935547E+00,-100.4688E-03
-66.6000E-03,+3.3072265E+00,-82.5000E-03
-66.4000E-03,+3.3199219E+00,-66.0938E-03
-66.2000E-03,+3.3316406E+00,-48.1250E-03
-66.0000E-03,+3.3404297E+00,-28.9844E-03
-65.8000E-03,+3.3462890E+00,-11.7969E-03
-65.6000E-03,+3.3511719E+00,+5.7812E-03
-65.4000E-03,+3.3541015E+00,+23.3594E-03
-65.2000E-03,+3.3560547E+00,+40.5469E-03
-65.0000E-03,+3.3570312E+00,+57.3438E-03
-64.8000E-03,+3.3550781E+00,+75.3125E-03
-64.6000E-03,+3.3511719E+00,+94.0625E-03
-64.4000E-03,+3.3462890E+00,+112.0313E-03
-64.2000E-03,+3.3394531E+00,+129.2188E-03
-64.0000E-03,+3.3306640E+00,+146.7969E-03
-63.8000E-03,+3.3208984E+00,+164.3750E-03
-63.6000E-03,+3.3072265E+00,+181.1719E-03
-63.4000E-03,+3.2935547E+00,+199.5313E-03
-63.2000E-03,+3.2789062E+00,+216.7188E-03
-63.0000E-03,+3.2613281E+00,+234.2969E-03
-62.8000E-03,+3.2427734E+00,+251.8750E-03
-62.6000E-03,+3.2212890E+00,+268.6719E-03
-62.4000E-03,+3.1988281E+00,+285.4688E-03
-62.2000E-03,+3.1744140E+00,+302.2656E-03
-62.0000E-03,+3.1490234E+00,+319.0625E-03
-61.8000E-03,+3.1236328E+00,+335.0781E-03
-61.6000E-03,+3.0953125E+00,+350.3125E-03
-61.4000E-03,+3.0650390E+00,+365.5469E-03
-61.2000E-03,+3.0328125E+00,+380.7813E-03
-61.0000E-03,+2.9996094E+00,+395.6250E-03
-60.8000E-03,+2.9654297E+00,+411.2500E-03
-60.6000E-03,+2.9292969E+00,+426.0938E-03
-60.4000E-03,+2.8921875E+00,+440.9375E-03
-60.2000E-03,+2.8541015E+00,+453.8281E-03
-60.0000E-03,+2.8169922E+00,+468.2813E-03
-59.8000E-03,+2.7750000E+00,+481.9531E-03
-59.6000E-03,+2.7330078E+00,+495.2344E-03
-59.4000E-03,+2.6880859E+00,+507.3438E-03
-59.2000E-03,+2.6421875E+00,+519.4531E-03
-59.0000E-03,+2.5953125E+00,+531.1719E-03
-58.8000E-03,+2.5464844E+00,+541.3281E-03
-58.6000E-03,+2.4996094E+00,+551.0938E-03
-58.4000E-03,+2.4488281E+00,+560.8594E-03
-58.2000E-03,+2.3990234E+00,+570.2344E-03
-58.0000E-03,+2.3501953E+00,+578.8281E-03
-57.8000E-03,+2.2984375E+00,+587.0313E-03
-57.6000E-03,+2.2466797E+00,+594.4531E-03
-57.4000E-03,+2.1919922E+00,+601.0938E-03
-57.2000E-03,+2.1373047E+00,+606.5625E-03
-57.0000E-03,+2.0826172E+00,+612.4219E-03
-56.8000E-03,+2.0250000E+00,+617.8906E-03
-56.6000E-03,+1.9683594E+00,+621.7969E-03
-56.4000E-03,+1.9107422E+00,+624.9219E-03
-56.2000E-03,+1.8560547E+00,+626.8750E-03
-56.0000E-03,+1.7984375E+00,+628.8281E-03
-55.8000E-03,+1.7398437E+00,+629.6094E-03
-55.6000E-03,+1.6832031E+00,+629.6094E-03
-55.4000E-03,+1.6275390E+00,+629.2188E-03
-55.2000E-03,+1.5738281E+00,+628.0469E-03
-55.0000E-03,+1.5171875E+00,+626.0938E-03
-54.8000E-03,+1.4595703E+00,+623.3594E-03
-54.6000E-03,+1.4009765E+00,+619.8438E-03
-54.4000E-03,+1.3433594E+00,+615.1563E-03
-54.2000E-03,+1.2867187E+00,+609.6875E-03
-54.0000E-03,+1.2300781E+00,+604.6094E-03
-53.8000E-03,+1.1724609E+00,+597.9688E-03
-53.6000E-03,+1.1158203E+00,+591.3281E-03
-53.4000E-03,+1.0591797E+00,+584.2969E-03
-53.2000E-03,+1.0015625E+00,+574.9219E-03
-53.0000E-03,+946.8750E-03,+565.9375E-03
-52.8000E-03,+892.1875E-03,+555.7813E-03
-52.6000E-03,+840.4297E-03,+546.4063E-03
-52.4000E-03,+789.6484E-03,+536.6406E-03
-52.2000E-03,+738.8672E-03,+525.7031E-03
-52.0000E-03,+687.1094E-03,+513.5938E-03
-51.8000E-03,+637.3047E-03,+501.0938E-03
-51.6000E-03,+587.5000E-03,+487.8125E-03
-51.4000E-03,+538.6719E-03,+474.1406E-03
-51.2000E-03,+490.8203E-03,+458.9063E-03
-51.0000E-03,+443.9453E-03,+444.8438E-03
-50.8000E-03,+399.0234E-03,+429.6094E-03
-50.6000E-03,+356.0547E-03,+414.3750E-03
-50.4000E-03,+316.0156E-03,+397.9688E-03
-50.2000E-03,+275.0000E-03,+381.9531E-03
-50.0000E-03,+233.0078E-03,+365.5469E-03
-49.8000E-03,+194.9219E-03,+349.5313E-03
-49.6000E-03,+156.8359E-03,+332.7344E-03
-49.4000E-03,+121.6797E-03,+315.5469E-03
-49.2000E-03,+87.5000E-03,+298.3594E-03
-49.0000E-03,+55.2734E-03,+280.3906E-03
-48.8000E-03,+23.0469E-03,+262.8125E-03
-48.6000E-03,-6.2500E-03,+244.0625E-03
-48.4000E-03,-35.5469E-03,+225.7031E-03
-48.2000E-03,-60.9375E-03,+207.3438E-03
-48.0000E-03,-86.3281E-03,+188.9844E-03
-47.8000E-03,-109.7656E-03,+171.0156E-03
-47.6000E-03,-132.2266E-03,+153.4375E-03
-47.4000E-03,-151.7578E-03,+135.4688E-03
-47.2000E-03,-171.2891E-03,+117.5000E-03
-47.0000E-03,-187.8906E-03,+98.7500E-03
-46.8000E-03,-202.5391E-03,+80.7813E-03
-46.6000E-03,-215.2344E-03,+62.4219E-03
-46.4000E-03,-227.9297E-03,+44.4531E-03
-46.2000E-03,-239.6485E-03,+28.4375E-03
-46.0000E-03,-247.4610E-03,+11.6406E-03
-45.8000E-03,-254.2969E-03,-6.7188E-03
-45.6000E-03,-259.1797E-03,-23.9063E-03
-45.4000E-03,-263.0860E-03,-41.8750E-03
-45.2000E-03,-264.0625E-03,-60.2344E-03
-45.0000E-03,-264.0625E-03,-77.4219E-03
-44.8000E-03,-263.0860E-03,-95.0000E-03
-44.6000E-03,-259.1797E-03,-112.5781E-03
-44.4000E-03,-254.2969E-03,-129.7656E-03
-44.2000E-03,-247.4610E-03,-148.1250E-03
-44.0000E-03,-238.6719E-03,-164.9219E-03
-43.8000E-03,-227.9297E-03,-182.5000E-03
-43.6000E-03,-215.2344E-03,-199.2969E-03
-43.4000E-03,-201.5625E-03,-216.8750E-03
-43.2000E-03,-186.9141E-03,-233.2813E-03
-43.0000E-03,-171.2891E-03,-250.0781E-03
-42.8000E-03,-151.7578E-03,-265.7031E-03
-42.6000E-03,-131.2500E-03,-281.3281E-03
-42.4000E-03,-108.7891E-03,-297.3438E-03
-42.2000E-03,-85.3516E-03,-313.3594E-03
-42.0000E-03,-60.9375E-03,-329.3750E-03
-41.8000E-03,-33.5938E-03,-344.6094E-03
-41.6000E-03,-6.2500E-03,-359.0625E-03
-41.4000E-03,+24.0234E-03,-373.9063E-03
-41.2000E-03,+55.2734E-03,-388.7500E-03
-41.0000E-03,+88.4765E-03,-402.8125E-03
-40.8000E-03,+123.6328E-03,-416.0938E-03
-40.6000E-03,+158.7890E-03,-430.1563E-03
-40.4000E-03,+197.8515E-03,-443.8281E-03
-40.2000E-03,+235.9375E-03,-455.5469E-03
-40.0000E-03,+275.9765E-03,-468.0469E-03
-39.8000E-03,+316.9922E-03,-480.5469E-03
-39.6000E-03,+357.0312E-03,-492.6563E-03
-39.4000E-03,+400.9765E-03,-503.9844E-03
-39.2000E-03,+445.8984E-03,-514.5313E-03
-39.0000E-03,+491.7969E-03,-526.2500E-03
-38.8000E-03,+539.6484E-03,-536.4063E-03
-38.6000E-03,+588.4765E-03,-546.5625E-03
-38.4000E-03,+637.3047E-03,-555.5469E-03
-38.2000E-03,+688.0859E-03,-564.1406E-03
-38.0000E-03,+740.8203E-03,-571.9531E-03
-37.8000E-03,+791.6015E-03,-578.9844E-03
-37.6000E-03,+842.3828E-03,-586.0156E-03
-37.4000E-03,+895.1172E-03,-592.6563E-03
-37.2000E-03,+948.8281E-03,-598.1250E-03
-37.0000E-03,+1.0035156E+00,-603.5938E-03
-36.8000E-03,+1.0601562E+00,-607.8906E-03
-36.6000E-03,+1.1167969E+00,-611.7969E-03
-36.4000E-03,+1.1744140E+00,-614.5313E-03
-36.2000E-03,+1.2320312E+00,-616.8750E-03
-36.0000E-03,+1.2886719E+00,-618.4375E-03
-35.8000E-03,+1.3453125E+00,-619.2188E-03
-35.6000E-03,+1.4029297E+00,-619.2188E-03
-35.4000E-03,+1.4615234E+00,-618.8281E-03
-35.2000E-03,+1.5181640E+00,-618.0469E-03
-35.0000E-03,+1.5757812E+00,-615.7031E-03
-34.8000E-03,+1.6285156E+00,-613.3594E-03
-34.6000E-03,+1.6841797E+00,-610.2344E-03
-34.4000E-03,+1.7427734E+00,-605.1563E-03
-34.2000E-03,+1.8003906E+00,-601.6406E-03
-34.0000E-03,+1.8580078E+00,-596.9531E-03
-33.8000E-03,+1.9117187E+00,-590.3125E-03
-33.6000E-03,+1.9703125E+00,-584.4531E-03
-33.4000E-03,+2.0269531E+00,-576.6406E-03
-33.2000E-03,+2.0835937E+00,-569.2188E-03
-33.0000E-03,+2.1392578E+00,-560.2344E-03
-32.8000E-03,+2.1939453E+00,-552.4219E-03
-32.6000E-03,+2.2476562E+00,-541.4844E-03
-32.4000E-03,+2.3003906E+00,-531.7188E-03
-32.2000E-03,+2.3511719E+00,-521.1719E-03
-32.0000E-03,+2.4009765E+00,-509.0625E-03
-31.8000E-03,+2.4507812E+00,-497.7344E-03
-31.6000E-03,+2.5005859E+00,-485.6250E-03
-31.4000E-03,+2.5484375E+00,-473.5156E-03
-31.2000E-03,+2.5972656E+00,-459.8438E-03
-31.0000E-03,+2.6431640E+00,-448.1250E-03
-30.8000E-03,+2.6890625E+00,-432.5000E-03
-30.6000E-03,+2.7339844E+00,-420.0000E-03
-30.4000E-03,+2.7759765E+00,-404.3750E-03
-30.2000E-03,+2.8169922E+00,-388.7500E-03
-30.0000E-03,+2.8550781E+00,-373.5156E-03
-29.8000E-03,+2.8931640E+00,-357.1094E-03
-29.6000E-03,+2.9292969E+00,-341.8750E-03
-29.4000E-03,+2.9664062E+00,-325.4688E-03
-29.2000E-03,+3.0005859E+00,-309.4531E-03
-29.0000E-03,+3.0337890E+00,-292.2656E-03
-28.8000E-03,+3.0660156E+00,-275.8594E-03
-28.6000E-03,+3.0953125E+00,-259.8438E-03
-28.4000E-03,+3.1236328E+00,-243.0469E-03
-28.2000E-03,+3.1500000E+00,-226.2500E-03
-28.0000E-03,+3.1753906E+00,-207.1094E-03
-27.8000E-03,+3.1998047E+00,-190.3125E-03
-27.6000E-03,+3.2222656E+00,-172.7344E-03
-27.4000E-03,+3.2417969E+00,-154.3750E-03
-27.2000E-03,+3.2613281E+00,-137.1875E-03
-27.0000E-03,+3.2789062E+00,-118.4375E-03
-26.8000E-03,+3.2935547E+00,-100.8594E-03
-26.6000E-03,+3.3072265E+00,-82.5000E-03
-26.4000E-03,+3.3208984E+00,-65.7031E-03
-26.2000E-03,+3.3316406E+00,-48.1250E-03
-26.0000E-03,+3.3394531E+00,-29.7656E-03
-25.8000E-03,+3.3472656E+00,-11.7969E-03
-25.6000E-03,+3.3521484E+00,+5.7812E-03
-25.4000E-03,+3.3550781E+00,+22.5781E-03
-25.2000E-03,+3.3570312E+00,+39.7656E-03
-25.0000E-03,+3.3570312E+00,+56.9531E-03
-24.8000E-03,+3.3550781E+00,+75.7031E-03
-24.6000E-03,+3.3521484E+00,+93.6719E-03
-24.4000E-03,+3.3462890E+00,+112.0313E-03
-24.2000E-03,+3.3384765E+00,+129.2188E-03
-24.0000E-03,+3.3306640E+00,+147.5781E-03
-23.8000E-03,+3.3199219E+00,+163.9844E-03
-23.6000E-03,+3.3072265E+00,+181.1719E-03
-23.4000E-03,+3.2935547E+00,+199.5313E-03
-23.2000E-03,+3.2789062E+00,+216.3281E-03
-23.0000E-03,+3.2613281E+00,+234.2969E-03
-22.8000E-03,+3.2427734E+00,+251.4844E-03
-22.6000E-03,+3.2222656E+00,+268.6719E-03
-22.4000E-03,+3.1998047E+00,+285.0781E-03
-22.2000E-03,+3.1753906E+00,+301.8750E-03
-22.0000E-03,+3.1500000E+00,+318.6719E-03
-21.8000E-03,+3.1236328E+00,+335.0781E-03
-21.6000E-03,+3.0953125E+00,+350.3125E-03
-21.4000E-03,+3.0650390E+00,+365.1563E-03
-21.2000E-03,+3.0328125E+00,+381.1719E-03
-21.0000E-03,+3.0005859E+00,+396.0156E-03
-20.8000E-03,+2.9654297E+00,+411.2500E-03
-20.6000E-03,+2.9283203E+00,+425.7031E-03
-20.4000E-03,+2.8921875E+00,+440.1563E-03
-20.2000E-03,+2.8541015E+00,+453.8281E-03
-20.0000E-03,+2.8160156E+00,+467.8906E-03
-19.8000E-03,+2.7750000E+00,+481.5625E-03
-19.6000E-03,+2.7330078E+00,+495.2344E-03
-19.4000E-03,+2.6871094E+00,+507.3438E-03
-19.2000E-03,+2.6421875E+00,+519.4531E-03
-19.0000E-03,+2.5953125E+00,+530.7813E-03
-18.8000E-03,+2.5474609E+00,+541.3281E-03
-18.6000E-03,+2.4996094E+00,+551.4844E-03
-18.4000E-03,+2.4488281E+00,+560.8594E-03
-18.2000E-03,+2.4000000E+00,+570.2344E-03
-18.0000E-03,+2.3492187E+00,+579.2188E-03
-17.8000E-03,+2.2984375E+00,+587.4219E-03
-17.6000E-03,+2.2466797E+00,+594.4531E-03
-17.4000E-03,+2.1919922E+00,+600.7031E-03
-17.2000E-03,+2.1363281E+00,+606.9531E-03
-17.0000E-03,+2.0806640E+00,+612.4219E-03
-16.8000E-03,+2.0240234E+00,+617.5000E-03
-16.6000E-03,+1.9673828E+00,+621.7969E-03
-16.4000E-03,+1.9097656E+00,+624.9219E-03
