second,Volt,Volt
-100.0000E-03,+3.0580078E+00,+157.0984E-03
-99.8000E-03,+3.0589844E+00,+161.5906E-03
-99.6000E-03,+3.0599610E+00,+165.6922E-03
-99.4000E-03,+3.0599610E+00,+169.7938E-03
-99.2000E-03,+3.0599610E+00,+174.0906E-03
-99.0000E-03,+3.0589844E+00,+178.3875E-03
-98.8000E-03,+3.0570313E+00,+182.6844E-03
-98.6000E-03,+3.0550781E+00,+186.7859E-03
-98.4000E-03,+3.0521485E+00,+190.6922E-03
-98.2000E-03,+3.0492188E+00,+194.5984E-03
-98.0000E-03,+3.0443360E+00,+198.5047E-03
-97.8000E-03,+3.0394531E+00,+202.2156E-03
-97.6000E-03,+3.0335938E+00,+206.1219E-03
-97.4000E-03,+3.0287110E+00,+209.6375E-03
-97.2000E-03,+3.0218750E+00,+213.1531E-03
-97.0000E-03,+3.0160156E+00,+216.4734E-03
-96.8000E-03,+3.0082031E+00,+219.7938E-03
-96.6000E-03,+3.0003906E+00,+223.3094E-03
-96.4000E-03,+2.9916016E+00,+226.4344E-03
-96.2000E-03,+2.9818360E+00,+229.5594E-03
-96.0000E-03,+2.9720703E+00,+232.6844E-03
-95.8000E-03,+2.9623047E+00,+235.6141E-03
-95.6000E-03,+2.9515625E+00,+238.3484E-03
-95.4000E-03,+2.9398438E+00,+240.6922E-03
-95.2000E-03,+2.9281250E+00,+243.4266E-03
-95.0000E-03,+2.9154297E+00,+245.5750E-03
-94.8000E-03,+2.9007813E+00,+247.7234E-03
-94.6000E-03,+2.8871094E+00,+249.8719E-03
-94.4000E-03,+2.8744141E+00,+251.6297E-03
-94.2000E-03,+2.8597656E+00,+253.5828E-03
-94.0000E-03,+2.8441406E+00,+255.1453E-03
-93.8000E-03,+2.8285156E+00,+256.9031E-03
-93.6000E-03,+2.8119141E+00,+258.2703E-03
-93.4000E-03,+2.7953125E+00,+259.2469E-03
-93.2000E-03,+2.7777344E+00,+260.2234E-03
-93.0000E-03,+2.7601563E+00,+261.2000E-03
-92.8000E-03,+2.7416016E+00,+261.7859E-03
-92.6000E-03,+2.7220703E+00,+262.3719E-03
-92.4000E-03,+2.7025391E+00,+262.7625E-03
-92.2000E-03,+2.6830078E+00,+262.7625E-03
-92.0000E-03,+2.6605469E+00,+262.9578E-03
-91.8000E-03,+2.6410156E+00,+262.7625E-03
-91.6000E-03,+2.6195313E+00,+262.5672E-03
-91.4000E-03,+2.5980469E+00,+261.9813E-03
-91.2000E-03,+2.5765625E+00,+261.5906E-03
-91.0000E-03,+2.5560547E+00,+261.0047E-03
-90.8000E-03,+2.5335938E+00,+260.4188E-03
-90.6000E-03,+2.5101563E+00,+259.6375E-03
-90.4000E-03,+2.4867188E+00,+258.4656E-03
-90.2000E-03,+2.4623047E+00,+257.6844E-03
-90.0000E-03,+2.4369141E+00,+256.1219E-03
-89.8000E-03,+2.4105469E+00,+254.5594E-03
-89.6000E-03,+2.3851563E+00,+252.8016E-03
-89.4000E-03,+2.3587891E+00,+251.0438E-03
-89.2000E-03,+2.3333985E+00,+249.0906E-03
-89.0000E-03,+2.3070313E+00,+247.1375E-03
-88.8000E-03,+2.2796875E+00,+245.1844E-03
-88.6000E-03,+2.2523438E+00,+242.8406E-03
-88.4000E-03,+2.2259766E+00,+240.4969E-03
-88.2000E-03,+2.1976563E+00,+238.1531E-03
-88.0000E-03,+2.1693360E+00,+235.6141E-03
-87.8000E-03,+2.1429688E+00,+232.8797E-03
-87.6000E-03,+2.1146485E+00,+229.9500E-03
-87.4000E-03,+2.0873047E+00,+227.0203E-03
-87.2000E-03,+2.0589844E+00,+224.0906E-03
-87.0000E-03,+2.0296875E+00,+220.5750E-03
-86.8000E-03,+2.0023438E+00,+217.2547E-03
-86.6000E-03,+1.9720703E+00,+213.9344E-03
-86.4000E-03,+1.9408203E+00,+210.6141E-03
-86.2000E-03,+1.9115235E+00,+206.9031E-03
-86.0000E-03,+1.8812500E+00,+203.3875E-03
-85.8000E-03,+1.8500000E+00,+199.6766E-03
-85.6000E-03,+1.8187500E+00,+195.9656E-03
-85.4000E-03,+1.7875000E+00,+192.0594E-03
-85.2000E-03,+1.7552735E+00,+188.1531E-03
-85.0000E-03,+1.7250000E+00,+184.6375E-03
-84.8000E-03,+1.6937500E+00,+180.5359E-03
-84.6000E-03,+1.6615235E+00,+176.6297E-03
-84.4000E-03,+1.6322266E+00,+172.5281E-03
-84.2000E-03,+1.6029297E+00,+168.8172E-03
-84.0000E-03,+1.5736328E+00,+165.1063E-03
-83.8000E-03,+1.5414063E+00,+161.2000E-03
-83.6000E-03,+1.5101563E+00,+157.2938E-03
-83.4000E-03,+1.4789063E+00,+153.1922E-03
-83.2000E-03,+1.4466797E+00,+149.2859E-03
-83.0000E-03,+1.4164063E+00,+145.3797E-03
-82.8000E-03,+1.3861328E+00,+141.2781E-03
-82.6000E-03,+1.3558594E+00,+137.1766E-03
-82.4000E-03,+1.3285156E+00,+133.2703E-03
-82.2000E-03,+1.2992188E+00,+129.1688E-03
-82.0000E-03,+1.2689453E+00,+125.0672E-03
-81.8000E-03,+1.2396485E+00,+120.9656E-03
-81.6000E-03,+1.2113281E+00,+116.8641E-03
-81.4000E-03,+1.1800781E+00,+112.3719E-03
-81.2000E-03,+1.1488281E+00,+108.0750E-03
