second,Volt,Volt
-100.0000E-03,+18.9453E-03,-101.9922E-03
-99.8000E-03,+17.9688E-03,-103.3594E-03
-99.6000E-03,+17.9688E-03,-104.1406E-03
-99.4000E-03,+16.9922E-03,-105.2148E-03
-99.2000E-03,+16.9922E-03,-106.1914E-03
-99.0000E-03,+16.9922E-03,-107.1680E-03
-98.8000E-03,+16.9922E-03,-107.8516E-03
-98.6000E-03,+16.9922E-03,-108.7305E-03
-98.4000E-03,+17.9688E-03,-109.4141E-03
-98.2000E-03,+19.9219E-03,-110.2930E-03
-98.0000E-03,+20.8985E-03,-110.9766E-03
-97.8000E-03,+21.8750E-03,-111.5625E-03
-97.6000E-03,+24.8047E-03,-112.3438E-03
-97.4000E-03,+26.7578E-03,-112.9297E-03
-97.2000E-03,+29.6875E-03,-113.5156E-03
-97.0000E-03,+32.6172E-03,-114.0039E-03
-96.8000E-03,+34.5703E-03,-114.6875E-03
-96.6000E-03,+37.5000E-03,-115.1758E-03
-96.4000E-03,+41.4063E-03,-115.5664E-03
-96.2000E-03,+45.3125E-03,-116.0547E-03
-96.0000E-03,+49.2188E-03,-116.3477E-03
-95.8000E-03,+53.1250E-03,-116.6406E-03
-95.6000E-03,+58.0078E-03,-116.9336E-03
-95.4000E-03,+62.8906E-03,-117.0313E-03
-95.2000E-03,+66.7969E-03,-117.3242E-03
-95.0000E-03,+71.6797E-03,-117.3242E-03
-94.8000E-03,+77.5391E-03,-117.5195E-03
-94.6000E-03,+83.3985E-03,-117.4219E-03
-94.4000E-03,+89.2578E-03,-117.5195E-03
-94.2000E-03,+95.1172E-03,-117.5195E-03
-94.0000E-03,+100.9766E-03,-117.4219E-03
-93.8000E-03,+107.8125E-03,-117.3242E-03
-93.6000E-03,+114.6485E-03,-117.3242E-03
-93.4000E-03,+122.4610E-03,-117.1289E-03
-93.2000E-03,+131.2500E-03,-116.8359E-03
-93.0000E-03,+139.0625E-03,-116.6406E-03
-92.8000E-03,+146.8750E-03,-116.3477E-03
-92.6000E-03,+155.6641E-03,-116.0547E-03
-92.4000E-03,+164.4531E-03,-115.7617E-03
-92.2000E-03,+173.2422E-03,-115.1758E-03
-92.0000E-03,+181.0547E-03,-114.7852E-03
-91.8000E-03,+190.8203E-03,-114.4922E-03
-91.6000E-03,+199.6094E-03,-113.9063E-03
-91.4000E-03,+210.3516E-03,-113.3203E-03
-91.2000E-03,+220.1172E-03,-112.6367E-03
-91.0000E-03,+231.8360E-03,-112.0508E-03
-90.8000E-03,+243.5547E-03,-111.3672E-03
-90.6000E-03,+254.2969E-03,-110.7813E-03
-90.4000E-03,+265.0391E-03,-110.0000E-03
-90.2000E-03,+276.7578E-03,-109.3164E-03
