second,Volt,Volt
-100.0000E-03,+3.3824219E+00,+143.6719E-03
-99.8000E-03,+3.3697265E+00,+163.2031E-03
-99.6000E-03,+3.3550781E+00,+182.3438E-03
-99.4000E-03,+3.3384765E+00,+203.4375E-03
-99.2000E-03,+3.3208984E+00,+222.9688E-03
-99.0000E-03,+3.2994140E+00,+243.6719E-03
-98.8000E-03,+3.2769531E+00,+263.5938E-03
-98.6000E-03,+3.2525390E+00,+282.7344E-03
-98.4000E-03,+3.2261719E+00,+301.8750E-03
-98.2000E-03,+3.1988281E+00,+321.4063E-03
-98.0000E-03,+3.1675781E+00,+340.1563E-03
-97.8000E-03,+3.1363281E+00,+356.5625E-03
-97.6000E-03,+3.1041015E+00,+375.3125E-03
-97.4000E-03,+3.0689453E+00,+392.5000E-03
-97.2000E-03,+3.0328125E+00,+410.8594E-03
-97.0000E-03,+2.9937500E+00,+427.6563E-03
-96.8000E-03,+2.9546875E+00,+444.8438E-03
-96.6000E-03,+2.9126953E+00,+461.2500E-03
-96.4000E-03,+2.8697265E+00,+477.6563E-03
-96.2000E-03,+2.8277344E+00,+493.2813E-03
-96.0000E-03,+2.7828125E+00,+508.5156E-03
-95.8000E-03,+2.7359375E+00,+522.5781E-03
-95.6000E-03,+2.6871094E+00,+536.2500E-03
-95.4000E-03,+2.6373047E+00,+548.7500E-03
-95.2000E-03,+2.5855469E+00,+561.2500E-03
-95.0000E-03,+2.5318359E+00,+574.1406E-03
-94.8000E-03,+2.4791015E+00,+586.6406E-03
-94.6000E-03,+2.4253906E+00,+597.5781E-03
-94.4000E-03,+2.3707031E+00,+607.7344E-03
-94.2000E-03,+2.3160156E+00,+618.6719E-03
-94.0000E-03,+2.2603515E+00,+628.0469E-03
-93.8000E-03,+2.2007812E+00,+637.0313E-03
-93.6000E-03,+2.1421875E+00,+645.6250E-03
-93.4000E-03,+2.0816406E+00,+652.6563E-03
-93.2000E-03,+2.0201172E+00,+659.6875E-03
-93.0000E-03,+1.9585937E+00,+665.9375E-03
-92.8000E-03,+1.8980469E+00,+671.4063E-03
-92.6000E-03,+1.8384765E+00,+676.0938E-03
-92.4000E-03,+1.7759765E+00,+680.0000E-03
-92.2000E-03,+1.7115234E+00,+682.3438E-03
-92.0000E-03,+1.6509765E+00,+684.6875E-03
-91.8000E-03,+1.5923828E+00,+685.4688E-03
-91.6000E-03,+1.5328125E+00,+685.8594E-03
-91.4000E-03,+1.4703125E+00,+685.4688E-03
-91.2000E-03,+1.4078125E+00,+683.9063E-03
-91.0000E-03,+1.3443359E+00,+681.9531E-03
-90.8000E-03,+1.2837890E+00,+678.8281E-03
-90.6000E-03,+1.2232422E+00,+674.1406E-03
-90.4000E-03,+1.1607422E+00,+669.0625E-03
-90.2000E-03,+1.1001953E+00,+663.2031E-03
-90.0000E-03,+1.0386719E+00,+656.1719E-03
-89.8000E-03,+978.1250E-03,+649.1406E-03
-89.6000E-03,+918.5547E-03,+640.5469E-03
-89.4000E-03,+859.9609E-03,+631.1719E-03
-89.2000E-03,+805.2734E-03,+621.4063E-03
-89.0000E-03,+749.6094E-03,+609.6875E-03
-88.8000E-03,+693.9453E-03,+598.7500E-03
-88.6000E-03,+638.2812E-03,+587.0313E-03
-88.4000E-03,+584.5703E-03,+574.5313E-03
-88.2000E-03,+531.8359E-03,+561.2500E-03
-88.0000E-03,+478.1250E-03,+547.9688E-03
-87.8000E-03,+427.3437E-03,+534.6875E-03
