x-axis,2
second,Volt
-99.9999E-03,-3.9041E-03
-99.7999E-03,+1.2694E-03
-99.5999E-03,+976.6E-06
-99.3999E-03,+1.0740E-03
-99.1999E-03,+583.7E-06
-98.9999E-03,-4.9807E-03
-98.7999E-03,-5.6635E-03
-98.5999E-03,-4.1971E-03
-98.3999E-03,+975.8E-06
-98.1999E-03,-779.5E-06
-97.9999E-03,+3.4180E-03
-97.7999E-03,+3.4190E-03
-97.5999E-03,+6.0533E-03
-97.3999E-03,+2.6360E-03
-97.1999E-03,+780.7E-06
-96.9999E-03,-488.5E-06
-96.7999E-03,-977.2E-06
-96.5999E-03,-2.4402E-03
-96.3999E-03,+586.2E-06
-96.1999E-03,+1.1718E-03
-95.9999E-03,+1.0732E-03
-95.7999E-03,-1.4664E-03
-95.5999E-03,-5.3704E-03
-95.3999E-03,-3.7105E-03
-95.1999E-03,-2.7320E-03
-94.9999E-03,+3.1233E-03
-94.7999E-03,-1.1713E-03
-94.5999E-03,+196.2E-06
-94.3999E-03,+2.3434E-03
-94.1999E-03,+1.4637E-03
-93.9999E-03,-1.3679E-03
-93.7999E-03,-3.1248E-03
-93.5999E-03,-2.7343E-03
-93.3999E-03,-2.6372E-03
-93.1999E-03,-3.9048E-03
-92.9999E-03,-389.2E-06
-92.7999E-03,+3.1224E-03
-92.5999E-03,-3.3197E-03
-92.3999E-03,-1.7592E-03
-92.1999E-03,-5.0764E-03
-91.9999E-03,-782.0E-06
-91.7999E-03,-2.7338E-03
-91.5999E-03,-1.3662E-03
-91.3999E-03,+1.1708E-03
-91.1999E-03,-1.4620E-03
-90.9999E-03,+5.5652E-03
-90.7999E-03,+2.5382E-03
-90.5999E-03,+487.2E-06
-90.3999E-03,-2.2461E-03
-90.1999E-03,-2.1476E-03
-89.9999E-03,-200E-09
-89.7999E-03,-390.8E-06
-89.5999E-03,-877.8E-06
-89.3999E-03,+1.8535E-03
-89.1999E-03,-2.9300E-03
-88.9999E-03,-3.7090E-03
-88.7999E-03,+976.4E-06
-88.5999E-03,+683.7E-06
-88.3999E-03,+975.6E-06
-88.1999E-03,-1.3646E-03
-87.9999E-03,+4.8823E-03
-87.7999E-03,+3.5153E-03
-87.5999E-03,+2.6367E-03
-87.3999E-03,+2.6343E-03
-87.1999E-03,-3.3198E-03
-86.9999E-03,-2.1482E-03
-86.7999E-03,-1.6596E-03
-86.5999E-03,-292.4E-06
-86.3999E-03,+1.1708E-03
-86.1999E-03,-1.3661E-03
-85.9999E-03,+1.2692E-03
-85.7999E-03,+486.8E-06
-85.5999E-03,-3.1242E-03
-85.3999E-03,-1.1726E-03
-85.1999E-03,-2.9297E-03
-84.9999E-03,-2.9294E-03
-84.7999E-03,-2.3414E-03
-84.5999E-03,+3.4182E-03
-84.3999E-03,+4.0014E-03
-84.1999E-03,-2.1487E-03
-83.9999E-03,-2.8319E-03
-83.7999E-03,-2.4415E-03
-83.5999E-03,-2.6372E-03
-83.3999E-03,-3.8092E-03
-83.1999E-03,-5.1751E-03
-82.9999E-03,-3.4178E-03
-82.7999E-03,-3.1245E-03
-82.5999E-03,-1.9522E-03
-82.3999E-03,+389.3E-06
-82.1999E-03,-2.8317E-03
-81.9999E-03,-2.0504E-03
-81.7999E-03,-1.1715E-03
-81.5999E-03,-291.7E-06
-81.3999E-03,+2.8322E-03
-81.1999E-03,+3.2223E-03
-80.9999E-03,+2.3423E-03
-80.7999E-03,-1.2695E-03
-80.5999E-03,-1.2686E-03
-80.3999E-03,+1.0729E-03
-80.1999E-03,-2.0507E-03
-79.9999E-03,-1.9528E-03
-79.7999E-03,-1.0734E-03
-79.5999E-03,+977.9E-06
-79.3999E-03,+4.2958E-03
-79.1999E-03,+1.7577E-03
-78.9999E-03,+1.3664E-03
-78.7999E-03,-683.2E-06
-78.5999E-03,+293.8E-06
-78.3999E-03,+2.4416E-03
-78.1999E-03,+3.0279E-03
-77.9999E-03,+4.4914E-03
-77.7999E-03,+2.6365E-03
-77.5999E-03,+2.1482E-03
-77.3999E-03,+1.6597E-03
-77.1999E-03,+586.2E-06
-76.9999E-03,+1.1707E-03
-76.7999E-03,-1.7584E-03
-76.5999E-03,-3.3190E-03
-76.3999E-03,+400E-09
-76.1999E-03,+1.0744E-03
-75.9999E-03,+1.4639E-03
-75.7999E-03,-879.4E-06
-75.5999E-03,-2.0501E-03
-75.3999E-03,-292.1E-06
-75.1999E-03,+1.9531E-03
-74.9999E-03,+1.9536E-03
-74.7999E-03,+3.0275E-03
-74.5999E-03,+3.3205E-03
-74.3999E-03,+3.7097E-03
-74.1999E-03,+585.4E-06
-73.9999E-03,-781.9E-06
-73.7999E-03,-2.3445E-03
-73.5999E-03,-4.1011E-03
-73.3999E-03,-2.9298E-03
-73.1999E-03,-3.2202E-03
-72.9999E-03,+2.7339E-03
-72.7999E-03,+1.4642E-03
-72.5999E-03,-600E-09
