Acquired on 5/10/2022 at 15:44:53
Calibrated on 5/10/2022 at 15:36:33
Device Descriptor:  [none]
Scan Range (nm):  1539.624  --  1560.517
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100000
Frequency domain window was applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is decimated by a factor of 64.

Time (ns)	Amplitude (dB/mm)	
-1.00072081E+001	-9.47504840E+001	
-9.98649484E+000	-9.53793801E+001	
-9.96578154E+000	-9.54502039E+001	
-9.94506823E+000	-9.45161208E+001	
-9.92435493E+000	-9.50441697E+001	
-9.90364162E+000	-9.53144596E+001	
-9.88292832E+000	-9.59504920E+001	
-9.86221501E+000	-9.48950750E+001	
-9.84150171E+000	-9.52421065E+001	
-9.82078840E+000	-9.42139283E+001	
-9.80007509E+000	-9.52036826E+001	
-9.77936179E+000	-9.39242367E+001	
-9.75864848E+000	-9.52304892E+001	
-9.73793518E+000	-9.48854054E+001	
-9.71722187E+000	-9.50579213E+001	
-9.69650857E+000	-9.52068421E+001	
-9.67579526E+000	-9.43910601E+001	
-9.65508196E+000	-9.61300860E+001	
-9.63436865E+000	-9.61608698E+001	
-9.61365535E+000	-9.49129948E+001	
-9.59294204E+000	-9.45018812E+001	
-9.57222874E+000	-9.46373536E+001	
-9.55151543E+000	-9.49737202E+001	
-9.53080213E+000	-9.48929521E+001	
-9.51008882E+000	-9.50314157E+001	
-9.48937552E+000	-9.53916369E+001	
-9.46866221E+000	-9.51221067E+001	
-9.44794890E+000	-9.56007619E+001	
-9.42723560E+000	-9.44092714E+001	
-9.40652229E+000	-9.40957982E+001	
-9.38580899E+000	-9.52690222E+001	
-9.36509568E+000	-9.49724504E+001	
-9.34438238E+000	-9.55607721E+001	
-9.32366907E+000	-9.53985695E+001	
-9.30295577E+000	-9.52784199E+001	
-9.28224246E+000	-9.61477868E+001	
-9.26152916E+000	-9.44666609E+001	
-9.24081585E+000	-9.52240296E+001	
-9.22010255E+000	-9.45227424E+001	
-9.19938924E+000	-9.52430992E+001	
-9.17867594E+000	-9.48464413E+001	
-9.15796263E+000	-9.50216270E+001	
-9.13724932E+000	-9.38079547E+001	
-9.11653602E+000	-9.56160348E+001	
-9.09582271E+000	-9.45171293E+001	
-9.07510941E+000	-9.53473867E+001	
-9.05439610E+000	-9.57956898E+001	
-9.03368280E+000	-9.54185202E+001	
-9.01296949E+000	-9.53572121E+001	
-8.99225619E+000	-9.47968206E+001	
-8.97154288E+000	-9.37329556E+001	
-8.95082958E+000	-9.56598056E+001	
-8.93011627E+000	-9.42337656E+001	
-8.90940297E+000	-9.40398688E+001	
-8.88868966E+000	-9.62707310E+001	
-8.86797636E+000	-9.50149550E+001	
-8.84726305E+000	-9.48632415E+001	
-8.82654974E+000	-9.52973299E+001	
-8.80583644E+000	-9.44839730E+001	
-8.78512313E+000	-9.47280718E+001	
-8.76440983E+000	-9.43939682E+001	
-8.74369652E+000	-9.58083891E+001	
-8.72298322E+000	-9.54509155E+001	
-8.70226991E+000	-9.48616412E+001	
-8.68155661E+000	-9.52554193E+001	
-8.66084330E+000	-9.44284509E+001	
-8.64013000E+000	-9.57964999E+001	
-8.61941669E+000	-9.53926550E+001	
-8.59870339E+000	-9.50819569E+001	
-8.57799008E+000	-9.45514296E+001	
-8.55727678E+000	-9.42150977E+001	
-8.53656347E+000	-9.48637626E+001	
-8.51585017E+000	-9.38846323E+001	
-8.49513686E+000	-9.49708556E+001	
-8.47442355E+000	-9.53163849E+001	
-8.45371025E+000	-9.59334320E+001	
-8.43299694E+000	-9.53968571E+001	
-8.41228364E+000	-9.52918017E+001	
-8.39157033E+000	-9.46599925E+001	
-8.37085703E+000	-9.54034483E+001	
-8.35014372E+000	-9.53450162E+001	
-8.32943042E+000	-9.57932057E+001	
-8.30871711E+000	-9.53812125E+001	
-8.28800381E+000	-9.57288052E+001	
-8.26729050E+000	-9.53778386E+001	
-8.24657720E+000	-9.56268267E+001	
-8.22586389E+000	-9.53408546E+001	
-8.20515059E+000	-9.56120875E+001	
-8.18443728E+000	-9.52702413E+001	
-8.16372397E+000	-9.44918683E+001	
-8.14301067E+000	-9.56136419E+001	
-8.12229736E+000	-9.58392682E+001	
-8.10158406E+000	-9.70910695E+001	
-8.08087075E+000	-9.51806486E+001	
-8.06015745E+000	-9.54448095E+001	
-8.03944414E+000	-9.50834163E+001	
-8.01873084E+000	-9.54459016E+001	
-7.99801753E+000	-9.47496411E+001	
-7.97730423E+000	-9.50201764E+001	
-7.95659092E+000	-9.41777708E+001	
-7.93587762E+000	-9.42480433E+001	
