Acquired on 5/10/2022 at 15:47:53
Calibrated on 5/10/2022 at 15:36:33
Device Descriptor:  [none]
Scan Range (nm):  1539.624  --  1560.517
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100000
Frequency domain window was applied to measurement data.
Number of Data Points (in this file):  16384
NOTE: Data stored in this file is decimated by a factor of 64.

Time (ns)	Amplitude (dB/mm)	
-1.00072081E+001	-9.40512332E+001	
-9.98649484E+000	-9.37410521E+001	
-9.96578154E+000	-9.48528467E+001	
-9.94506823E+000	-9.43446721E+001	
-9.92435493E+000	-9.55840768E+001	
-9.90364162E+000	-9.47197029E+001	
-9.88292832E+000	-9.53050326E+001	
-9.86221501E+000	-9.52736430E+001	
-9.84150171E+000	-9.32453501E+001	
-9.82078840E+000	-9.37956647E+001	
-9.80007509E+000	-9.42704448E+001	
-9.77936179E+000	-9.46275574E+001	
-9.75864848E+000	-9.44065194E+001	
-9.73793518E+000	-9.46895458E+001	
-9.71722187E+000	-9.52510438E+001	
-9.69650857E+000	-9.64172266E+001	
-9.67579526E+000	-9.43817159E+001	
-9.65508196E+000	-9.60624508E+001	
-9.63436865E+000	-9.45443465E+001	
-9.61365535E+000	-9.41629649E+001	
-9.59294204E+000	-9.40058728E+001	
-9.57222874E+000	-9.43641892E+001	
-9.55151543E+000	-9.47592997E+001	
-9.53080213E+000	-9.41492437E+001	
-9.51008882E+000	-9.45939467E+001	
-9.48937552E+000	-9.61433251E+001	
-9.46866221E+000	-9.42762463E+001	
-9.44794890E+000	-9.42140505E+001	
-9.42723560E+000	-9.39936486E+001	
-9.40652229E+000	-9.43865947E+001	
-9.38580899E+000	-9.51228216E+001	
-9.36509568E+000	-9.39761922E+001	
-9.34438238E+000	-9.49704399E+001	
-9.32366907E+000	-9.43687999E+001	
-9.30295577E+000	-9.43747469E+001	
-9.28224246E+000	-9.56328683E+001	
-9.26152916E+000	-9.41700852E+001	
-9.24081585E+000	-9.42870171E+001	
-9.22010255E+000	-9.61541215E+001	
-9.19938924E+000	-9.39238257E+001	
-9.17867594E+000	-9.38738049E+001	
-9.15796263E+000	-9.45678720E+001	
-9.13724932E+000	-9.35772610E+001	
-9.11653602E+000	-9.46727637E+001	
-9.09582271E+000	-9.44833815E+001	
-9.07510941E+000	-9.45132157E+001	
-9.05439610E+000	-9.64067804E+001	
-9.03368280E+000	-9.45965563E+001	
-9.01296949E+000	-9.37430527E+001	
-8.99225619E+000	-9.44876721E+001	
-8.97154288E+000	-9.43882773E+001	
-8.95082958E+000	-9.36388821E+001	
-8.93011627E+000	-9.42939540E+001	
-8.90940297E+000	-9.42096029E+001	
-8.88868966E+000	-9.46202961E+001	
-8.86797636E+000	-9.46859600E+001	
-8.84726305E+000	-9.48335133E+001	
-8.82654974E+000	-9.42436958E+001	
-8.80583644E+000	-9.41393216E+001	
-8.78512313E+000	-9.50034316E+001	
-8.76440983E+000	-9.59250226E+001	
-8.74369652E+000	-9.44542472E+001	
-8.72298322E+000	-9.46886978E+001	
-8.70226991E+000	-9.50380197E+001	
-8.68155661E+000	-9.57020264E+001	
-8.66084330E+000	-9.61930189E+001	
-8.64013000E+000	-9.37409712E+001	
-8.61941669E+000	-9.48755227E+001	
-8.59870339E+000	-9.37207192E+001	
-8.57799008E+000	-9.41919423E+001	
-8.55727678E+000	-9.41440365E+001	
-8.53656347E+000	-9.55771447E+001	
-8.51585017E+000	-9.56675025E+001	
-8.49513686E+000	-9.43458578E+001	
-8.47442355E+000	-9.47314409E+001	
-8.45371025E+000	-9.39547134E+001	
-8.43299694E+000	-9.45699736E+001	
-8.41228364E+000	-9.51848374E+001	
-8.39157033E+000	-9.45040398E+001	
-8.37085703E+000	-9.54018452E+001	
-8.35014372E+000	-9.53724765E+001	
-8.32943042E+000	-9.46101028E+001	
-8.30871711E+000	-9.37848216E+001	
-8.28800381E+000	-9.48071979E+001	
-8.26729050E+000	-9.37884789E+001	
-8.24657720E+000	-9.37038385E+001	
-8.22586389E+000	-9.44289346E+001	
-8.20515059E+000	-9.46816071E+001	
-8.18443728E+000	-9.57487130E+001	
-8.16372397E+000	-9.55309657E+001	
-8.14301067E+000	-9.44994041E+001	
