Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 11:47:56 4/15/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,6,0)
Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.08424   0.58141   0.47295   -3.21943   0.08424   0.58141   -0.06561   0.81115   98.36731
2   0.08419   0.58168   0.47281   -3.19863   0.08419   0.58168   -0.06522   0.81097   98.47717
3   0.08436   0.58196   0.47253   -3.23719   0.08436   0.58196   -0.06604   0.81054   98.52295
4   0.08439   0.58263   0.47216   -3.23645   0.08439   0.58263   -0.06610   0.81021   98.39172
5   0.08437   0.58150   0.47292   -3.19666   0.08437   0.58150   -0.06516   0.81109   98.44666
6   0.08433   0.58232   0.47234   -3.24406   0.08433   0.58232   -0.06623   0.81042   98.50159
7   0.08435   0.58208   0.47252   -3.22910   0.08435   0.58208   -0.06589   0.81063   98.48022
8   0.08451   0.58269   0.47212   -3.26574   0.08451   0.58269   -0.06671   0.81024   98.37341
9   0.08451   0.58248   0.47219   -3.28322   0.08451   0.58248   -0.06705   0.81024   98.49243
10   0.08457   0.58251   0.47221   -3.25935   0.08457   0.58251   -0.06656   0.81027   98.44055
11   0.08457   0.58278   0.47205   -3.25338   0.08457   0.58278   -0.06647   0.81008   98.37341
12   0.08446   0.58266   0.47215   -3.24221   0.08446   0.58266   -0.06623   0.81024   98.52295
13   0.08442   0.58235   0.47234   -3.25131   0.08442   0.58235   -0.06638   0.81048   98.48938
14   0.08432   0.58184   0.47258   -3.30164   0.08432   0.58184   -0.06735   0.81072   98.39172
15   0.08442   0.58177   0.47266   -3.25748   0.08442   0.58177   -0.06644   0.81079   98.45886
16   0.08426   0.58199   0.47239   -3.34672   0.08426   0.58199   -0.06830   0.81045   98.54126
17   0.08428   0.58205   0.47250   -3.26782   0.08428   0.58205   -0.06668   0.81066   98.48938
18   0.08433   0.58226   0.47237   -3.24885   0.08433   0.58226   -0.06632   0.81045   98.42529
19   0.08423   0.58205   0.47258   -3.20257   0.08423   0.58205   -0.06534   0.81072   98.46497
20   0.08425   0.58208   0.47249   -3.24096   0.08425   0.58208   -0.06613   0.81057   98.51074
21   0.08442   0.58171   0.47275   -3.23260   0.08442   0.58171   -0.06592   0.81094   98.43750
22   0.08438   0.58126   0.47317   -3.12072   0.08438   0.58126   -0.06357   0.81137   98.45886
23   0.08436   0.58187   0.47271   -3.19170   0.08436   0.58187   -0.06510   0.81088   98.46802
24   0.08448   0.58202   0.47257   -3.22054   0.08448   0.58202   -0.06571   0.81069   98.43750
25   0.08461   0.58162   0.47294   -3.11580   0.08461   0.58162   -0.06351   0.81109   98.42834
26   0.08453   0.58162   0.47293   -3.12917   0.08453   0.58162   -0.06378   0.81109   98.52600
27   0.08454   0.58098   0.47338   -3.10583   0.08454   0.58098   -0.06323   0.81167   98.46191
28   0.08459   0.58138   0.47316   -3.07697   0.08459   0.58138   -0.06269   0.81137   98.52600
29   0.08460   0.58171   0.47289   -3.12868   0.08460   0.58171   -0.06378   0.81109   98.39783
30   0.08457   0.58220   0.47261   -3.11421   0.08457   0.58220   -0.06354   0.81075   98.40698
31   0.08463   0.58055   0.47366   -3.10512   0.08463   0.58055   -0.06317   0.81204   98.50464
32   0.08455   0.58068   0.47356   -3.10299   0.08455   0.58068   -0.06314   0.81185   98.39478
33   0.08451   0.58129   0.47318   -3.11016   0.08451   0.58129   -0.06336   0.81143   98.48022
34   0.08435   0.58126   0.47322   -3.07761   0.08435   0.58126   -0.06269   0.81143   98.46802
35   0.08440   0.58107   0.47335   -3.07114   0.08440   0.58107   -0.06253   0.81158   98.40393
36   0.08428   0.58065   0.47367   -3.05552   0.08428   0.58065   -0.06217   0.81204   98.42224
37   0.08430   0.58107   0.47327   -3.14846   0.08430   0.58107   -0.06412   0.81155   98.45581
38   0.08431   0.58028   0.47381   -3.08573   0.08431   0.58028   -0.06275   0.81210   98.54431
39   0.08439   0.58019   0.47386   -3.10856   0.08439   0.58019   -0.06320   0.81219   98.40393
40   0.08435   0.58116   0.47325   -3.11527   0.08435   0.58116   -0.06345   0.81149   98.42529
41   0.08425   0.58126   0.47309   -3.17125   0.08425   0.58126   -0.06461   0.81124   98.53210
42   0.08438   0.58153   0.47304   -3.09846   0.08438   0.58153   -0.06314   0.81124   98.43750
43   0.08440   0.58144   0.47300   -3.17917   0.08440   0.58144   -0.06479   0.81124   98.39172
44   0.08439   0.58159   0.47291   -3.17241   0.08439   0.58159   -0.06467   0.81112   98.38257
45   0.08452   0.58046   0.47365   -3.15770   0.08452   0.58046   -0.06424   0.81201   98.43750
46   0.08468   0.58080   0.47336   -3.18265   0.08468   0.58080   -0.06479   0.81158   98.45276
47   0.08464   0.58123   0.47304   -3.21747   0.08464   0.58123   -0.06555   0.81118   98.46191
48   0.08462   0.58065   0.47344   -3.18794   0.08462   0.58065   -0.06488   0.81167   98.46191
49   0.08473   0.58022   0.47377   -3.15753   0.08473   0.58022   -0.06421   0.81210   98.36731
50   0.08465   0.58205   0.47264   -3.14767   0.08465   0.58205   -0.06421   0.81075   98.39783
51   0.08454   0.58116   0.47315   -3.18661   0.08454   0.58116   -0.06491   0.81137   98.52600
52   0.08469   0.58129   0.47317   -3.12948   0.08469   0.58129   -0.06375   0.81143   98.44055
53   0.08472   0.58061   0.47344   -3.20001   0.08472   0.58061   -0.06513   0.81164   98.43140
54   0.08462   0.58089   0.47330   -3.19553   0.08462   0.58089   -0.06507   0.81155   98.40698
55   0.08447   0.58086   0.47341   -3.13028   0.08447   0.58086   -0.06372   0.81167   98.53516
56   0.08442   0.58156   0.47300   -3.11019   0.08442   0.58156   -0.06339   0.81118   98.43750
57   0.08452   0.58138   0.47302   -3.20772   0.08452   0.58138   -0.06537   0.81130   98.33984
58   0.08432   0.58132   0.47313   -3.11148   0.08432   0.58132   -0.06339   0.81130   98.50159
59   0.08432   0.58116   0.47324   -3.12270   0.08432   0.58116   -0.06360   0.81149   98.45581
60   0.08441   0.58199   0.47255   -3.25630   0.08441   0.58199   -0.06644   0.81069   98.38257
61   0.08429   0.58150   0.47299   -3.17736   0.08429   0.58150   -0.06476   0.81127   98.42224
62   0.08419   0.58095   0.47329   -3.16696   0.08419   0.58095   -0.06449   0.81149   98.51990
63   0.08425   0.58077   0.47340   -3.15903   0.08425   0.58077   -0.06430   0.81161   98.45581
64   0.08422   0.58074   0.47341   -3.19042   0.08422   0.58074   -0.06494   0.81170   98.37952
65   0.08408   0.58083   0.47336   -3.16613   0.08408   0.58083   -0.06446   0.81158   98.51685
66   0.08433   0.58144   0.47298   -3.17472   0.08433   0.58144   -0.06470   0.81115   98.42529
67   0.08442   0.58052   0.47357   -3.16332   0.08442   0.58052   -0.06436   0.81185   98.40393
68   0.08435   0.58071   0.47344   -3.18018   0.08435   0.58071   -0.06473   0.81170   98.50159
69   0.08429   0.58058   0.47362   -3.12728   0.08429   0.58058   -0.06363   0.81201   98.51990
70   0.08449   0.58040   0.47375   -3.09700   0.08449   0.58040   -0.06299   0.81210   98.42834
71   0.08447   0.58123   0.47321   -3.12386   0.08447   0.58123   -0.06363   0.81149   98.42834
72   0.08437   0.58065   0.47357   -3.10612   0.08437   0.58065   -0.06320   0.81185   98.48938
73   0.08444   0.57973   0.47414   -3.08416   0.08444   0.57973   -0.06265   0.81246   98.54431
74   0.08467   0.58028   0.47384   -3.08126   0.08467   0.58028   -0.06265   0.81219   98.35510
75   0.08464   0.58040   0.47376   -3.07318   0.08464   0.58040   -0.06250   0.81207   98.39783
76   0.08447   0.58007   0.47401   -3.03322   0.08447   0.58007   -0.06165   0.81231   98.51379
77   0.08447   0.58000   0.47405   -3.04098   0.08447   0.58000   -0.06180   0.81240   98.50159
78   0.08449   0.58028   0.47385   -3.05743   0.08449   0.58028   -0.06217   0.81213   98.43750
79   0.08437   0.58123   0.47333   -3.02423   0.08437   0.58123   -0.06159   0.81158   98.45886
80   0.08440   0.58025   0.47390   -3.06653   0.08440   0.58025   -0.06235   0.81231   98.50159
