Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 11:45:6 4/15/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,6,0)
Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.08432   0.59346   0.46391   -4.11990   0.08432   0.59346   -0.08594   0.80041   98.50159
2   0.08425   0.59282   0.46442   -4.04337   0.08425   0.59282   -0.08423   0.80096   98.53210
3   0.08432   0.59258   0.46455   -4.06381   0.08432   0.59258   -0.08463   0.80114   98.52295
4   0.08438   0.59243   0.46468   -4.06340   0.08438   0.59243   -0.08460   0.80136   98.53516
5   0.08431   0.59291   0.46438   -4.05576   0.08431   0.59291   -0.08451   0.80099   98.49854
6   0.08431   0.59188   0.46511   -4.01354   0.08431   0.59188   -0.08347   0.80184   98.62061
7   0.08434   0.59163   0.46534   -3.98185   0.08434   0.59163   -0.08277   0.80218   98.52295
8   0.08438   0.59270   0.46465   -3.98345   0.08438   0.59270   -0.08295   0.80129   98.54431
9   0.08438   0.59212   0.46489   -4.05389   0.08438   0.59212   -0.08435   0.80160   98.53516
10   0.08447   0.59154   0.46532   -4.02738   0.08447   0.59154   -0.08371   0.80215   98.49243
11   0.08454   0.59181   0.46524   -3.97629   0.08454   0.59181   -0.08267   0.80206   98.53516
12   0.08449   0.59243   0.46490   -3.94618   0.08449   0.59243   -0.08213   0.80163   98.53516
13   0.08450   0.59282   0.46463   -3.96238   0.08450   0.59282   -0.08252   0.80132   98.51379
14   0.08445   0.59203   0.46508   -3.97342   0.08445   0.59203   -0.08264   0.80181   98.53516
15   0.08444   0.59239   0.46487   -3.96810   0.08444   0.59239   -0.08258   0.80157   98.48022
16   0.08439   0.59255   0.46483   -3.94827   0.08439   0.59255   -0.08219   0.80157   98.58704
17   0.08435   0.59285   0.46457   -3.98533   0.08435   0.59285   -0.08301   0.80126   98.48022
18   0.08424   0.59307   0.46430   -4.05762   0.08424   0.59307   -0.08457   0.80093   98.40088
19   0.08417   0.59355   0.46410   -4.00379   0.08417   0.59355   -0.08350   0.80071   98.54126
20   0.08409   0.59261   0.46457   -4.06650   0.08409   0.59261   -0.08469   0.80126   98.51685
21   0.08410   0.59316   0.46421   -4.07434   0.08410   0.59316   -0.08493   0.80081   98.49548
22   0.08411   0.59389   0.46384   -4.02176   0.08411   0.59389   -0.08393   0.80038   98.53821
23   0.08413   0.59243   0.46476   -4.01566   0.08413   0.59243   -0.08359   0.80145   98.56262
24   0.08417   0.59239   0.46477   -4.02310   0.08417   0.59239   -0.08374   0.80145   98.47412
25   0.08405   0.59294   0.46437   -4.04110   0.08405   0.59294   -0.08420   0.80093   98.53821
26   0.08416   0.59288   0.46432   -4.08342   0.08416   0.59288   -0.08509   0.80087   98.59619
27   0.08445   0.59288   0.46433   -4.09065   0.08445   0.59288   -0.08524   0.80090   98.45886
28   0.08441   0.59325   0.46409   -4.09826   0.08441   0.59325   -0.08545   0.80065   98.55652
29   0.08447   0.59383   0.46378   -4.06835   0.08447   0.59383   -0.08490   0.80026   98.57788
30   0.08468   0.59346   0.46401   -4.07083   0.08468   0.59346   -0.08490   0.80056   98.50769
31   0.08470   0.59322   0.46419   -4.05081   0.08470   0.59322   -0.08444   0.80074   98.48633
32   0.08465   0.59368   0.46376   -4.13430   0.08465   0.59368   -0.08628   0.80026   98.52905
33   0.08463   0.59328   0.46402   -4.12693   0.08463   0.59328   -0.08606   0.80056   98.58093
34   0.08478   0.59410   0.46353   -4.10687   0.08478   0.59410   -0.08576   0.79995   98.54126
35   0.08481   0.59377   0.46364   -4.16395   0.08481   0.59377   -0.08692   0.80010   98.50769
36   0.08473   0.59349   0.46389   -4.11392   0.08473   0.59349   -0.08582   0.80038   98.57178
37   0.08475   0.59355   0.46375   -4.17552   0.08475   0.59355   -0.08713   0.80023   98.55042
38   0.08475   0.59334   0.46397   -4.10630   0.08475   0.59334   -0.08563   0.80041   98.50769
39   0.08473   0.59362   0.46369   -4.16501   0.08473   0.59362   -0.08692   0.80007   98.51685
40   0.08449   0.59368   0.46371   -4.14440   0.08449   0.59368   -0.08649   0.80013   98.56873
41   0.08450   0.59438   0.46317   -4.18997   0.08450   0.59438   -0.08756   0.79946   98.48022
42   0.08446   0.59496   0.46278   -4.21759   0.08446   0.59496   -0.08823   0.79907   98.45886
43   0.08433   0.59499   0.46295   -4.14114   0.08433   0.59499   -0.08661   0.79934   98.52295
44   0.08433   0.59331   0.46393   -4.15702   0.08433   0.59331   -0.08670   0.80044   98.54431
45   0.08434   0.59407   0.46342   -4.16616   0.08434   0.59407   -0.08701   0.79980   98.50159
46   0.08425   0.59380   0.46364   -4.14067   0.08425   0.59380   -0.08643   0.80004   98.55347
47   0.08410   0.59563   0.46254   -4.13531   0.08410   0.59563   -0.08658   0.79882   98.57178
48   0.08422   0.59410   0.46354   -4.11263   0.08422   0.59410   -0.08588   0.80001   98.43445
49   0.08429   0.59523   0.46283   -4.11357   0.08429   0.59523   -0.08606   0.79916   98.46802
50   0.08424   0.59453   0.46320   -4.13420   0.08424   0.59453   -0.08640   0.79955   98.51990
51   0.08434   0.59404   0.46359   -4.11017   0.08434   0.59404   -0.08582   0.80010   98.64197
52   0.08451   0.59319   0.46402   -4.15642   0.08451   0.59319   -0.08667   0.80056   98.47107
53   0.08443   0.59420   0.46342   -4.13939   0.08443   0.59420   -0.08646   0.79983   98.49243
54   0.08433   0.59420   0.46357   -4.04424   0.08433   0.59420   -0.08444   0.79995   98.62976
55   0.08448   0.59401   0.46348   -4.15506   0.08448   0.59401   -0.08676   0.79986   98.47107
56   0.08451   0.59502   0.46303   -4.06176   0.08451   0.59502   -0.08493   0.79934   98.51379
57   0.08457   0.59435   0.46339   -4.09079   0.08457   0.59435   -0.08545   0.79977   98.55957
58   0.08460   0.59377   0.46374   -4.10194   0.08460   0.59377   -0.08560   0.80020   98.51685
59   0.08457   0.59337   0.46416   -4.03534   0.08457   0.59337   -0.08414   0.80078   98.53821
60   0.08446   0.59398   0.46366   -4.07309   0.08446   0.59398   -0.08502   0.80007   98.50159
61   0.08444   0.59282   0.46434   -4.10262   0.08444   0.59282   -0.08548   0.80090   98.54431
62   0.08446   0.59423   0.46355   -4.04692   0.08446   0.59423   -0.08451   0.79995   98.49243
63   0.08447   0.59307   0.46426   -4.07062   0.08447   0.59307   -0.08484   0.80084   98.54736
64   0.08444   0.59279   0.46444   -4.05225   0.08444   0.59279   -0.08441   0.80099   98.59924
65   0.08440   0.59294   0.46444   -4.02376   0.08440   0.59294   -0.08383   0.80108   98.51074
66   0.08442   0.59267   0.46458   -4.03572   0.08442   0.59267   -0.08405   0.80123   98.46802
67   0.08443   0.59276   0.46437   -4.11460   0.08443   0.59276   -0.08573   0.80099   98.53516
68   0.08434   0.59307   0.46431   -4.04895   0.08434   0.59307   -0.08438   0.80093   98.53210
69   0.08434   0.59337   0.46405   -4.08300   0.08434   0.59337   -0.08515   0.80059   98.42529
70   0.08430   0.59252   0.46457   -4.07001   0.08430   0.59252   -0.08475   0.80114   98.51074
71   0.08431   0.59304   0.46427   -4.07372   0.08431   0.59304   -0.08490   0.80084   98.57483
72   0.08449   0.59276   0.46453   -4.02643   0.08449   0.59276   -0.08386   0.80117   98.50159
73   0.08449   0.59249   0.46456   -4.11359   0.08449   0.59249   -0.08567   0.80123   98.47107
74   0.08450   0.59343   0.46384   -4.17348   0.08450   0.59343   -0.08707   0.80035   98.50464
75   0.08440   0.59304   0.46424   -4.09394   0.08440   0.59304   -0.08533   0.80084   98.57788
76   0.08451   0.59340   0.46389   -4.15062   0.08451   0.59340   -0.08658   0.80038   98.47107
77   0.08451   0.59359   0.46384   -4.10031   0.08451   0.59359   -0.08554   0.80026   98.54736
78   0.08448   0.59349   0.46386   -4.16152   0.08448   0.59349   -0.08683   0.80044   98.51379
79   0.08448   0.59359   0.46380   -4.13637   0.08448   0.59359   -0.08631   0.80029   98.52600
80   0.08452   0.59362   0.46383   -4.11741   0.08452   0.59362   -0.08591   0.80035   98.59009
81   0.08438   0.59465   0.46319   -4.11897   0.08438   0.59465   -0.08609   0.79962   98.55652
82   0.08431   0.59429   0.46333   -4.15316   0.08431   0.59429   -0.08676   0.79974   98.53210
83   0.08429   0.59462   0.46294   -4.24007   0.08429   0.59462   -0.08866   0.79922   98.44666
84   0.08422   0.59587   0.46225   -4.19684   0.08422   0.59587   -0.08792   0.79846   98.49854
85   0.08418   0.59526   0.46270   -4.16514   0.08418   0.59526   -0.08716   0.79897   98.58398
86   0.08434   0.59499   0.46285   -4.17423   0.08434   0.59499   -0.08731   0.79916   98.50159
87   0.08426   0.59474   0.46296   -4.19318   0.08426   0.59474   -0.08768   0.79928   98.46497
88   0.08415   0.59612   0.46219   -4.15064   0.08415   0.59612   -0.08698   0.79839   98.54126
89   0.08418   0.59539   0.46259   -4.18011   0.08418   0.59539   -0.08750   0.79885   98.52905
90   0.08431   0.59474   0.46295   -4.19894   0.08431   0.59474   -0.08780   0.79925   98.45581
91   0.08432   0.59560   0.46238   -4.20880   0.08432   0.59560   -0.08814   0.79855   98.52295
92   0.08432   0.59545   0.46248   -4.20268   0.08432   0.59545   -0.08798   0.79867   98.54431
93   0.08452   0.59551   0.46241   -4.22381   0.08452   0.59551   -0.08844   0.79861   98.52600
