Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 11:32:7 4/19/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09366   -0.11756   48.91241   0.26437   0.09366   -0.11756   0.85543   0.50447   98.76709
2   0.09363   -0.11765   48.91500   0.26435   0.09363   -0.11765   0.85553   0.50447   98.81592
3   0.09364   -0.11927   48.96870   0.26426   0.09364   -0.11927   0.85540   0.50432   98.79456
4   0.09374   -0.11682   48.89299   0.26551   0.09374   -0.11682   0.85440   0.50645   98.78845
5   0.09374   -0.11808   48.93403   0.26536   0.09374   -0.11808   0.85443   0.50621   98.79761
6   0.09389   -0.11924   48.97288   0.26536   0.09389   -0.11924   0.85427   0.50621   98.84644
7   0.09394   -0.11911   48.97293   0.26619   0.09394   -0.11911   0.85339   0.50761   98.76099
8   0.09390   -0.11957   48.98730   0.26597   0.09390   -0.11957   0.85354   0.50725   98.82813
9   0.09391   -0.12137   49.05013   0.26648   0.09391   -0.12137   0.85278   0.50813   98.88611
10   0.09404   -0.12067   49.02630   0.26647   0.09404   -0.12067   0.85293   0.50813   98.81897
11   0.09399   -0.12055   49.02228   0.26651   0.09399   -0.12055   0.85293   0.50822   98.82813
12   0.09387   -0.12128   49.04840   0.26678   0.09387   -0.12128   0.85250   0.50865   98.79761
13   0.09396   -0.12180   49.06190   0.26591   0.09396   -0.12180   0.85327   0.50713   98.86780
14   0.09401   -0.12171   49.06333   0.26689   0.09401   -0.12171   0.85232   0.50884   98.69385
15   0.09399   -0.12058   49.02428   0.26669   0.09399   -0.12058   0.85272   0.50850   98.71216
16   0.09373   -0.12134   49.05399   0.26750   0.09373   -0.12134   0.85174   0.50987   98.86475
17   0.09376   -0.12058   49.02926   0.26777   0.09376   -0.12058   0.85165   0.51039   98.88611
18   0.09375   -0.12049   49.02695   0.26788   0.09375   -0.12049   0.85150   0.51054   98.72742
19   0.09360   -0.11951   48.99318   0.26771   0.09360   -0.11951   0.85183   0.51027   98.77625
20   0.09358   -0.11875   48.96857   0.26790   0.09358   -0.11875   0.85171   0.51057   98.86475
