Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 11:33:21 4/19/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09300   -0.11951   -50.82682   0.46889   0.09300   -0.11951   -0.57945   0.80633   97.96143
2   0.09290   -0.12018   -50.84757   0.46812   0.09290   -0.12018   -0.58058   0.80544   98.07739
3   0.09296   -0.11936   -50.81779   0.46878   0.09296   -0.11936   -0.57964   0.80618   98.05908
4   0.09301   -0.11933   -50.80535   0.46808   0.09301   -0.11933   -0.58077   0.80532   97.97974
5   0.09298   -0.11881   -50.76928   0.46741   0.09298   -0.11881   -0.58196   0.80450   97.99805
6   0.09293   -0.11945   -50.78628   0.46651   0.09293   -0.11945   -0.58333   0.80346   98.01941
7   0.09279   -0.11792   -50.73535   0.46804   0.09279   -0.11792   -0.58113   0.80526   97.99500
8   0.09272   -0.11756   -50.70721   0.46740   0.09272   -0.11756   -0.58226   0.80453   98.03467
9   0.09261   -0.11744   -50.71106   0.46803   0.09261   -0.11744   -0.58126   0.80526   98.11096
10   0.09265   -0.11740   -50.71487   0.46839   0.09265   -0.11740   -0.58071   0.80575   98.00110
11   0.09267   -0.11676   -50.69762   0.46930   0.09267   -0.11676   -0.57933   0.80682   97.95227
12   0.09264   -0.11829   -50.77483   0.46942   0.09264   -0.11829   -0.57884   0.80700   98.02246
13   0.09255   -0.11945   -50.82900   0.46919   0.09255   -0.11945   -0.57894   0.80667   98.02856
14   0.09263   -0.12018   -50.86556   0.46923   0.09263   -0.12018   -0.57875   0.80673   98.01025
15   0.09266   -0.11982   -50.85569   0.46971   0.09266   -0.11982   -0.57799   0.80725   97.93396
16   0.09252   -0.12009   -50.87719   0.47021   0.09252   -0.12009   -0.57714   0.80789   98.01941
17   0.09262   -0.11975   -50.86453   0.47049   0.09262   -0.11975   -0.57680   0.80828   98.01025
18   0.09280   -0.12015   -50.88523   0.47051   0.09280   -0.12015   -0.57662   0.80822   98.01636
19   0.09289   -0.11911   -50.83221   0.47039   0.09289   -0.11911   -0.57698   0.80801   97.99805
20   0.09280   -0.11850   -50.79419   0.46994   0.09280   -0.11850   -0.57790   0.80755   98.06519
21   0.09296   -0.11823   -50.77400   0.46952   0.09296   -0.11823   -0.57863   0.80703   97.97974
22   0.09295   -0.11844   -50.78178   0.46935   0.09295   -0.11844   -0.57888   0.80685   97.94006
23   0.09288   -0.11884   -50.79468   0.46895   0.09288   -0.11884   -0.57949   0.80639   98.01636
24   0.09301   -0.11798   -50.75531   0.46914   0.09301   -0.11798   -0.57936   0.80663   98.00110
25   0.09297   -0.11750   -50.72185   0.46855   0.09297   -0.11750   -0.58043   0.80596   97.97058
26   0.09289   -0.11707   -50.68412   0.46747   0.09289   -0.11707   -0.58226   0.80462   98.04688
27   0.09285   -0.11679   -50.67867   0.46799   0.09285   -0.11679   -0.58147   0.80526   98.08655
28   0.09284   -0.11594   -50.64108   0.46828   0.09284   -0.11594   -0.58116   0.80560   97.97668
29   0.09262   -0.11753   -50.67391   0.46539   0.09262   -0.11753   -0.58562   0.80221   98.07129
30   0.09258   -0.11750   -50.68431   0.46612   0.09258   -0.11750   -0.58437   0.80300   98.16895
31   0.09266   -0.11853   -50.75131   0.46716   0.09266   -0.11853   -0.58248   0.80425   98.07129
32   0.09272   -0.11890   -50.77508   0.46753   0.09272   -0.11890   -0.58180   0.80471   97.97363
33   0.09259   -0.11777   -50.74723   0.46929   0.09259   -0.11777   -0.57915   0.80682   98.03162
34   0.09256   -0.11875   -50.79182   0.46906   0.09256   -0.11875   -0.57933   0.80654   98.09875
35   0.09262   -0.11814   -50.79672   0.47121   0.09262   -0.11814   -0.57585   0.80902   97.94312
36   0.09257   -0.11664   -50.72855   0.47162   0.09257   -0.11664   -0.57552   0.80953   97.96143
37   0.09251   -0.12088   -50.94579   0.47198   0.09251   -0.12088   -0.57405   0.80996   98.02856
38   0.09267   -0.11921   -50.87829   0.47295   0.09267   -0.11921   -0.57277   0.81106   98.00415
39   0.09282   -0.11960   -50.90710   0.47350   0.09282   -0.11960   -0.57179   0.81173   97.97668
40   0.09289   -0.12146   -50.99640   0.47326   0.09289   -0.12146   -0.57179   0.81146   97.94922
41   0.09289   -0.12043   -50.96241   0.47432   0.09289   -0.12043   -0.57024   0.81265   97.97668
42   0.09289   -0.12067   -50.95897   0.47338   0.09289   -0.12067   -0.57173   0.81155   97.98889
43   0.09290   -0.12030   -50.92695   0.47260   0.09290   -0.12030   -0.57317   0.81072   97.99805
44   0.09304   -0.12012   -50.91360   0.47234   0.09304   -0.12012   -0.57363   0.81039   98.05908
45   0.09311   -0.11869   -50.84131   0.47229   0.09311   -0.11869   -0.57399   0.81033   97.96143
46   0.09304   -0.11789   -50.78686   0.47135   0.09304   -0.11789   -0.57567   0.80917   97.96143
47   0.09299   -0.11658   -50.70736   0.47049   0.09299   -0.11658   -0.57741   0.80822   98.02856
48   0.09294   -0.11597   -50.68148   0.47076   0.09294   -0.11597   -0.57707   0.80853   98.04688
49   0.09289   -0.11499   -50.62356   0.47014   0.09289   -0.11499   -0.57826   0.80776   97.96753
50   0.09271   -0.11295   -50.50367   0.46892   0.09271   -0.11295   -0.58068   0.80633   98.00415
51   0.09263   -0.11185   -50.44500   0.46860   0.09263   -0.11185   -0.58138   0.80590   98.07129
52   0.09266   -0.11127   -50.40718   0.46798   0.09266   -0.11127   -0.58251   0.80517   98.02246
53   0.09261   -0.11090   -50.39091   0.46811   0.09261   -0.11090   -0.58238   0.80535   97.95227
54   0.09257   -0.10950   -50.32124   0.46806   0.09257   -0.10950   -0.58272   0.80526   98.05908
55   0.09250   -0.11090   -50.39422   0.46836   0.09250   -0.11090   -0.58202   0.80569   98.07739
56   0.09265   -0.11087   -50.39332   0.46839   0.09265   -0.11087   -0.58196   0.80572   98.01331
57   0.09259   -0.11270   -50.48868   0.46875   0.09259   -0.11270   -0.58104   0.80618   97.97058
58   0.09265   -0.11447   -50.58934   0.46959   0.09265   -0.11447   -0.57927   0.80709   98.01331
59   0.09260   -0.11658   -50.70237   0.47017   0.09260   -0.11658   -0.57793   0.80782   98.02246
60   0.09269   -0.11682   -50.73109   0.47122   0.09269   -0.11682   -0.57616   0.80908   97.96448
61   0.09275   -0.11798   -50.79512   0.47159   0.09275   -0.11798   -0.57527   0.80947   97.99500
62   0.09288   -0.11875   -50.84151   0.47211   0.09288   -0.11875   -0.57427   0.81008   97.96753
63   0.09290   -0.11823   -50.82090   0.47243   0.09290   -0.11823   -0.57384   0.81048   97.94922
64   0.09287   -0.11802   -50.80977   0.47242   0.09287   -0.11802   -0.57393   0.81048   97.99805
65   0.09289   -0.11771   -50.79575   0.47246   0.09289   -0.11771   -0.57387   0.81048   98.02856
66   0.09293   -0.11753   -50.76669   0.47124   0.09293   -0.11753   -0.57595   0.80905   97.98889
67   0.09299   -0.11759   -50.77109   0.47134   0.09299   -0.11759   -0.57579   0.80920   97.94922
68   0.09292   -0.11716   -50.74357   0.47095   0.09292   -0.11716   -0.57653   0.80874   98.09570
69   0.09299   -0.11615   -50.68523   0.47043   0.09299   -0.11615   -0.57759   0.80816   98.00110
70   0.09295   -0.11563   -50.65119   0.46992   0.09295   -0.11563   -0.57857   0.80758   97.97974
71   0.09278   -0.11441   -50.58471   0.46947   0.09278   -0.11441   -0.57945   0.80694   98.02551
72   0.09269   -0.11405   -50.55986   0.46906   0.09269   -0.11405   -0.58025   0.80651   98.08350
73   0.09271   -0.11313   -50.51520   0.46909   0.09271   -0.11313   -0.58037   0.80654   97.99500
74   0.09268   -0.11457   -50.56455   0.46768   0.09268   -0.11457   -0.58238   0.80483   98.04382
75   0.09265   -0.11545   -50.61247   0.46795   0.09265   -0.11545   -0.58174   0.80514   98.11096
76   0.09264   -0.11298   -50.49779   0.46843   0.09264   -0.11298   -0.58147   0.80575   98.08960
