Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.09333   -0.16803   0.57788   57.31277   0.09333   -0.16803   0.36659   0.91519   96.99707
2   0.09349   -0.16785   0.57771   57.28831   0.09349   -0.16785   0.36702   0.91507   97.07031
3   0.09353   -0.16871   0.57766   57.35247   0.09353   -0.16871   0.36671   0.91498   97.05200
4   0.09355   -0.16901   0.57733   57.35495   0.09355   -0.16901   0.36729   0.91485   96.99402
5   0.09350   -0.17048   0.57654   57.42279   0.09350   -0.17048   0.36818   0.91412   97.14966
6   0.09360   -0.16852   0.57803   57.36060   0.09360   -0.16852   0.36604   0.91528   97.06421
7   0.09357   -0.17026   0.57670   57.41543   0.09357   -0.17026   0.36796   0.91427   97.05200
8   0.09360   -0.17020   0.57735   57.45057   0.09360   -0.17020   0.36665   0.91476   97.00623
9   0.09367   -0.16962   0.57734   57.40419   0.09367   -0.16962   0.36695   0.91476   97.02759
10   0.09366   -0.16999   0.57756   57.44593   0.09366   -0.16999   0.36634   0.91494   97.01843
11   0.09354   -0.16904   0.57757   57.37230   0.09354   -0.16904   0.36677   0.91498   97.10999
12   0.09339   -0.16962   0.57777   57.42964   0.09339   -0.16962   0.36610   0.91513   97.13440
13   0.09341   -0.16828   0.57778   57.32673   0.09341   -0.16828   0.36665   0.91507   97.00012
14   0.09333   -0.16803   0.57784   57.31096   0.09333   -0.16803   0.36665   0.91513   97.05505
15   0.09324   -0.16761   0.57805   57.28968   0.09324   -0.16761   0.36644   0.91534   97.06116
16   0.09333   -0.16581   0.57892   57.19999   0.09333   -0.16581   0.36552   0.91607   97.06421
17   0.09333   -0.16672   0.57808   57.22252   0.09333   -0.16672   0.36677   0.91534   97.05505
18   0.09321   -0.16617   0.57784   57.16457   0.09321   -0.16617   0.36753   0.91519   97.13135
19   0.09306   -0.16517   0.57846   57.12339   0.09306   -0.16517   0.36671   0.91565   97.18323
20   0.09327   -0.16453   0.57912   57.11208   0.09327   -0.16453   0.36567   0.91617   97.04285
21   0.09328   -0.16468   0.57898   57.11576   0.09328   -0.16468   0.36589   0.91607   96.92688
22   0.09326   -0.16382   0.57809   56.99623   0.09326   -0.16382   0.36808   0.91540   97.14050
23   0.09342   -0.16501   0.57847   57.11169   0.09342   -0.16501   0.36677   0.91565   96.97876
24   0.09348   -0.16538   0.57847   57.13994   0.09348   -0.16538   0.36662   0.91568   97.10083
25   0.09354   -0.16440   0.57956   57.12832   0.09354   -0.16440   0.36485   0.91653   97.08252
26   0.09355   -0.16578   0.57902   57.20340   0.09355   -0.16578   0.36534   0.91617   97.07336
27   0.09354   -0.16529   0.57773   57.08947   0.09354   -0.16529   0.36814   0.91510   97.09167
28   0.09360   -0.16553   0.57813   57.13109   0.09360   -0.16553   0.36726   0.91549   96.99402
29   0.09367   -0.16639   0.57847   57.21874   0.09367   -0.16639   0.36616   0.91568   96.95740
30   0.09364   -0.16678   0.57753   57.19421   0.09364   -0.16678   0.36787   0.91494   97.04590
31   0.09366   -0.16663   0.57755   57.18346   0.09366   -0.16663   0.36790   0.91494   97.04590
32   0.09348   -0.16797   0.57735   57.27639   0.09348   -0.16797   0.36769   0.91476   96.97266
33   0.09343   -0.16752   0.57853   57.31088   0.09343   -0.16752   0.36552   0.91571   97.02759
34   0.09344   -0.16715   0.57855   57.28263   0.09344   -0.16715   0.36567   0.91580   96.94214
35   0.09331   -0.16779   0.57972   57.40345   0.09331   -0.16779   0.36302   0.91671   97.03369
36   0.09325   -0.16697   0.57852   57.26714   0.09325   -0.16697   0.36579   0.91574   97.05200
37   0.09333   -0.16871   0.57834   57.39243   0.09333   -0.16871   0.36537   0.91559   97.10388
38   0.09338   -0.16810   0.57830   57.34206   0.09338   -0.16810   0.36573   0.91556   96.96045
39   0.09310   -0.16767   0.57905   57.35439   0.09310   -0.16767   0.36439   0.91610   97.12524
40   0.09304   -0.16886   0.57937   57.46730   0.09304   -0.16886   0.36320   0.91641   97.09473
41   0.09322   -0.16767   0.57889   57.34346   0.09322   -0.16767   0.36476   0.91610   97.02148
42   0.09326   -0.16840   0.57797   57.34637   0.09326   -0.16840   0.36625   0.91528   96.96350
43   0.09313   -0.16733   0.57887   57.31715   0.09313   -0.16733   0.36491   0.91598   97.08862
44   0.09350   -0.16596   0.57907   57.21981   0.09350   -0.16596   0.36518   0.91623   97.03979
45   0.09355   -0.16529   0.57826   57.12061   0.09355   -0.16529   0.36708   0.91549   97.00317
46   0.09350   -0.16355   0.57870   57.01019   0.09350   -0.16355   0.36699   0.91589   96.97266
47   0.09343   -0.16321   0.57865   56.98124   0.09343   -0.16321   0.36723   0.91583   97.11609
48   0.09356   -0.16321   0.57837   56.96536   0.09356   -0.16321   0.36778   0.91559   97.10083
49   0.09359   -0.16123   0.57826   56.80462   0.09359   -0.16123   0.36888   0.91552   97.07336
50   0.09354   -0.16166   0.57973   56.92286   0.09354   -0.16166   0.36573   0.91665   96.99402
51   0.09366   -0.16099   0.57974   56.87091   0.09366   -0.16099   0.36601   0.91668   96.98792
52   0.09364   -0.16019   0.57982   56.81181   0.09364   -0.16019   0.36625   0.91687   96.90857
53   0.09344   -0.16083   0.57989   56.86794   0.09344   -0.16083   0.36576   0.91678   97.05811
54   0.09344   -0.16037   0.58084   56.88730   0.09344   -0.16037   0.36406   0.91751   97.10693
55   0.09338   -0.16092   0.57930   56.83880   0.09338   -0.16092   0.36699   0.91644   97.02759
56   0.09329   -0.16111   0.57858   56.81407   0.09329   -0.16111   0.36827   0.91571   96.98486
57   0.09325   -0.16114   0.57887   56.83177   0.09325   -0.16114   0.36772   0.91604   97.05200
58   0.09326   -0.16163   0.57882   56.86630   0.09326   -0.16163   0.36763   0.91604   97.05200
59   0.09332   -0.16248   0.57829   56.90449   0.09332   -0.16248   0.36824   0.91549   96.98486
60   0.09326   -0.16166   0.57933   56.89904   0.09326   -0.16166   0.36656   0.91641   97.01538
61   0.09331   -0.16205   0.57957   56.94530   0.09331   -0.16205   0.36586   0.91650   97.06421
62   0.09327   -0.16300   0.57949   57.01340   0.09327   -0.16300   0.36564   0.91650   97.00317
63   0.09333   -0.16349   0.57917   57.03284   0.09333   -0.16349   0.36607   0.91629   97.03674
64   0.09317   -0.16266   0.57961   56.99411   0.09317   -0.16266   0.36555   0.91662   97.15881
65   0.09331   -0.16199   0.57939   56.92894   0.09331   -0.16199   0.36628   0.91644   97.10388
66   0.09365   -0.16099   0.57935   56.84806   0.09365   -0.16099   0.36680   0.91638   96.97876
67   0.09350   -0.16202   0.57871   56.89220   0.09350   -0.16202   0.36763   0.91589   97.02148
68   0.09342   -0.16083   0.57922   56.82930   0.09342   -0.16083   0.36711   0.91626   97.11609
69   0.09357   -0.16019   0.57872   56.74902   0.09357   -0.16019   0.36845   0.91595   96.99402
70   0.09357   -0.15964   0.57956   56.75477   0.09357   -0.15964   0.36699   0.91656   96.98486
71   0.09361   -0.16004   0.57927   56.76947   0.09361   -0.16004   0.36738   0.91632   96.95740
72   0.09366   -0.15815   0.57972   56.64695   0.09366   -0.15815   0.36732   0.91671   96.95740
73   0.09356   -0.15897   0.57901   56.67169   0.09356   -0.15897   0.36836   0.91610   97.06421
74   0.09353   -0.15836   0.57940   56.64631   0.09353   -0.15836   0.36784   0.91641   97.03369
75   0.09340   -0.15784   0.57963   56.61823   0.09340   -0.15784   0.36763   0.91665   97.06726
76   0.09348   -0.15711   0.57955   56.55713   0.09348   -0.15711   0.36808   0.91653   96.94214
77   0.09336   -0.15787   0.57943   56.60904   0.09336   -0.15787   0.36802   0.91653   96.93909
78   0.09333   -0.15711   0.57967   56.56400   0.09333   -0.15711   0.36784   0.91662   97.03674
79   0.09330   -0.15723   0.57991   56.58665   0.09330   -0.15723   0.36732   0.91687   97.02454
80   0.09327   -0.15726   0.58005   56.59728   0.09327   -0.15726   0.36702   0.91696   96.97571
81   0.09324   -0.15708   0.57978   56.56800   0.09324   -0.15708   0.36763   0.91671   97.06116
82   0.09319   -0.15775   0.57960   56.61049   0.09319   -0.15775   0.36769   0.91656   97.09167
