Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.09408   0.05347   -0.40960   42.75459   0.09408   0.05347   0.68078   -0.73067   100.69885
2   0.09416   0.05438   -0.40987   42.71478   0.09416   0.05438   0.68032   -0.73104   100.64087
3   0.09415   0.05371   -0.40911   42.74680   0.09415   0.05371   0.68151   -0.73003   100.56152
4   0.09411   0.05521   -0.40931   42.68279   0.09411   0.05521   0.68105   -0.73028   100.64087
5   0.09404   0.05429   -0.41021   42.71687   0.09404   0.05429   0.67980   -0.73150   100.61035
6   0.09394   0.05396   -0.40951   42.73427   0.09394   0.05396   0.68081   -0.73049   100.69885
7   0.09383   0.05344   -0.40901   42.75867   0.09383   0.05344   0.68163   -0.72985   100.55542
8   0.09378   0.05347   -0.40939   42.75560   0.09378   0.05347   0.68108   -0.73037   100.65308
9   0.09370   0.05243   -0.40930   42.79957   0.09370   0.05243   0.68126   -0.73022   100.76904
10   0.09377   0.05231   -0.40932   42.80467   0.09377   0.05231   0.68126   -0.73028   100.60425
11   0.09381   0.05167   -0.40920   42.83205   0.09381   0.05167   0.68145   -0.73006   100.56458
12   0.09376   0.05039   -0.40969   42.88383   0.09376   0.05039   0.68087   -0.73080   100.63477
13   0.09370   0.05020   -0.40890   42.89498   0.09370   0.05020   0.68200   -0.72967   100.68359
14   0.09370   0.04990   -0.40905   42.90726   0.09370   0.04990   0.68184   -0.72991   100.59509
15   0.09374   0.04917   -0.40934   42.93677   0.09374   0.04917   0.68148   -0.73031   100.56458
16   0.09373   0.04981   -0.40919   42.91043   0.09373   0.04981   0.68163   -0.73009   100.69275
17   0.09386   0.04920   -0.40928   42.93568   0.09386   0.04920   0.68154   -0.73022   100.67139
18   0.09405   0.05042   -0.40997   42.88114   0.09405   0.05042   0.68041   -0.73110   100.61035
19   0.09399   0.05045   -0.40935   42.88270   0.09399   0.05045   0.68133   -0.73028   100.71106
20   0.09402   0.05109   -0.40886   42.85810   0.09402   0.05109   0.68203   -0.72964   100.65918
21   0.09413   0.05167   -0.40895   42.83330   0.09413   0.05167   0.68184   -0.72976   100.60120
22   0.09411   0.05057   -0.40865   42.88091   0.09411   0.05057   0.68239   -0.72939   100.63171
23   0.09405   0.04935   -0.40833   42.93344   0.09405   0.04935   0.68291   -0.72890   100.72937
24   0.09412   0.05026   -0.40907   42.89167   0.09412   0.05026   0.68175   -0.72991   100.59204
25   0.09419   0.04947   -0.40919   42.92466   0.09419   0.04947   0.68169   -0.73012   100.54321
26   0.09403   0.04871   -0.40881   42.95828   0.09403   0.04871   0.68227   -0.72958   100.68054
27   0.09396   0.04721   -0.40912   43.01988   0.09396   0.04721   0.68197   -0.73003   100.63171
28   0.09394   0.04794   -0.40896   42.98971   0.09394   0.04794   0.68212   -0.72979   100.57373
29   0.09387   0.04663   -0.40804   43.04865   0.09387   0.04663   0.68355   -0.72854   100.65308
30   0.09375   0.04608   -0.40843   43.06994   0.09375   0.04608   0.68297   -0.72903   100.73242
31   0.09379   0.04386   -0.40858   43.16307   0.09379   0.04386   0.68300   -0.72933   100.57373
32   0.09375   0.04373   -0.40884   43.16702   0.09375   0.04373   0.68258   -0.72964   100.62256
33   0.09375   0.04233   -0.40889   43.22579   0.09375   0.04233   0.68261   -0.72970   100.68359
34   0.09375   0.04245   -0.40857   43.22187   0.09375   0.04245   0.68307   -0.72927   100.68359
