Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09351   0.07541   39.70052   -0.57417   0.09351   0.07541   0.40300   -0.91208   100.58594
2   0.09348   0.07556   39.69475   -0.57398   0.09348   0.07556   0.40336   -0.91198   100.68359
3   0.09344   0.07477   39.75349   -0.57387   0.09344   0.07477   0.40370   -0.91186   100.75378
4   0.09338   0.07437   39.76445   -0.57461   0.09338   0.07437   0.40242   -0.91250   100.62561
5   0.09341   0.07523   39.72169   -0.57386   0.09341   0.07523   0.40367   -0.91192   100.61646
6   0.09327   0.07523   39.71701   -0.57406   0.09327   0.07523   0.40330   -0.91211   100.72632
7   0.09324   0.07529   39.71321   -0.57404   0.09324   0.07529   0.40333   -0.91211   100.70496
8   0.09343   0.07578   39.68402   -0.57379   0.09343   0.07578   0.40367   -0.91183   100.62561
9   0.09336   0.07569   39.68480   -0.57403   0.09336   0.07569   0.40324   -0.91205   100.71411
10   0.09330   0.07575   39.67195   -0.57439   0.09330   0.07575   0.40257   -0.91235   100.69580
11   0.09360   0.07617   39.64299   -0.57432   0.09360   0.07617   0.40260   -0.91223   100.68359
12   0.09366   0.07602   39.65821   -0.57417   0.09366   0.07602   0.40297   -0.91223   100.65308
13   0.09357   0.07730   39.55659   -0.57458   0.09357   0.07730   0.40193   -0.91250   100.75073
14   0.09364   0.07749   39.56134   -0.57386   0.09364   0.07749   0.40324   -0.91192   100.64392
15   0.09373   0.07733   39.56295   -0.57422   0.09373   0.07733   0.40257   -0.91217   100.63477
16   0.09366   0.07773   39.54058   -0.57398   0.09366   0.07773   0.40294   -0.91198   100.68359
17   0.09360   0.07764   39.55008   -0.57386   0.09360   0.07764   0.40318   -0.91186   100.72327
18   0.09370   0.07807   39.50864   -0.57429   0.09370   0.07807   0.40226   -0.91217   100.62256
19   0.09367   0.07874   39.46994   -0.57394   0.09367   0.07874   0.40281   -0.91195   100.66223
20   0.09356   0.07819   39.51529   -0.57371   0.09356   0.07819   0.40339   -0.91183   100.74158
21   0.09343   0.07785   39.54189   -0.57357   0.09343   0.07785   0.40367   -0.91162   100.69580
22   0.09344   0.07807   39.53413   -0.57326   0.09344   0.07807   0.40419   -0.91134   100.60730
23   0.09342   0.07767   39.54557   -0.57394   0.09342   0.07767   0.40300   -0.91189   100.71411
24   0.09330   0.07776   39.53485   -0.57414   0.09330   0.07776   0.40266   -0.91214   100.74463
