Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09324   -0.19581   52.18393   0.33086   0.09324   -0.19581   0.76440   0.61458   98.67249
2   0.09334   -0.19663   52.22811   0.33199   0.09334   -0.19663   0.76272   0.61635   98.64502
3   0.09340   -0.19440   52.13918   0.33154   0.09340   -0.19440   0.76388   0.61565   98.49854
4   0.09333   -0.19553   52.17867   0.33124   0.09333   -0.19553   0.76391   0.61513   98.57483
5   0.09344   -0.19572   52.17796   0.33064   0.09344   -0.19572   0.76470   0.61425   98.53821
6   0.09371   -0.19575   52.18783   0.33136   0.09371   -0.19575   0.76373   0.61534   98.51379
7   0.09361   -0.19327   52.08825   0.33076   0.09361   -0.19327   0.76513   0.61440   98.55042
8   0.09361   -0.19285   52.05835   0.32951   0.09361   -0.19285   0.76681   0.61241   98.62976
9   0.09376   -0.19184   52.02376   0.32983   0.09376   -0.19184   0.76672   0.61296   98.55347
10   0.09366   -0.19156   52.00606   0.32908   0.09366   -0.19156   0.76763   0.61171   98.68774
11   0.09370   -0.19205   52.00903   0.32777   0.09370   -0.19205   0.76925   0.60970   98.59009
12   0.09369   -0.19080   51.95984   0.32746   0.09369   -0.19080   0.76986   0.60915   98.59009
13   0.09372   -0.19062   51.95899   0.32807   0.09372   -0.19062   0.76922   0.61016   98.62976
14   0.09362   -0.18998   51.92778   0.32736   0.09362   -0.18998   0.77023   0.60900   98.70605
15   0.09359   -0.18986   51.91849   0.32695   0.09359   -0.18986   0.77081   0.60839   98.65723
16   0.09355   -0.18894   51.89401   0.32780   0.09355   -0.18894   0.76992   0.60970   98.59009
17   0.09348   -0.18964   51.91469   0.32730   0.09348   -0.18964   0.77038   0.60891   98.59924
18   0.09333   -0.18870   51.87522   0.32692   0.09333   -0.18870   0.77111   0.60833   98.59619
19   0.09345   -0.18915   51.89888   0.32752   0.09345   -0.18915   0.77023   0.60927   98.73352
20   0.09338   -0.18943   51.91352   0.32795   0.09338   -0.18943   0.76965   0.60997   98.64502
21   0.09341   -0.19025   51.94032   0.32757   0.09341   -0.19025   0.76989   0.60933   98.59619
22   0.09338   -0.19172   51.99246   0.32735   0.09338   -0.19172   0.76980   0.60900   98.66638
23   0.09341   -0.19080   51.97020   0.32846   0.09341   -0.19080   0.76867   0.61077   98.55652
24   0.09342   -0.19297   52.05536   0.32883   0.09342   -0.19297   0.76763   0.61135   98.55652
25   0.09332   -0.19358   52.07948   0.32899   0.09332   -0.19358   0.76733   0.61162   98.55652
26   0.09344   -0.19413   52.10717   0.32959   0.09344   -0.19413   0.76638   0.61254   98.56873
27   0.09353   -0.19437   52.11547   0.32954   0.09353   -0.19437   0.76641   0.61248   98.54126
28   0.09354   -0.19401   52.09990   0.32938   0.09354   -0.19401   0.76672   0.61223   98.51990
29   0.09366   -0.19373   52.09215   0.32958   0.09366   -0.19373   0.76650   0.61254   98.53210
30   0.09380   -0.19422   52.10876   0.32942   0.09380   -0.19422   0.76656   0.61226   98.61145
31   0.09370   -0.19373   52.07808   0.32833   0.09370   -0.19373   0.76809   0.61055   98.58093
32   0.09369   -0.19272   52.04222   0.32842   0.09369   -0.19272   0.76815   0.61064   98.58093
33   0.09374   -0.19242   52.02695   0.32810   0.09374   -0.19242   0.76867   0.61016   98.61145
34   0.09382   -0.19147   51.98710   0.32772   0.09382   -0.19147   0.76943   0.60961   98.54431
35   0.09366   -0.19111   51.96550   0.32700   0.09366   -0.19111   0.77044   0.60848   98.62976
36   0.09364   -0.19047   51.94410   0.32717   0.09364   -0.19047   0.77032   0.60869   98.66943
37   0.09368   -0.19044   51.94806   0.32767   0.09368   -0.19044   0.76974   0.60952   98.59009
38   0.09348   -0.18983   51.92374   0.32751   0.09348   -0.18983   0.77007   0.60924   98.59924
39   0.09341   -0.18934   51.90162   0.32717   0.09341   -0.18934   0.77065   0.60872   98.65417
40   0.09347   -0.19028   51.94165   0.32760   0.09347   -0.19028   0.76986   0.60939   98.49854
41   0.09341   -0.19053   51.94995   0.32754   0.09341   -0.19053   0.76989   0.60930   98.50769
42   0.09341   -0.19083   51.95508   0.32694   0.09341   -0.19083   0.77053   0.60833   98.57788
43   0.09322   -0.19062   51.94945   0.32719   0.09322   -0.19062   0.77032   0.60875   98.60535
44   0.09331   -0.19059   51.95209   0.32753   0.09331   -0.19059   0.76989   0.60930   98.46802
45   0.09333   -0.19129   51.98121   0.32773   0.09333   -0.19129   0.76937   0.60955   98.54736
46   0.09329   -0.19193   52.00128   0.32743   0.09329   -0.19193   0.76965   0.60912   98.61450
47   0.09341   -0.19272   52.03846   0.32815   0.09341   -0.19272   0.76858   0.61028   98.54736
48   0.09339   -0.19312   52.05479   0.32825   0.09339   -0.19312   0.76830   0.61040   98.61755
49   0.09361   -0.19367   52.07648   0.32837   0.09361   -0.19367   0.76803   0.61061   98.60840
50   0.09354   -0.19449   52.10971   0.32861   0.09354   -0.19449   0.76754   0.61101   98.59924
51   0.09369   -0.19581   52.15326   0.32813   0.09369   -0.19581   0.76782   0.61025   98.57178
52   0.09359   -0.19431   52.09544   0.32796   0.09359   -0.19431   0.76843   0.60997   98.53210
53   0.09357   -0.19501   52.12600   0.32829   0.09357   -0.19501   0.76775   0.61046   98.60840
54   0.09373   -0.19410   52.09119   0.32825   0.09373   -0.19410   0.76806   0.61040   98.62061
55   0.09378   -0.19553   52.13711   0.32757   0.09378   -0.19553   0.76855   0.60933   98.56262
56   0.09369   -0.19498   52.11110   0.32711   0.09369   -0.19498   0.76931   0.60863   98.59009
57   0.09363   -0.19407   52.07098   0.32656   0.09363   -0.19407   0.77023   0.60775   98.69690
58   0.09369   -0.19428   52.07845   0.32646   0.09369   -0.19428   0.77023   0.60753   98.57178
59   0.09358   -0.19456   52.08590   0.32627   0.09358   -0.19456   0.77047   0.60729   98.55957
60   0.09340   -0.19388   52.05947   0.32612   0.09340   -0.19388   0.77081   0.60704   98.69385
61   0.09355   -0.19373   52.05039   0.32584   0.09355   -0.19373   0.77123   0.60662   98.60840
62   0.09354   -0.19434   52.07709   0.32622   0.09354   -0.19434   0.77062   0.60723   98.56873
63   0.09345   -0.19465   52.08022   0.32543   0.09345   -0.19465   0.77148   0.60594   98.61755
64   0.09341   -0.19416   52.07391   0.32649   0.09341   -0.19416   0.77026   0.60762   98.65417
65   0.09343   -0.19434   52.07144   0.32565   0.09343   -0.19434   0.77126   0.60628   98.53821
66   0.09334   -0.19492   52.09573   0.32589   0.09334   -0.19492   0.77081   0.60665   98.56567
67   0.09333   -0.19459   52.08697   0.32623   0.09333   -0.19459   0.77047   0.60720   98.59619
68   0.09340   -0.19538   52.11686   0.32628   0.09340   -0.19538   0.77023   0.60729   98.59619
69   0.09350   -0.19568   52.12508   0.32602   0.09350   -0.19568   0.77050   0.60689   98.51990
70   0.09352   -0.19572   52.12724   0.32606   0.09352   -0.19572   0.77038   0.60692   98.64807
71   0.09361   -0.19730   52.18919   0.32637   0.09361   -0.19730   0.76965   0.60744   98.59924
72   0.09366   -0.19636   52.15723   0.32666   0.09366   -0.19636   0.76952   0.60790   98.61145
73   0.09368   -0.19694   52.17831   0.32660   0.09368   -0.19694   0.76943   0.60781   98.56262
74   0.09368   -0.19602   52.14658   0.32683   0.09368   -0.19602   0.76940   0.60817   98.61145
75   0.09376   -0.19630   52.15782   0.32688   0.09376   -0.19630   0.76922   0.60823   98.49548
76   0.09371   -0.19590   52.13851   0.32650   0.09371   -0.19590   0.76983   0.60765   98.56262
77   0.09366   -0.19602   52.14359   0.32657   0.09366   -0.19602   0.76974   0.60778   98.59009
78   0.09368   -0.19547   52.12764   0.32689   0.09368   -0.19547   0.76937   0.60820   98.60229
79   0.09368   -0.19520   52.11425   0.32665   0.09368   -0.19520   0.76980   0.60787   98.47412
80   0.09353   -0.19547   52.12276   0.32651   0.09353   -0.19547   0.76992   0.60765   98.51074
81   0.09342   -0.19584   52.13611   0.32653   0.09342   -0.19584   0.76986   0.60775   98.64502
82   0.09344   -0.19529   52.11447   0.32637   0.09344   -0.19529   0.77013   0.60744   98.52905
83   0.09347   -0.19626   52.14805   0.32609   0.09347   -0.19626   0.77020   0.60695   98.57788
84   0.09333   -0.19568   52.12996   0.32641   0.09333   -0.19568   0.76995   0.60747   98.64502
85   0.09334   -0.19608   52.14301   0.32627   0.09334   -0.19608   0.77004   0.60726   98.64502
86   0.09344   -0.19672   52.16839   0.32644   0.09344   -0.19672   0.76971   0.60756   98.51990
87   0.09330   -0.19626   52.15267   0.32650   0.09330   -0.19626   0.76968   0.60759   98.57483
88   0.09335   -0.19752   52.19857   0.32645   0.09335   -0.19752   0.76943   0.60753   98.63586
89   0.09334   -0.19593   52.13226   0.32581   0.09334   -0.19593   0.77065   0.60652   98.55652
90   0.09344   -0.19834   52.22405   0.32598   0.09344   -0.19834   0.76980   0.60677   98.52905
91   0.09355   -0.19773   52.20083   0.32598   0.09355   -0.19773   0.77001   0.60683   98.51990
92   0.09366   -0.19782   52.20622   0.32613   0.09366   -0.19782   0.76977   0.60704   98.57178
93   0.09366   -0.19794   52.20911   0.32599   0.09366   -0.19794   0.76992   0.60683   98.52295
94   0.09366   -0.19776   52.19944   0.32577   0.09366   -0.19776   0.77029   0.60649   98.56262
95   0.09368   -0.19761   52.19876   0.32621   0.09368   -0.19761   0.76977   0.60720   98.65112
96   0.09374   -0.19739   52.19048   0.32615   0.09374   -0.19739   0.76986   0.60707   98.55347
97   0.09370   -0.19739   52.18939   0.32610   0.09370   -0.19739   0.76998   0.60704   98.52295
98   0.09366   -0.19752   52.19310   0.32600   0.09366   -0.19752   0.77004   0.60686   98.62976
