second,Volt,Volt
-100.0000E-03,+3.4323125E+00,+121.0719E-03
-99.8000E-03,+3.4147344E+00,+135.5250E-03
-99.6000E-03,+3.3971562E+00,+149.1969E-03
-99.4000E-03,+3.3776250E+00,+162.0875E-03
-99.2000E-03,+3.3580937E+00,+174.1969E-03
-99.0000E-03,+3.3346562E+00,+186.6969E-03
-98.8000E-03,+3.3112187E+00,+197.2438E-03
-98.6000E-03,+3.2838750E+00,+208.9625E-03
-98.4000E-03,+3.2604375E+00,+219.9000E-03
-98.2000E-03,+3.2350469E+00,+231.6188E-03
-98.0000E-03,+3.2096562E+00,+242.5563E-03
-97.8000E-03,+3.1823125E+00,+253.4938E-03
-97.6000E-03,+3.1549687E+00,+264.0406E-03
-97.4000E-03,+3.1237187E+00,+275.3688E-03
-97.2000E-03,+3.0963750E+00,+285.5250E-03
-97.0000E-03,+3.0670781E+00,+294.9000E-03
-96.8000E-03,+3.0397344E+00,+304.6656E-03
-96.6000E-03,+3.0104375E+00,+313.6500E-03
-96.4000E-03,+2.9791875E+00,+322.2438E-03
-96.2000E-03,+2.9479375E+00,+330.8375E-03
-96.0000E-03,+2.9127812E+00,+338.2594E-03
-95.8000E-03,+2.8795781E+00,+345.2906E-03
-95.6000E-03,+2.8463750E+00,+351.9313E-03
-95.4000E-03,+2.8112187E+00,+358.5719E-03
-95.2000E-03,+2.7760625E+00,+365.2125E-03
-95.0000E-03,+2.7350469E+00,+370.6813E-03
-94.8000E-03,+2.6979375E+00,+376.1500E-03
-94.6000E-03,+2.6608281E+00,+381.2281E-03
-94.4000E-03,+2.6237187E+00,+385.5250E-03
-94.2000E-03,+2.5866094E+00,+389.8219E-03
-94.0000E-03,+2.5495000E+00,+392.9469E-03
-93.8000E-03,+2.5123906E+00,+395.6813E-03
-93.6000E-03,+2.4752812E+00,+397.6344E-03
-93.4000E-03,+2.4401250E+00,+398.8063E-03
-93.2000E-03,+2.4049687E+00,+400.7594E-03
-93.0000E-03,+2.3698125E+00,+400.7594E-03
-92.8000E-03,+2.3307500E+00,+398.0250E-03
-92.6000E-03,+2.2936406E+00,+396.8531E-03
-92.4000E-03,+2.2545781E+00,+395.6813E-03
-92.2000E-03,+2.2194219E+00,+394.9000E-03
-92.0000E-03,+2.1823125E+00,+393.3375E-03
-91.8000E-03,+2.1452031E+00,+391.7750E-03
-91.6000E-03,+2.1080937E+00,+389.0406E-03
-91.4000E-03,+2.0729375E+00,+386.3063E-03
-91.2000E-03,+2.0377812E+00,+382.7906E-03
-91.0000E-03,+2.0045781E+00,+378.8844E-03
-90.8000E-03,+1.9694219E+00,+373.8063E-03
-90.6000E-03,+1.9381719E+00,+367.9469E-03
-90.4000E-03,+1.9069219E+00,+361.6969E-03
-90.2000E-03,+1.8756719E+00,+355.4469E-03
-90.0000E-03,+1.8463750E+00,+348.4156E-03
-89.8000E-03,+1.8170781E+00,+341.7750E-03
-89.6000E-03,+1.7877812E+00,+334.3531E-03
-89.4000E-03,+1.7584844E+00,+327.3219E-03
-89.2000E-03,+1.7311406E+00,+319.9000E-03
-89.0000E-03,+1.7057500E+00,+312.4781E-03
-88.8000E-03,+1.6803594E+00,+304.6656E-03
-88.6000E-03,+1.6588750E+00,+295.2906E-03
-88.4000E-03,+1.6373906E+00,+286.3063E-03
-88.2000E-03,+1.6159062E+00,+275.3688E-03
-88.0000E-03,+1.5944219E+00,+264.8219E-03
-87.8000E-03,+1.5729375E+00,+253.8844E-03
-87.6000E-03,+1.5573125E+00,+242.1656E-03
-87.4000E-03,+1.5397344E+00,+230.0563E-03
-87.2000E-03,+1.5241094E+00,+217.5563E-03
-87.0000E-03,+1.5104375E+00,+205.8375E-03
-86.8000E-03,+1.4967656E+00,+194.5094E-03
-86.6000E-03,+1.4830937E+00,+182.4000E-03
-86.4000E-03,+1.4733281E+00,+169.1188E-03
-86.2000E-03,+1.4635625E+00,+157.0094E-03
-86.0000E-03,+1.4557500E+00,+143.3375E-03
-85.8000E-03,+1.4498906E+00,+130.4469E-03
-85.6000E-03,+1.4440312E+00,+115.6031E-03
-85.4000E-03,+1.4401250E+00,+101.9313E-03
-85.2000E-03,+1.4362187E+00,+87.8688E-03
-85.0000E-03,+1.4342656E+00,+75.3688E-03
-84.8000E-03,+1.4323125E+00,+62.0875E-03
-84.6000E-03,+1.4342656E+00,+49.1969E-03
-84.4000E-03,+1.4362187E+00,+34.7438E-03
-84.2000E-03,+1.4381719E+00,+21.8531E-03
-84.0000E-03,+1.4440312E+00,+8.5719E-03
-83.8000E-03,+1.4498906E+00,-4.7094E-03
-83.6000E-03,+1.4537969E+00,-18.3812E-03
-83.4000E-03,+1.4616094E+00,-31.6625E-03
-83.2000E-03,+1.4694219E+00,-44.1625E-03
-83.0000E-03,+1.4811406E+00,-58.6156E-03
-82.8000E-03,+1.4928594E+00,-71.1156E-03
-82.6000E-03,+1.5065312E+00,-85.5688E-03
-82.4000E-03,+1.5182500E+00,-100.0219E-03
-82.2000E-03,+1.5338750E+00,-114.8656E-03
-82.0000E-03,+1.5495000E+00,-128.5375E-03
-81.8000E-03,+1.5670781E+00,-142.2094E-03
-81.6000E-03,+1.5846562E+00,-155.1000E-03
-81.4000E-03,+1.6080937E+00,-167.6000E-03
-81.2000E-03,+1.6276250E+00,-180.4906E-03
-81.0000E-03,+1.6491094E+00,-192.6000E-03
-80.8000E-03,+1.6705937E+00,-204.7094E-03
-80.6000E-03,+1.6940312E+00,-216.4281E-03
-80.4000E-03,+1.7194219E+00,-227.3656E-03
-80.2000E-03,+1.7467656E+00,-239.4750E-03
-80.0000E-03,+1.7760625E+00,-250.8031E-03
-79.8000E-03,+1.8053594E+00,-262.1313E-03
-79.6000E-03,+1.8346562E+00,-272.6781E-03
-79.4000E-03,+1.8639531E+00,-283.2250E-03
-79.2000E-03,+1.8952031E+00,-293.3813E-03
-79.0000E-03,+1.9264531E+00,-303.1469E-03
-78.8000E-03,+1.9596562E+00,-312.1313E-03
-78.6000E-03,+1.9909062E+00,-319.5531E-03
-78.4000E-03,+2.0260625E+00,-326.9750E-03
-78.2000E-03,+2.0612187E+00,-334.3969E-03
-78.0000E-03,+2.0944219E+00,-341.8188E-03
-77.8000E-03,+2.1315312E+00,-348.8500E-03
-77.6000E-03,+2.1686406E+00,-355.1000E-03
-77.4000E-03,+2.2057500E+00,-361.3500E-03
-77.2000E-03,+2.2389531E+00,-366.8188E-03
-77.0000E-03,+2.2780156E+00,-372.2875E-03
-76.8000E-03,+2.3151250E+00,-377.3656E-03
-76.6000E-03,+2.3541875E+00,-381.2719E-03
-76.4000E-03,+2.3912969E+00,-385.5688E-03
-76.2000E-03,+2.4264531E+00,-389.0844E-03
-76.0000E-03,+2.4616094E+00,-391.8188E-03
-75.8000E-03,+2.4967656E+00,-394.5531E-03
-75.6000E-03,+2.5319219E+00,-396.1156E-03
-75.4000E-03,+2.5709844E+00,-396.8969E-03
-75.2000E-03,+2.6080937E+00,-398.0688E-03
-75.0000E-03,+2.6452031E+00,-398.0688E-03
-74.8000E-03,+2.6823125E+00,-396.1156E-03
-74.6000E-03,+2.7213750E+00,-396.1156E-03
-74.4000E-03,+2.7584844E+00,-394.1625E-03
-74.2000E-03,+2.7955937E+00,-392.6000E-03
-74.0000E-03,+2.8307500E+00,-390.2563E-03
-73.8000E-03,+2.8659062E+00,-387.9125E-03
-73.6000E-03,+2.9010625E+00,-384.7875E-03
-73.4000E-03,+2.9342656E+00,-381.6625E-03
-73.2000E-03,+2.9655156E+00,-376.9750E-03
-73.0000E-03,+2.9967656E+00,-373.0688E-03
-72.8000E-03,+3.0260625E+00,-367.6000E-03
-72.6000E-03,+3.0553594E+00,-362.5219E-03
-72.4000E-03,+3.0846562E+00,-355.8813E-03
-72.2000E-03,+3.1120000E+00,-348.8500E-03
-72.0000E-03,+3.1432500E+00,-341.4281E-03
-71.8000E-03,+3.1725469E+00,-333.6156E-03
-71.6000E-03,+3.1979375E+00,-326.1938E-03
-71.4000E-03,+3.2272344E+00,-317.6000E-03
-71.2000E-03,+3.2506719E+00,-310.1781E-03
-71.0000E-03,+3.2741094E+00,-300.4125E-03
-70.8000E-03,+3.2995000E+00,-291.4281E-03
-70.6000E-03,+3.3248906E+00,-281.2719E-03
-70.4000E-03,+3.3463750E+00,-271.8969E-03
-70.2000E-03,+3.3698125E+00,-260.5688E-03
-70.0000E-03,+3.3893437E+00,-250.0219E-03
-69.8000E-03,+3.4069219E+00,-239.0844E-03
-69.6000E-03,+3.4245000E+00,-228.5375E-03
-69.4000E-03,+3.4420781E+00,-217.9906E-03
-69.2000E-03,+3.4577031E+00,-207.4438E-03
-69.0000E-03,+3.4713750E+00,-196.1156E-03
