second,Volt,Volt
-100.0000E-03,+1.3646250E+00,-147.2875E-03
-99.8000E-03,+1.4075937E+00,-142.6000E-03
-99.6000E-03,+1.4466562E+00,-138.6938E-03
-99.4000E-03,+1.4896250E+00,-135.1781E-03
-99.2000E-03,+1.5325937E+00,-132.0531E-03
-99.0000E-03,+1.5716562E+00,-128.9281E-03
-98.8000E-03,+1.6185312E+00,-125.8031E-03
-98.6000E-03,+1.6615000E+00,-122.2875E-03
-98.4000E-03,+1.7083750E+00,-118.3813E-03
-98.2000E-03,+1.7552500E+00,-114.0844E-03
-98.0000E-03,+1.8021250E+00,-109.3969E-03
-97.8000E-03,+1.8450937E+00,-104.3188E-03
-97.6000E-03,+1.8958750E+00,-98.8500E-03
-97.4000E-03,+1.9388437E+00,-94.9438E-03
-97.2000E-03,+1.9857187E+00,-91.0375E-03
-97.0000E-03,+2.0325937E+00,-87.9125E-03
-96.8000E-03,+2.0794687E+00,-84.7875E-03
-96.6000E-03,+2.1263437E+00,-81.6625E-03
-96.4000E-03,+2.1771250E+00,-78.9281E-03
-96.2000E-03,+2.2279062E+00,-76.5844E-03
-96.0000E-03,+2.2786875E+00,-73.8500E-03
-95.8000E-03,+2.3255625E+00,-71.5063E-03
-95.6000E-03,+2.3763437E+00,-69.1625E-03
-95.4000E-03,+2.4232187E+00,-67.6000E-03
-95.2000E-03,+2.4740000E+00,-66.0375E-03
-95.0000E-03,+2.5247812E+00,-64.4750E-03
-94.8000E-03,+2.5794687E+00,-63.6938E-03
-94.6000E-03,+2.6302500E+00,-62.9125E-03
-94.4000E-03,+2.6810312E+00,-62.9125E-03
-94.2000E-03,+2.7357187E+00,-63.6938E-03
-94.0000E-03,+2.7825937E+00,-65.2563E-03
-93.8000E-03,+2.8333750E+00,-67.2094E-03
-93.6000E-03,+2.8880625E+00,-68.7719E-03
-93.4000E-03,+2.9349375E+00,-70.3344E-03
-93.2000E-03,+2.9857187E+00,-71.5063E-03
-93.0000E-03,+3.0404062E+00,-72.2875E-03
-92.8000E-03,+3.0911875E+00,-73.0688E-03
-92.6000E-03,+3.1419687E+00,-73.4594E-03
-92.4000E-03,+3.2005625E+00,-73.4594E-03
-92.2000E-03,+3.2513437E+00,-73.4594E-03
-92.0000E-03,+3.3021250E+00,-73.4594E-03
-91.8000E-03,+3.3529062E+00,-73.8500E-03
-91.6000E-03,+3.4075937E+00,-73.8500E-03
-91.4000E-03,+3.4622812E+00,-74.2406E-03
-91.2000E-03,+3.5169687E+00,-74.6313E-03
-91.0000E-03,+3.5755625E+00,-75.4125E-03
-90.8000E-03,+3.6341562E+00,-76.1938E-03
-90.6000E-03,+3.6888437E+00,-77.3656E-03
-90.4000E-03,+3.7435312E+00,-78.1469E-03
-90.2000E-03,+3.7982187E+00,-78.9281E-03
-90.0000E-03,+3.8529062E+00,-79.3188E-03
-89.8000E-03,+3.9075937E+00,-79.7094E-03
-89.6000E-03,+3.9622812E+00,-80.4906E-03
-89.4000E-03,+4.0208750E+00,-82.0531E-03
-89.2000E-03,+4.0755625E+00,-84.0063E-03
-89.0000E-03,+4.1341562E+00,-86.3500E-03
-88.8000E-03,+4.1849375E+00,-89.4750E-03
-88.6000E-03,+4.2474375E+00,-92.6000E-03
-88.4000E-03,+4.3021250E+00,-96.1156E-03
-88.2000E-03,+4.3607187E+00,-99.6313E-03
-88.0000E-03,+4.4154062E+00,-103.5375E-03
-87.8000E-03,+4.4661875E+00,-106.2719E-03
-87.6000E-03,+4.5208750E+00,-109.0063E-03
-87.4000E-03,+4.5794687E+00,-111.3500E-03
-87.2000E-03,+4.6341562E+00,-112.9125E-03
-87.0000E-03,+4.6927500E+00,-114.4750E-03
-86.8000E-03,+4.7513437E+00,-114.8656E-03
-86.6000E-03,+4.8021250E+00,-114.8656E-03
-86.4000E-03,+4.8529062E+00,-114.8656E-03
-86.2000E-03,+4.9075937E+00,-114.8656E-03
-86.0000E-03,+4.9583750E+00,-114.4750E-03
-85.8000E-03,+5.0091562E+00,-114.0844E-03
-85.6000E-03,+5.0599375E+00,-113.3031E-03
-85.4000E-03,+5.1146250E+00,-112.1313E-03
-85.2000E-03,+5.1693125E+00,-110.1781E-03
-85.0000E-03,+5.2200937E+00,-108.2250E-03
-84.8000E-03,+5.2747812E+00,-105.4906E-03
-84.6000E-03,+5.3255625E+00,-102.3656E-03
-84.4000E-03,+5.3802500E+00,-98.8500E-03
-84.2000E-03,+5.4310312E+00,-96.1156E-03
-84.0000E-03,+5.4857187E+00,-92.9906E-03
-83.8000E-03,+5.5404062E+00,-90.2563E-03
-83.6000E-03,+5.5950937E+00,-87.5219E-03
-83.4000E-03,+5.6380625E+00,-84.7875E-03
-83.2000E-03,+5.6888437E+00,-82.4438E-03
-83.0000E-03,+5.7396250E+00,-80.4906E-03
-82.8000E-03,+5.7865000E+00,-78.9281E-03
-82.6000E-03,+5.8372812E+00,-77.7563E-03
-82.4000E-03,+5.8880625E+00,-76.1938E-03
-82.2000E-03,+5.9310312E+00,-73.8500E-03
-82.0000E-03,+5.9740000E+00,-71.1156E-03
-81.8000E-03,+6.0208750E+00,-67.9906E-03
