second,Volt,Volt
-100.0000E-03,+1.0286875E+00,-5.1000E-03
-99.8000E-03,+993.5312E-03,-7.4437E-03
-99.6000E-03,+954.4687E-03,-9.7875E-03
-99.4000E-03,+919.3125E-03,-12.5219E-03
-99.2000E-03,+876.3437E-03,-16.0375E-03
-99.0000E-03,+841.1875E-03,-19.5531E-03
-98.8000E-03,+806.0312E-03,-23.0687E-03
-98.6000E-03,+778.6875E-03,-26.5844E-03
-98.4000E-03,+743.5312E-03,-30.1000E-03
-98.2000E-03,+704.4687E-03,-34.0063E-03
-98.0000E-03,+669.3125E-03,-37.9125E-03
-97.8000E-03,+638.0625E-03,-42.6000E-03
-97.6000E-03,+606.8125E-03,-47.2875E-03
-97.4000E-03,+579.4687E-03,-51.9750E-03
-97.2000E-03,+552.1250E-03,-57.8344E-03
-97.0000E-03,+520.8750E-03,-62.1313E-03
-96.8000E-03,+493.5312E-03,-65.6469E-03
-96.6000E-03,+470.0937E-03,-69.5531E-03
-96.4000E-03,+442.7500E-03,-73.8500E-03
-96.2000E-03,+415.4062E-03,-79.3188E-03
-96.0000E-03,+388.0625E-03,-85.1781E-03
-95.8000E-03,+364.6250E-03,-90.6469E-03
-95.6000E-03,+345.0937E-03,-97.2875E-03
-95.4000E-03,+325.5625E-03,-103.1469E-03
-95.2000E-03,+302.1250E-03,-109.0063E-03
-95.0000E-03,+282.5937E-03,-115.6469E-03
-94.8000E-03,+263.0625E-03,-122.2875E-03
-94.6000E-03,+243.5312E-03,-129.7094E-03
-94.4000E-03,+227.9062E-03,-137.1313E-03
-94.2000E-03,+212.2812E-03,-144.9438E-03
-94.0000E-03,+196.6562E-03,-153.1469E-03
-93.8000E-03,+181.0312E-03,-160.9594E-03
-93.6000E-03,+169.3125E-03,-167.9906E-03
-93.4000E-03,+157.5937E-03,-175.8031E-03
-93.2000E-03,+145.8750E-03,-183.2250E-03
-93.0000E-03,+134.1562E-03,-192.2094E-03
-92.8000E-03,+122.4375E-03,-201.5844E-03
-92.6000E-03,+114.6250E-03,-209.7875E-03
-92.4000E-03,+106.8125E-03,-218.7719E-03
-92.2000E-03,+99.0000E-03,-226.5844E-03
-92.0000E-03,+95.0937E-03,-233.6156E-03
-91.8000E-03,+91.1875E-03,-240.2563E-03
-91.6000E-03,+87.2812E-03,-248.4594E-03
-91.4000E-03,+83.3750E-03,-255.8813E-03
-91.2000E-03,+79.4687E-03,-264.4750E-03
-91.0000E-03,+79.4687E-03,-271.8969E-03
-90.8000E-03,+79.4687E-03,-280.1000E-03
-90.6000E-03,+79.4687E-03,-287.5219E-03
-90.4000E-03,+83.3750E-03,-294.5531E-03
-90.2000E-03,+87.2812E-03,-300.8031E-03
-90.0000E-03,+91.1875E-03,-307.4438E-03
-89.8000E-03,+95.0937E-03,-314.0844E-03
-89.6000E-03,+99.0000E-03,-320.7250E-03
-89.4000E-03,+106.8125E-03,-327.3656E-03
-89.2000E-03,+110.7187E-03,-333.6156E-03
-89.0000E-03,+122.4375E-03,-339.0844E-03
-88.8000E-03,+130.2500E-03,-344.1625E-03
-88.6000E-03,+138.0625E-03,-348.8500E-03
-88.4000E-03,+149.7812E-03,-353.1469E-03
-88.2000E-03,+161.5000E-03,-358.2250E-03
-88.0000E-03,+177.1250E-03,-362.5219E-03
-87.8000E-03,+188.8437E-03,-367.2094E-03
-87.6000E-03,+204.4687E-03,-371.1156E-03
-87.4000E-03,+220.0937E-03,-374.2406E-03
-87.2000E-03,+235.7187E-03,-376.9750E-03
-87.0000E-03,+255.2500E-03,-378.9281E-03
-86.8000E-03,+274.7812E-03,-381.2719E-03
-86.6000E-03,+290.4062E-03,-382.8344E-03
-86.4000E-03,+313.8437E-03,-384.7875E-03
-86.2000E-03,+333.3750E-03,-386.7406E-03
-86.0000E-03,+352.9062E-03,-388.3031E-03
-85.8000E-03,+376.3437E-03,-388.6938E-03
-85.6000E-03,+399.7812E-03,-388.6938E-03
-85.4000E-03,+427.1250E-03,-388.6938E-03
-85.2000E-03,+454.4687E-03,-388.3031E-03
-85.0000E-03,+481.8125E-03,-388.6938E-03
-84.8000E-03,+505.2500E-03,-389.4750E-03
-84.6000E-03,+536.5000E-03,-389.8656E-03
-84.4000E-03,+563.8437E-03,-390.6469E-03
-84.2000E-03,+591.1875E-03,-390.2563E-03
-84.0000E-03,+622.4375E-03,-389.8656E-03
-83.8000E-03,+653.6875E-03,-387.9125E-03
-83.6000E-03,+688.8437E-03,-387.1313E-03
-83.4000E-03,+724.0000E-03,-385.9594E-03
-83.2000E-03,+759.1562E-03,-385.1781E-03
-83.0000E-03,+790.4062E-03,-383.6156E-03
-82.8000E-03,+821.6562E-03,-383.2250E-03
-82.6000E-03,+856.8125E-03,-381.2719E-03
-82.4000E-03,+895.8750E-03,-378.5375E-03
-82.2000E-03,+934.9375E-03,-375.4125E-03
-82.0000E-03,+974.0000E-03,-372.6781E-03
-81.8000E-03,+1.0091562E+00,-369.5531E-03
-81.6000E-03,+1.0443125E+00,-366.8188E-03
-81.4000E-03,+1.0794687E+00,-363.6938E-03
-81.2000E-03,+1.1185312E+00,-360.1781E-03
-81.0000E-03,+1.1575937E+00,-355.8813E-03
-80.8000E-03,+1.1966562E+00,-351.1938E-03
-80.6000E-03,+1.2357187E+00,-346.1156E-03
