second,Volt,Volt
-100.0000E-03,+1.3014531E+00,+37.8688E-03
-99.8000E-03,+1.2916875E+00,+26.9313E-03
-99.6000E-03,+1.2819219E+00,+15.9938E-03
-99.4000E-03,+1.2741094E+00,+5.0563E-03
-99.2000E-03,+1.2643437E+00,-6.6625E-03
-99.0000E-03,+1.2584844E+00,-17.9906E-03
-98.8000E-03,+1.2526250E+00,-28.5375E-03
-98.6000E-03,+1.2487187E+00,-38.6938E-03
-98.4000E-03,+1.2467656E+00,-49.6313E-03
-98.2000E-03,+1.2448125E+00,-61.3500E-03
-98.0000E-03,+1.2428594E+00,-71.5063E-03
-97.8000E-03,+1.2448125E+00,-82.8344E-03
-97.6000E-03,+1.2467656E+00,-94.1625E-03
-97.4000E-03,+1.2487187E+00,-105.4906E-03
-97.2000E-03,+1.2526250E+00,-116.4281E-03
-97.0000E-03,+1.2584844E+00,-127.3656E-03
-96.8000E-03,+1.2643437E+00,-137.9125E-03
-96.6000E-03,+1.2741094E+00,-148.8500E-03
-96.4000E-03,+1.2819219E+00,-159.0063E-03
-96.2000E-03,+1.2916875E+00,-169.9438E-03
-96.0000E-03,+1.3014531E+00,-180.4906E-03
-95.8000E-03,+1.3131719E+00,-189.8656E-03
-95.6000E-03,+1.3268437E+00,-200.4125E-03
-95.4000E-03,+1.3405156E+00,-210.1781E-03
-95.2000E-03,+1.3561406E+00,-219.1625E-03
-95.0000E-03,+1.3698125E+00,-228.1469E-03
-94.8000E-03,+1.3873906E+00,-237.5219E-03
-94.6000E-03,+1.4049687E+00,-246.8969E-03
-94.4000E-03,+1.4225469E+00,-256.2719E-03
-94.2000E-03,+1.4440312E+00,-265.2563E-03
-94.0000E-03,+1.4635625E+00,-274.2406E-03
-93.8000E-03,+1.4830937E+00,-282.8344E-03
-93.6000E-03,+1.5065312E+00,-291.4281E-03
-93.4000E-03,+1.5299687E+00,-299.2406E-03
-93.2000E-03,+1.5534062E+00,-307.4438E-03
-93.0000E-03,+1.5768437E+00,-314.8656E-03
-92.8000E-03,+1.6041875E+00,-321.8969E-03
-92.6000E-03,+1.6295781E+00,-329.3188E-03
-92.4000E-03,+1.6569219E+00,-335.9594E-03
-92.2000E-03,+1.6823125E+00,-342.9906E-03
-92.0000E-03,+1.7135625E+00,-349.2406E-03
-91.8000E-03,+1.7428594E+00,-355.4906E-03
-91.6000E-03,+1.7760625E+00,-361.3500E-03
-91.4000E-03,+1.8092656E+00,-366.8188E-03
-91.2000E-03,+1.8385625E+00,-371.5063E-03
-91.0000E-03,+1.8717656E+00,-375.8031E-03
-90.8000E-03,+1.9069219E+00,-380.1000E-03
-90.6000E-03,+1.9401250E+00,-384.0063E-03
-90.4000E-03,+1.9752812E+00,-387.5219E-03
-90.2000E-03,+2.0104375E+00,-390.6469E-03
