second,Volt,Volt
-100.0000E-03,+3.2409062E+00,-315.6469E-03
-99.8000E-03,+3.2623906E+00,-306.6625E-03
-99.6000E-03,+3.2838750E+00,-296.8969E-03
-99.4000E-03,+3.3034062E+00,-286.3500E-03
-99.2000E-03,+3.3229375E+00,-276.1938E-03
-99.0000E-03,+3.3424687E+00,-265.2563E-03
-98.8000E-03,+3.3580937E+00,-253.5375E-03
-98.6000E-03,+3.3737187E+00,-241.4281E-03
-98.4000E-03,+3.3873906E+00,-230.1000E-03
-98.2000E-03,+3.3971562E+00,-217.9906E-03
-98.0000E-03,+3.4069219E+00,-206.2719E-03
-97.8000E-03,+3.4166875E+00,-192.9906E-03
-97.6000E-03,+3.4245000E+00,-179.7094E-03
-97.4000E-03,+3.4303594E+00,-167.2094E-03
-97.2000E-03,+3.4362187E+00,-152.7563E-03
-97.0000E-03,+3.4381719E+00,-139.0844E-03
-96.8000E-03,+3.4401250E+00,-125.0219E-03
-96.6000E-03,+3.4420781E+00,-110.9594E-03
-96.4000E-03,+3.4401250E+00,-95.7250E-03
-96.2000E-03,+3.4381719E+00,-80.4906E-03
-96.0000E-03,+3.4342656E+00,-66.8188E-03
-95.8000E-03,+3.4303594E+00,-51.5844E-03
-95.6000E-03,+3.4225469E+00,-37.1313E-03
-95.4000E-03,+3.4147344E+00,-23.8500E-03
-95.2000E-03,+3.4069219E+00,-7.4437E-03
-95.0000E-03,+3.3971562E+00,+7.4000E-03
-94.8000E-03,+3.3854375E+00,+21.8531E-03
-94.6000E-03,+3.3717656E+00,+36.3063E-03
-94.4000E-03,+3.3561406E+00,+50.7594E-03
-94.2000E-03,+3.3405156E+00,+65.2125E-03
-94.0000E-03,+3.3229375E+00,+78.8844E-03
-93.8000E-03,+3.3034062E+00,+92.1656E-03
-93.6000E-03,+3.2819219E+00,+107.0094E-03
-93.4000E-03,+3.2604375E+00,+121.4625E-03
-93.2000E-03,+3.2389531E+00,+136.3063E-03
-93.0000E-03,+3.2155156E+00,+149.9781E-03
-92.8000E-03,+3.1920781E+00,+164.4313E-03
-92.6000E-03,+3.1666875E+00,+177.7125E-03
-92.4000E-03,+3.1393437E+00,+190.9938E-03
-92.2000E-03,+3.1120000E+00,+203.8844E-03
-92.0000E-03,+3.0866094E+00,+215.9938E-03
-91.8000E-03,+3.0573125E+00,+229.2750E-03
-91.6000E-03,+3.0299687E+00,+240.9938E-03
-91.4000E-03,+3.0026250E+00,+253.4938E-03
-91.2000E-03,+2.9733281E+00,+265.2125E-03
-91.0000E-03,+2.9420781E+00,+276.1500E-03
-90.8000E-03,+2.9088750E+00,+287.8688E-03
-90.6000E-03,+2.8737187E+00,+298.0250E-03
-90.4000E-03,+2.8385625E+00,+308.5719E-03
-90.2000E-03,+2.8053594E+00,+317.9469E-03
-90.0000E-03,+2.7702031E+00,+327.3219E-03
-89.8000E-03,+2.7311406E+00,+336.3063E-03
-89.6000E-03,+2.6920781E+00,+344.5094E-03
-89.4000E-03,+2.6549687E+00,+352.7125E-03
-89.2000E-03,+2.6159062E+00,+359.7438E-03
-89.0000E-03,+2.5787969E+00,+366.7750E-03
-88.8000E-03,+2.5397344E+00,+373.0250E-03
-88.6000E-03,+2.5026250E+00,+378.4938E-03
-88.4000E-03,+2.4674687E+00,+383.9625E-03
-88.2000E-03,+2.4323125E+00,+388.2594E-03
-88.0000E-03,+2.3952031E+00,+392.1656E-03
-87.8000E-03,+2.3580937E+00,+394.9000E-03
-87.6000E-03,+2.3170781E+00,+397.6344E-03
-87.4000E-03,+2.2780156E+00,+400.3688E-03
-87.2000E-03,+2.2389531E+00,+401.5406E-03
-87.0000E-03,+2.2037969E+00,+403.1031E-03
-86.8000E-03,+2.1666875E+00,+403.4938E-03
-86.6000E-03,+2.1276250E+00,+403.4938E-03
-86.4000E-03,+2.0885625E+00,+403.1031E-03
-86.2000E-03,+2.0553594E+00,+401.5406E-03
-86.0000E-03,+2.0202031E+00,+400.3688E-03
