second,Volt,Volt
-100.0000E-03,+1.5436406E+00,-357.0531E-03
-99.8000E-03,+1.5709844E+00,-361.3500E-03
-99.6000E-03,+1.6022344E+00,-365.2563E-03
-99.4000E-03,+1.6315312E+00,-368.3813E-03
-99.2000E-03,+1.6627812E+00,-371.5063E-03
-99.0000E-03,+1.6940312E+00,-374.6313E-03
-98.8000E-03,+1.7252812E+00,-377.3656E-03
-98.6000E-03,+1.7604375E+00,-379.7094E-03
-98.4000E-03,+1.7955937E+00,-382.0531E-03
-98.2000E-03,+1.8287969E+00,-384.3969E-03
-98.0000E-03,+1.8639531E+00,-386.3500E-03
-97.8000E-03,+1.9010625E+00,-387.5219E-03
-97.6000E-03,+1.9381719E+00,-388.6938E-03
-97.4000E-03,+1.9752812E+00,-390.2563E-03
-97.2000E-03,+2.0123906E+00,-391.0375E-03
-97.0000E-03,+2.0514531E+00,-391.4281E-03
-96.8000E-03,+2.0885625E+00,-391.4281E-03
-96.6000E-03,+2.1295781E+00,-391.0375E-03
-96.4000E-03,+2.1686406E+00,-390.6469E-03
-96.2000E-03,+2.2077031E+00,-389.8656E-03
-96.0000E-03,+2.2467656E+00,-388.6938E-03
-95.8000E-03,+2.2877812E+00,-387.1313E-03
-95.6000E-03,+2.3287969E+00,-385.5688E-03
-95.4000E-03,+2.3698125E+00,-383.6156E-03
-95.2000E-03,+2.4088750E+00,-381.6625E-03
-95.0000E-03,+2.4459844E+00,-379.3188E-03
-94.8000E-03,+2.4850469E+00,-376.5844E-03
-94.6000E-03,+2.5241094E+00,-374.2406E-03
-94.4000E-03,+2.5651250E+00,-370.7250E-03
-94.2000E-03,+2.6061406E+00,-367.2094E-03
-94.0000E-03,+2.6452031E+00,-363.3031E-03
-93.8000E-03,+2.6862187E+00,-359.7875E-03
-93.6000E-03,+2.7272344E+00,-354.7094E-03
-93.4000E-03,+2.7702031E+00,-350.4125E-03
-93.2000E-03,+2.8092656E+00,-345.3344E-03
-93.0000E-03,+2.8483281E+00,-340.2563E-03
-92.8000E-03,+2.8854375E+00,-334.7875E-03
-92.6000E-03,+2.9245000E+00,-330.1000E-03
-92.4000E-03,+2.9616094E+00,-323.8500E-03
-92.2000E-03,+2.9967656E+00,-318.3813E-03
-92.0000E-03,+3.0319219E+00,-312.1313E-03
-91.8000E-03,+3.0670781E+00,-305.4906E-03
-91.6000E-03,+3.1041875E+00,-299.6313E-03
-91.4000E-03,+3.1412969E+00,-292.2094E-03
-91.2000E-03,+3.1784062E+00,-285.1781E-03
-91.0000E-03,+3.2135625E+00,-277.3656E-03
-90.8000E-03,+3.2467656E+00,-270.7250E-03
-90.6000E-03,+3.2819219E+00,-262.1313E-03
-90.4000E-03,+3.3170781E+00,-254.7094E-03
