second,Volt,Volt
-100.0000E-03,+1.7330937E+00,+282.4000E-03
-99.8000E-03,+1.7057500E+00,+272.2438E-03
-99.6000E-03,+1.6784062E+00,+262.4781E-03
-99.4000E-03,+1.6530156E+00,+252.7125E-03
-99.2000E-03,+1.6276250E+00,+242.5563E-03
-99.0000E-03,+1.6041875E+00,+232.0094E-03
-98.8000E-03,+1.5787969E+00,+220.6813E-03
-98.6000E-03,+1.5553594E+00,+210.1344E-03
-98.4000E-03,+1.5319219E+00,+199.5875E-03
-98.2000E-03,+1.5143437E+00,+189.0406E-03
-98.0000E-03,+1.4928594E+00,+178.1031E-03
-97.8000E-03,+1.4733281E+00,+166.3844E-03
-97.6000E-03,+1.4577031E+00,+155.0563E-03
-97.4000E-03,+1.4401250E+00,+143.3375E-03
-97.2000E-03,+1.4225469E+00,+131.2281E-03
-97.0000E-03,+1.4069219E+00,+118.7281E-03
-96.8000E-03,+1.3932500E+00,+107.0094E-03
-96.6000E-03,+1.3815312E+00,+95.2906E-03
-96.4000E-03,+1.3698125E+00,+83.9625E-03
-96.2000E-03,+1.3580937E+00,+73.4156E-03
-96.0000E-03,+1.3483281E+00,+61.6969E-03
-95.8000E-03,+1.3385625E+00,+50.3688E-03
-95.6000E-03,+1.3307500E+00,+38.2594E-03
-95.4000E-03,+1.3248906E+00,+26.1500E-03
-95.2000E-03,+1.3170781E+00,+14.4313E-03
-95.0000E-03,+1.3131719E+00,+2.7125E-03
-94.8000E-03,+1.3092656E+00,-10.1781E-03
-94.6000E-03,+1.3092656E+00,-21.8969E-03
-94.4000E-03,+1.3073125E+00,-33.2250E-03
-94.2000E-03,+1.3073125E+00,-44.1625E-03
-94.0000E-03,+1.3092656E+00,-55.8813E-03
-93.8000E-03,+1.3131719E+00,-67.9906E-03
-93.6000E-03,+1.3170781E+00,-79.3188E-03
-93.4000E-03,+1.3209844E+00,-91.0375E-03
-93.2000E-03,+1.3268437E+00,-103.1469E-03
-93.0000E-03,+1.3346562E+00,-114.8656E-03
-92.8000E-03,+1.3444219E+00,-126.1938E-03
-92.6000E-03,+1.3541875E+00,-137.1313E-03
-92.4000E-03,+1.3639531E+00,-148.8500E-03
-92.2000E-03,+1.3756719E+00,-159.3969E-03
-92.0000E-03,+1.3893437E+00,-170.3344E-03
-91.8000E-03,+1.4010625E+00,-181.2719E-03
-91.6000E-03,+1.4147344E+00,-191.4281E-03
-91.4000E-03,+1.4323125E+00,-201.9750E-03
-91.2000E-03,+1.4498906E+00,-211.7406E-03
