Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 11:45:24 4/15/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,6,0)
Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.08454   0.59352   0.46366   -4.24060   0.08454   0.59352   -0.08850   0.80016   98.47107
2   0.08443   0.59319   0.46394   -4.20691   0.08443   0.59319   -0.08774   0.80050   98.45886
3   0.08438   0.59328   0.46387   -4.21060   0.08438   0.59328   -0.08783   0.80041   98.55652
4   0.08442   0.59413   0.46336   -4.18591   0.08442   0.59413   -0.08744   0.79974   98.50159
5   0.08440   0.59416   0.46328   -4.23177   0.08440   0.59416   -0.08841   0.79971   98.51074
6   0.08433   0.59392   0.46354   -4.16001   0.08433   0.59392   -0.08686   0.79995   98.62061
7   0.08431   0.59395   0.46342   -4.21311   0.08431   0.59395   -0.08798   0.79983   98.46802
8   0.08435   0.59432   0.46313   -4.24509   0.08435   0.59432   -0.08872   0.79949   98.52295
9   0.08420   0.59410   0.46338   -4.18612   0.08420   0.59410   -0.08744   0.79977   98.59619
10   0.08435   0.59459   0.46301   -4.23022   0.08435   0.59459   -0.08844   0.79937   98.50159
11   0.08437   0.59481   0.46287   -4.21865   0.08437   0.59481   -0.08823   0.79916   98.48022
12   0.08435   0.59410   0.46332   -4.21348   0.08435   0.59410   -0.08802   0.79971   98.54431
13   0.08454   0.59474   0.46300   -4.18455   0.08454   0.59474   -0.08750   0.79937   98.59009
14   0.08465   0.59453   0.46300   -4.24071   0.08465   0.59453   -0.08866   0.79931   98.47412
15   0.08459   0.59416   0.46325   -4.22890   0.08459   0.59416   -0.08835   0.79962   98.50464
16   0.08454   0.59413   0.46325   -4.25214   0.08454   0.59413   -0.08884   0.79965   98.60229
17   0.08465   0.59447   0.46304   -4.25265   0.08465   0.59447   -0.08890   0.79940   98.45276
18   0.08466   0.59490   0.46270   -4.27120   0.08466   0.59490   -0.08936   0.79894   98.44055
19   0.08453   0.59502   0.46252   -4.34216   0.08453   0.59502   -0.09088   0.79879   98.52600
20   0.08455   0.59401   0.46324   -4.29186   0.08455   0.59401   -0.08966   0.79962   98.55957
21   0.08448   0.59420   0.46316   -4.27905   0.08448   0.59420   -0.08942   0.79955   98.52600
22   0.08431   0.59462   0.46285   -4.27602   0.08431   0.59462   -0.08942   0.79910   98.62061
23   0.08426   0.59532   0.46240   -4.29834   0.08426   0.59532   -0.09000   0.79864   98.57483
24   0.08422   0.59526   0.46234   -4.34328   0.08422   0.59526   -0.09095   0.79855   98.46497
25   0.08415   0.59590   0.46192   -4.35445   0.08415   0.59590   -0.09128   0.79806   98.49548
26   0.08411   0.59661   0.46145   -4.36658   0.08411   0.59661   -0.09165   0.79748   98.53821
27   0.08416   0.59581   0.46193   -4.38234   0.08416   0.59581   -0.09186   0.79809   98.48633
28   0.08414   0.59658   0.46147   -4.34962   0.08414   0.59658   -0.09128   0.79745   98.50769
