Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 16:33:50 4/17/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09311   -0.13450   -52.27478   0.50294   0.09311   -0.13450   -0.51820   0.84469   97.60742
2   0.09306   -0.13529   -52.34318   0.50398   0.09306   -0.13529   -0.51619   0.84582   97.64709
3   0.09303   -0.13572   -52.36078   0.50372   0.09303   -0.13572   -0.51653   0.84552   97.65625
4   0.09304   -0.13559   -52.33786   0.50305   0.09304   -0.13559   -0.51775   0.84481   97.66541
5   0.09302   -0.13462   -52.29385   0.50346   0.09302   -0.13462   -0.51726   0.84521   97.70508
6   0.09296   -0.13575   -52.36112   0.50365   0.09296   -0.13575   -0.51662   0.84542   97.71423
7   0.09283   -0.13355   -52.24538   0.50391   0.09283   -0.13355   -0.51674   0.84570   97.76917
8   0.09272   -0.13108   -52.10027   0.50358   0.09272   -0.13108   -0.51799   0.84539   97.67761
9   0.09280   -0.13141   -52.11571   0.50344   0.09280   -0.13141   -0.51814   0.84524   97.65930
10   0.09279   -0.13135   -52.11696   0.50364   0.09279   -0.13135   -0.51781   0.84545   97.66846
11   0.09264   -0.13111   -52.09825   0.50342   0.09264   -0.13111   -0.51827   0.84524   97.73560
12   0.09267   -0.13065   -52.07806   0.50362   0.09267   -0.13065   -0.51799   0.84539   97.66541
13   0.09259   -0.13062   -52.08128   0.50384   0.09259   -0.13062   -0.51762   0.84564   97.72339
14   0.09256   -0.13150   -52.13134   0.50391   0.09256   -0.13150   -0.51732   0.84576   97.69287
15   0.09270   -0.13236   -52.17821   0.50387   0.09270   -0.13236   -0.51714   0.84567   97.73560
16   0.09262   -0.13343   -52.22840   0.50349   0.09262   -0.13343   -0.51753   0.84527   97.70508
17   0.09258   -0.13233   -52.17054   0.50363   0.09258   -0.13233   -0.51759   0.84548   97.76306
18   0.09275   -0.13446   -52.28223   0.50333   0.09275   -0.13446   -0.51753   0.84509   97.76611
19   0.09300   -0.13297   -52.19650   0.50322   0.09300   -0.13297   -0.51814   0.84503   97.68372
20   0.09291   -0.13419   -52.25283   0.50272   0.09291   -0.13419   -0.51866   0.84445   97.73254
21   0.09288   -0.13257   -52.17430   0.50322   0.09288   -0.13257   -0.51827   0.84506   97.66235
22   0.09299   -0.13251   -52.17559   0.50340   0.09299   -0.13251   -0.51793   0.84521   97.67456
23   0.09300   -0.13355   -52.24006   0.50369   0.09300   -0.13355   -0.51714   0.84548   97.57690
24   0.09300   -0.13334   -52.22978   0.50376   0.09300   -0.13334   -0.51708   0.84558   97.70508
25   0.09294   -0.13330   -52.23597   0.50413   0.09294   -0.13330   -0.51650   0.84603   97.71423
26   0.09307   -0.13266   -52.20345   0.50422   0.09307   -0.13266   -0.51643   0.84603   97.67761
27   0.09306   -0.13266   -52.19529   0.50389   0.09306   -0.13266   -0.51704   0.84573   97.61658
28   0.09282   -0.13022   -52.06303   0.50404   0.09282   -0.13022   -0.51744   0.84594   97.71118
29   0.09268   -0.13092   -52.07793   0.50296   0.09268   -0.13092   -0.51909   0.84469   97.68677
30   0.09276   -0.12995   -52.05152   0.50416   0.09276   -0.12995   -0.51723   0.84597   97.58911
31   0.09267   -0.13019   -52.04947   0.50350   0.09267   -0.13019   -0.51836   0.84533   97.75696
32   0.09262   -0.12976   -52.02765   0.50357   0.09262   -0.12976   -0.51833   0.84536   97.72339
33   0.09262   -0.12980   -52.03321   0.50375   0.09262   -0.12980   -0.51802   0.84561   97.63489
34   0.09263   -0.12876   -51.96815   0.50340   0.09263   -0.12876   -0.51888   0.84521   97.63489
35   0.09264   -0.12818   -51.96041   0.50446   0.09264   -0.12818   -0.51714   0.84628   97.77527
36   0.09262   -0.13025   -52.06742   0.50414   0.09262   -0.13025   -0.51723   0.84600   97.71423
37   0.09265   -0.13028   -52.07141   0.50423   0.09265   -0.13028   -0.51704   0.84606   97.67761
38   0.09257   -0.12799   -51.94416   0.50422   0.09257   -0.12799   -0.51765   0.84610   97.67456
39   0.09277   -0.13031   -52.07500   0.50430   0.09277   -0.13031   -0.51689   0.84613   97.72949
40   0.09291   -0.12784   -51.93423   0.50413   0.09291   -0.12784   -0.51781   0.84594   97.65320
41   0.09295   -0.12879   -51.97525   0.50365   0.09295   -0.12879   -0.51845   0.84548   97.67456
42   0.09296   -0.12757   -51.91286   0.50384   0.09296   -0.12757   -0.51836   0.84561   97.66541
43   0.09302   -0.12818   -51.94820   0.50395   0.09302   -0.12818   -0.51808   0.84582   97.60742
44   0.09298   -0.12842   -51.95934   0.50385   0.09298   -0.12842   -0.51820   0.84573   97.59521
45   0.09294   -0.12955   -52.02846   0.50414   0.09294   -0.12955   -0.51741   0.84603   97.70203
46   0.09290   -0.13010   -52.06507   0.50439   0.09290   -0.13010   -0.51680   0.84625   97.77222
47   0.09298   -0.13095   -52.10477   0.50406   0.09298   -0.13095   -0.51717   0.84588   97.67456
48   0.09299   -0.13047   -52.06334   0.50345   0.09299   -0.13047   -0.51839   0.84527   97.67456
49   0.09283   -0.13095   -52.09312   0.50357   0.09283   -0.13095   -0.51805   0.84542   97.65015
50   0.09269   -0.13089   -52.10200   0.50409   0.09269   -0.13089   -0.51714   0.84594   97.74780
51   0.09280   -0.13089   -52.10280   0.50411   0.09280   -0.13089   -0.51708   0.84591   97.63184
52   0.09269   -0.12918   -51.99590   0.50358   0.09269   -0.12918   -0.51845   0.84539   97.58911
53   0.09262   -0.12989   -52.03877   0.50378   0.09262   -0.12989   -0.51796   0.84564   97.67456
54   0.09264   -0.12925   -52.00660   0.50389   0.09264   -0.12925   -0.51787   0.84567   97.65625
55   0.09263   -0.12775   -51.93457   0.50441   0.09263   -0.12775   -0.51741   0.84634   97.63489
56   0.09267   -0.12799   -51.94849   0.50440   0.09267   -0.12799   -0.51732   0.84625   97.69592
57   0.09259   -0.12781   -51.93579   0.50429   0.09259   -0.12781   -0.51756   0.84616   97.69592
58   0.09262   -0.12745   -51.92217   0.50460   0.09262   -0.12745   -0.51714   0.84652   97.71423
59   0.09264   -0.12821   -51.96003   0.50440   0.09264   -0.12821   -0.51729   0.84631   97.68677
60   0.09266   -0.12683   -51.87740   0.50411   0.09266   -0.12683   -0.51814   0.84600   97.67761
61   0.09286   -0.12812   -51.95565   0.50443   0.09286   -0.12812   -0.51726   0.84631   97.65320
62   0.09295   -0.12815   -51.95842   0.50447   0.09295   -0.12815   -0.51717   0.84634   97.64404
63   0.09295   -0.12799   -51.93787   0.50392   0.09295   -0.12799   -0.51814   0.84573   97.67456
64   0.09289   -0.12937   -52.01892   0.50415   0.09289   -0.12937   -0.51741   0.84600   97.74170
65   0.09297   -0.12906   -52.00261   0.50417   0.09297   -0.12906   -0.51744   0.84600   97.63489
66   0.09296   -0.12937   -52.00859   0.50369   0.09296   -0.12937   -0.51820   0.84548   97.68372
