Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 16:26:1 4/17/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,6,0)
Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.09418   0.04639   -0.36769   43.20705   0.09418   0.04639   0.74023   -0.67095   100.48523
2   0.09414   0.04785   -0.36752   43.15089   0.09414   0.04785   0.74035   -0.67071   100.53406
3   0.09403   0.04828   -0.36759   43.13412   0.09403   0.04828   0.74023   -0.67080   100.59204
4   0.09407   0.04907   -0.36745   43.10378   0.09407   0.04907   0.74032   -0.67055   100.51575
5   0.09409   0.04773   -0.36762   43.15522   0.09409   0.04773   0.74020   -0.67083   100.49438
6   0.09404   0.04691   -0.36770   43.18698   0.09404   0.04691   0.74020   -0.67098   100.58289
7   0.09389   0.04688   -0.36765   43.18808   0.09389   0.04688   0.74017   -0.67083   100.48523
8   0.09377   0.04559   -0.36742   43.23851   0.09377   0.04559   0.74059   -0.67052   100.55542
9   0.09378   0.04489   -0.36789   43.26406   0.09378   0.04489   0.73995   -0.67116   100.60425
10   0.09376   0.04260   -0.36841   43.35122   0.09376   0.04260   0.73943   -0.67199   100.56458
11   0.09385   0.04151   -0.36783   43.39543   0.09385   0.04151   0.74026   -0.67110   100.44861
12   0.09383   0.04215   -0.36831   43.36930   0.09383   0.04215   0.73962   -0.67186   100.50659
13   0.09380   0.04068   -0.36741   43.42852   0.09380   0.04068   0.74087   -0.67049   100.57373
14   0.09384   0.04083   -0.36839   43.41984   0.09384   0.04083   0.73956   -0.67196   100.52490
15   0.09387   0.04172   -0.36791   43.38706   0.09387   0.04172   0.74020   -0.67129   100.43640
16   0.09376   0.04285   -0.36804   43.34295   0.09376   0.04285   0.73995   -0.67147   100.57373
17   0.09365   0.04492   -0.36868   43.26046   0.09365   0.04492   0.73891   -0.67235   100.56458
