Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 16:38:46 4/17/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09352   0.09192   18.65885   -0.72748   0.09352   0.09192   0.07007   -0.99335   100.39978
2   0.09339   0.09095   18.50251   -0.72833   0.09339   0.09095   0.06854   -0.99353   100.46997
3   0.09336   0.09153   18.57960   -0.72785   0.09336   0.09153   0.06937   -0.99344   100.46997
4   0.09327   0.09076   18.50571   -0.72845   0.09327   0.09076   0.06842   -0.99356   100.39063
5   0.09322   0.09125   18.58459   -0.72802   0.09322   0.09125   0.06919   -0.99344   100.42114
6   0.09312   0.09064   18.42569   -0.72864   0.09312   0.09064   0.06793   -0.99359   100.46082
7   0.09309   0.09073   18.60837   -0.72831   0.09309   0.09073   0.06891   -0.99356   100.46082
8   0.09319   0.08994   19.03950   -0.72815   0.09319   0.08994   0.07047   -0.99353   100.33264
9   0.09311   0.09043   18.81324   -0.72819   0.09311   0.09043   0.06970   -0.99359   100.46997
10   0.09298   0.08927   19.08337   -0.72851   0.09298   0.08927   0.07016   -0.99362   100.46997
11   0.09312   0.08979   19.08119   -0.72818   0.09312   0.08979   0.07056   -0.99356   100.41199
12   0.09319   0.08942   18.94426   -0.72863   0.09319   0.08942   0.06958   -0.99359   100.37231
13   0.09317   0.08945   18.69433   -0.72899   0.09317   0.08945   0.06836   -0.99368   100.46082
14   0.09313   0.09030   19.06107   -0.72788   0.09313   0.09030   0.07086   -0.99347   100.47913
15   0.09342   0.09000   18.87281   -0.72837   0.09342   0.09000   0.06967   -0.99353   100.40894
16   0.09343   0.09061   18.51660   -0.72852   0.09343   0.09061   0.06836   -0.99353   100.46997
17   0.09339   0.09058   18.95285   -0.72787   0.09339   0.09058   0.07053   -0.99344   100.47913
18   0.09345   0.09052   18.75066   -0.72823   0.09345   0.09052   0.06946   -0.99359   100.40894
19   0.09347   0.09116   18.70161   -0.72790   0.09347   0.09116   0.06970   -0.99350   100.43030
20   0.09342   0.09159   18.68531   -0.72765   0.09342   0.09159   0.06995   -0.99341   100.47913
21   0.09337   0.09192   18.74887   -0.72734   0.09337   0.09192   0.07053   -0.99335   100.46997
22   0.09348   0.09256   18.58098   -0.72719   0.09348   0.09256   0.07016   -0.99326   100.42114
23   0.09343   0.09174   18.72248   -0.72750   0.09343   0.09174   0.07025   -0.99338   100.47913
24   0.09333   0.09076   18.70732   -0.72814   0.09333   0.09076   0.06943   -0.99350   100.46997
25   0.09323   0.09162   18.69276   -0.72762   0.09323   0.09162   0.07001   -0.99338   100.41199
26   0.09322   0.09162   18.53546   -0.72786   0.09322   0.09162   0.06922   -0.99341   100.42114
27   0.09319   0.09177   18.46998   -0.72787   0.09319   0.09177   0.06900   -0.99344   100.46997
28   0.09311   0.09119   18.50844   -0.72817   0.09311   0.09119   0.06876   -0.99353   100.46082
29   0.09323   0.09198   18.54111   -0.72762   0.09323   0.09198   0.06952   -0.99332   100.38147
30   0.09321   0.09265   18.30163   -0.72756   0.09321   0.09265   0.06882   -0.99335   100.47913
31   0.09307   0.09162   18.60217   -0.72776   0.09307   0.09162   0.06955   -0.99347   100.46997
32   0.09308   0.09183   18.52158   -0.72775   0.09308   0.09183   0.06931   -0.99341   100.43030
33   0.09314   0.09134   18.60115   -0.72793   0.09314   0.09134   0.06934   -0.99341   100.40283
34   0.09315   0.09201   18.44559   -0.72775   0.09315   0.09201   0.06906   -0.99344   100.46997
35   0.09327   0.09189   18.19445   -0.72821   0.09327   0.09189   0.06772   -0.99359   100.44861
36   0.09335   0.09171   18.22791   -0.72827   0.09335   0.09171   0.06775   -0.99359   100.38147
37   0.09338   0.09134   18.29508   -0.72839   0.09338   0.09134   0.06781   -0.99350   100.46997
38   0.09333   0.09229   18.39246   -0.72766   0.09333   0.09229   0.06900   -0.99338   100.46997
39   0.09340   0.09247   18.64257   -0.72716   0.09340   0.09247   0.07041   -0.99326   100.43945
40   0.09345   0.09247   18.49838   -0.72738   0.09345   0.09247   0.06967   -0.99338   100.44861
41   0.09343   0.09262   18.51783   -0.72726   0.09343   0.09262   0.06989   -0.99332   100.47913
42   0.09349   0.09449   18.14857   -0.72665   0.09349   0.09449   0.06940   -0.99319   100.43030
43   0.09354   0.09287   18.49961   -0.72713   0.09354   0.09287   0.06998   -0.99326   100.39063
44   0.09336   0.09348   18.31335   -0.72703   0.09336   0.09348   0.06949   -0.99322   100.47913
45   0.09333   0.09250   18.33032   -0.72761   0.09333   0.09250   0.06885   -0.99335   100.47913
46   0.09332   0.09314   18.24174   -0.72735   0.09332   0.09314   0.06888   -0.99332   100.37231
47   0.09321   0.09265   18.22851   -0.72768   0.09321   0.09265   0.06845   -0.99344   100.39978
48   0.09317   0.09268   18.10155   -0.72784   0.09317   0.09268   0.06784   -0.99344   100.46082
49   0.09310   0.09232   18.44858   -0.72755   0.09310   0.09232   0.06931   -0.99335   100.47913
50   0.09321   0.09253   18.33187   -0.72759   0.09321   0.09253   0.06888   -0.99335   100.39978
51   0.09306   0.09265   18.24682   -0.72765   0.09306   0.09265   0.06854   -0.99347   100.45166
52   0.09300   0.09357   18.26376   -0.72704   0.09300   0.09357   0.06931   -0.99319   100.48218
53   0.09303   0.09281   18.45453   -0.72724   0.09303   0.09281   0.06970   -0.99338   100.44250
54   0.09321   0.09308   18.45598   -0.72706   0.09321   0.09308   0.06992   -0.99322   100.39063
55   0.09313   0.09357   18.23961   -0.72708   0.09313   0.09357   0.06919   -0.99326   100.47913
56   0.09316   0.09387   18.50040   -0.72650   0.09316   0.09387   0.07074   -0.99319   100.47913
57   0.09333   0.09391   18.37676   -0.72666   0.09333   0.09391   0.07013   -0.99316   100.42114
58   0.09343   0.09278   18.18607   -0.72766   0.09343   0.09278   0.06833   -0.99341   100.44861
59   0.09342   0.09308   18.42593   -0.72711   0.09342   0.09308   0.06977   -0.99332   100.47913
60   0.09343   0.09394   18.52705   -0.72641   0.09343   0.09394   0.07093   -0.99310   100.42114
