Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 14:51:31 4/18/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09344   -0.17524   50.72312   0.24442   0.09344   -0.17524   0.86547   0.46968   98.91968
2   0.09344   -0.17475   50.70172   0.24353   0.09344   -0.17475   0.86639   0.46809   98.93188
3   0.09353   -0.17118   50.57745   0.24248   0.09353   -0.17118   0.86810   0.46623   98.97156
4   0.09352   -0.16865   50.48641   0.24109   0.09352   -0.16865   0.86981   0.46373   98.93188
5   0.09354   -0.16822   50.47004   0.24078   0.09354   -0.16822   0.87027   0.46321   98.98071
6   0.09375   -0.16733   50.43469   0.23968   0.09375   -0.16733   0.87146   0.46126   99.02039
7   0.09374   -0.16507   50.36049   0.23971   0.09374   -0.16507   0.87188   0.46132   99.04175
8   0.09361   -0.16477   50.34934   0.23952   0.09361   -0.16477   0.87213   0.46098   99.06006
9   0.09376   -0.16459   50.34536   0.23992   0.09376   -0.16459   0.87182   0.46171   99.05090
10   0.09381   -0.16437   50.34388   0.24081   0.09381   -0.16437   0.87094   0.46324   98.95325
11   0.09376   -0.16535   50.37379   0.24038   0.09376   -0.16535   0.87112   0.46248   99.01123
12   0.09376   -0.16825   50.47419   0.24134   0.09376   -0.16825   0.86975   0.46422   99.01123
13   0.09377   -0.16990   50.52971   0.24156   0.09377   -0.16990   0.86923   0.46461   98.97461
14   0.09382   -0.17313   50.63870   0.24193   0.09382   -0.17313   0.86822   0.46525   98.92578
15   0.09363   -0.17576   50.72880   0.24252   0.09363   -0.17576   0.86715   0.46632   98.93188
16   0.09349   -0.17557   50.72868   0.24349   0.09349   -0.17557   0.86627   0.46803   98.94104
17   0.09356   -0.17768   50.80171   0.24392   0.09356   -0.17768   0.86532   0.46873   98.88306
18   0.09356   -0.17991   50.87627   0.24414   0.09356   -0.17991   0.86474   0.46916   98.84338
19   0.09350   -0.17887   50.85034   0.24544   0.09350   -0.17887   0.86367   0.47145   98.97156
20   0.09355   -0.17988   50.88257   0.24524   0.09355   -0.17988   0.86364   0.47108   98.96240
21   0.09349   -0.18039   50.89744   0.24487   0.09349   -0.18039   0.86389   0.47044   98.97156
22   0.09340   -0.17924   50.85796   0.24479   0.09340   -0.17924   0.86428   0.47032   98.99902
23   0.09345   -0.18000   50.87958   0.24423   0.09345   -0.18000   0.86468   0.46934   98.95935
24   0.09343   -0.17826   50.82332   0.24445   0.09343   -0.17826   0.86483   0.46974   98.89221
25   0.09354   -0.17676   50.77103   0.24397   0.09354   -0.17676   0.86557   0.46889   98.92273
26   0.09367   -0.17627   50.75295   0.24365   0.09367   -0.17627   0.86596   0.46831   98.96240
27   0.09373   -0.17496   50.70929   0.24360   0.09373   -0.17496   0.86627   0.46821   99.01123
28   0.09372   -0.17466   50.69510   0.24290   0.09372   -0.17466   0.86697   0.46696   98.95325
29   0.09368   -0.17209   50.61153   0.24312   0.09368   -0.17209   0.86731   0.46736   98.96240
30   0.09382   -0.17399   50.66717   0.24198   0.09382   -0.17399   0.86801   0.46535   99.04175
31   0.09387   -0.17319   50.63620   0.24113   0.09387   -0.17319   0.86892   0.46382   98.89526
32   0.09382   -0.17383   50.65593   0.24092   0.09382   -0.17383   0.86901   0.46345   98.96545
33   0.09373   -0.17335   50.63949   0.24088   0.09373   -0.17335   0.86917   0.46339   99.05090
34   0.09379   -0.17380   50.65284   0.24060   0.09379   -0.17380   0.86935   0.46290   98.93494
35   0.09374   -0.17472   50.68340   0.24066   0.09374   -0.17472   0.86911   0.46300   98.91357
36   0.09373   -0.17609   50.72886   0.24063   0.09373   -0.17609   0.86880   0.46294   98.92273
37   0.09351   -0.17533   50.71191   0.24195   0.09351   -0.17533   0.86767   0.46525   98.99902
38   0.09362   -0.17527   50.71037   0.24207   0.09362   -0.17527   0.86761   0.46547   98.88306
39   0.09350   -0.17515   50.70161   0.24134   0.09350   -0.17515   0.86837   0.46422   98.97156
40   0.09342   -0.17652   50.75143   0.24206   0.09342   -0.17652   0.86740   0.46547   99.01733
41   0.09345   -0.17777   50.79051   0.24172   0.09345   -0.17777   0.86749   0.46489   98.98071
42   0.09347   -0.17792   50.79892   0.24222   0.09347   -0.17792   0.86694   0.46574   98.91968
43   0.09342   -0.17896   50.83401   0.24235   0.09342   -0.17896   0.86660   0.46599   99.03870
44   0.09346   -0.17829   50.81033   0.24217   0.09346   -0.17829   0.86697   0.46568   99.02954
45   0.09346   -0.17933   50.85023   0.24305   0.09346   -0.17933   0.86590   0.46724   98.93188
46   0.09358   -0.17606   50.73730   0.24227   0.09358   -0.17606   0.86734   0.46587   98.95020
47   0.09365   -0.17682   50.75953   0.24177   0.09365   -0.17682   0.86764   0.46498   99.00208
48   0.09389   -0.17646   50.74910   0.24202   0.09389   -0.17646   0.86746   0.46541   99.00513
49   0.09390   -0.17490   50.69290   0.24121   0.09390   -0.17490   0.86853   0.46397   98.94409
50   0.09374   -0.17472   50.68632   0.24119   0.09374   -0.17472   0.86865   0.46397   99.04175
51   0.09379   -0.17457   50.68187   0.24117   0.09379   -0.17457   0.86859   0.46388   99.00208
52   0.09389   -0.17426   50.67530   0.24182   0.09389   -0.17426   0.86810   0.46507   98.93494
53   0.09376   -0.17527   50.70822   0.24176   0.09376   -0.17527   0.86795   0.46495   98.98376
54   0.09374   -0.17679   50.75305   0.24090   0.09374   -0.17679   0.86850   0.46345   99.09973
55   0.09393   -0.17594   50.73304   0.24219   0.09393   -0.17594   0.86740   0.46571   98.96545
56   0.09376   -0.17377   50.65981   0.24194   0.09376   -0.17377   0.86810   0.46529   98.88611
57   0.09362   -0.17585   50.72739   0.24180   0.09362   -0.17585   0.86782   0.46504   98.96240
58   0.09344   -0.17454   50.68869   0.24255   0.09344   -0.17454   0.86737   0.46635   99.01733
59   0.09346   -0.17502   50.70008   0.24176   0.09346   -0.17502   0.86801   0.46495   98.87085
60   0.09345   -0.17524   50.70921   0.24210   0.09345   -0.17524   0.86764   0.46556   98.95935
61   0.09344   -0.17637   50.74482   0.24180   0.09344   -0.17637   0.86767   0.46501   99.02954
62   0.09349   -0.17649   50.74692   0.24154   0.09349   -0.17649   0.86795   0.46458   98.95935
63   0.09350   -0.17728   50.77325   0.24156   0.09350   -0.17728   0.86776   0.46461   98.89221
64   0.09346   -0.17719   50.76877   0.24130   0.09346   -0.17719   0.86801   0.46416   98.86169
65   0.09342   -0.17667   50.75607   0.24197   0.09342   -0.17667   0.86743   0.46532   98.96851
66   0.09342   -0.17582   50.72799   0.24199   0.09342   -0.17582   0.86758   0.46535   98.95020
67   0.09354   -0.17652   50.74927   0.24172   0.09354   -0.17652   0.86773   0.46489   98.97156
68   0.09360   -0.17612   50.73512   0.24154   0.09360   -0.17612   0.86798   0.46455   99.09973
69   0.09369   -0.17554   50.71889   0.24200   0.09369   -0.17554   0.86764   0.46538   99.04175
70   0.09383   -0.17652   50.74533   0.24106   0.09383   -0.17652   0.86834   0.46370   98.94409
71   0.09378   -0.17551   50.71185   0.24097   0.09378   -0.17551   0.86859   0.46352   98.87695
72   0.09379   -0.17570   50.71668   0.24087   0.09379   -0.17570   0.86874   0.46339   99.01123
73   0.09385   -0.17658   50.74668   0.24097   0.09385   -0.17658   0.86843   0.46355   98.98376
74   0.09372   -0.17542   50.71188   0.24152   0.09372   -0.17542   0.86813   0.46452   98.97156
75   0.09373   -0.17606   50.73809   0.24231   0.09373   -0.17606   0.86721   0.46590   99.06006
76   0.09390   -0.17615   50.73373   0.24109   0.09390   -0.17615   0.86834   0.46373   98.99292
77   0.09389   -0.17695   50.75769   0.24075   0.09389   -0.17695   0.86853   0.46315   98.90747
78   0.09375   -0.17652   50.74632   0.24123   0.09375   -0.17652   0.86819   0.46400   99.05090
79   0.09363   -0.17606   50.73495   0.24190   0.09363   -0.17606   0.86770   0.46522   98.98987
80   0.09358   -0.17603   50.73300   0.24174   0.09358   -0.17603   0.86785   0.46495   98.91357
81   0.09348   -0.17588   50.72777   0.24166   0.09348   -0.17588   0.86792   0.46477   98.94104
82   0.09336   -0.17643   50.74774   0.24201   0.09336   -0.17643   0.86752   0.46541   99.03870
83   0.09342   -0.17768   50.78939   0.24199   0.09342   -0.17768   0.86721   0.46535   98.89221
84   0.09344   -0.17768   50.78721   0.24166   0.09344   -0.17768   0.86755   0.46477   98.83118
85   0.09338   -0.17475   50.69879   0.24295   0.09338   -0.17475   0.86685   0.46702   98.95020
86   0.09336   -0.17576   50.72449   0.24182   0.09336   -0.17576   0.86782   0.46507   98.92883
87   0.09345   -0.17570   50.72235   0.24172   0.09345   -0.17570   0.86785   0.46486   98.88306
88   0.09333   -0.17673   50.75387   0.24134   0.09333   -0.17673   0.86807   0.46422   98.99902
89   0.09345   -0.17530   50.70958   0.24183   0.09345   -0.17530   0.86789   0.46507   98.94104
90   0.09369   -0.17551   50.71674   0.24188   0.09369   -0.17551   0.86782   0.46519   98.89526
91   0.09375   -0.17600   50.72929   0.24127   0.09375   -0.17600   0.86828   0.46409   98.97156
92   0.09366   -0.17484   50.69155   0.24141   0.09366   -0.17484   0.86843   0.46437   98.96240
93   0.09386   -0.17560   50.71417   0.24098   0.09386   -0.17560   0.86868   0.46361   98.94409
94   0.09393   -0.17527   50.70295   0.24090   0.09393   -0.17527   0.86877   0.46342   98.98376
95   0.09383   -0.17570   50.71355   0.24033   0.09383   -0.17570   0.86923   0.46242   99.02344
96   0.09387   -0.17524   50.69944   0.24048   0.09387   -0.17524   0.86917   0.46269   99.09058
97   0.09392   -0.17530   50.70626   0.24132   0.09392   -0.17530   0.86840   0.46419   98.99292
98   0.09387   -0.17502   50.69093   0.24024   0.09387   -0.17502   0.86944   0.46226   98.93494
99   0.09369   -0.17444   50.67450   0.24069   0.09369   -0.17444   0.86914   0.46306   98.94409
100   0.09371   -0.17417   50.66522   0.24069   0.09371   -0.17417   0.86923   0.46309   98.94409
101   0.09363   -0.17496   50.69114   0.24062   0.09363   -0.17496   0.86911   0.46294   98.95325
102   0.09357   -0.17582   50.71761   0.24026   0.09357   -0.17582   0.86920   0.46226   98.94104
103   0.09346   -0.17454   50.68148   0.24134   0.09346   -0.17454   0.86850   0.46422   99.01733
104   0.09350   -0.17545   50.70934   0.24098   0.09350   -0.17545   0.86868   0.46358   98.98071
105   0.09342   -0.17515   50.69421   0.24002   0.09342   -0.17515   0.86953   0.46184   98.91968
106   0.09344   -0.17515   50.69557   0.24034   0.09344   -0.17515   0.86932   0.46245   99.02954
107   0.09353   -0.17530   50.70489   0.24106   0.09353   -0.17530   0.86862   0.46373   98.91052
