Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 14:52:15 4/18/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09286   -0.20203   -84.01708   0.68140   0.09286   -0.20203   -0.04282   0.97851   96.68579
2   0.09282   -0.20219   -83.89742   0.68122   0.09282   -0.20219   -0.04373   0.97845   96.65527
3   0.09289   -0.20212   -84.07769   0.68140   0.09289   -0.20212   -0.04239   0.97851   96.66748
4   0.09276   -0.20307   -84.17468   0.68099   0.09276   -0.20307   -0.04187   0.97842   96.64307
5   0.09271   -0.20243   -84.09879   0.68126   0.09271   -0.20243   -0.04230   0.97848   96.66138
6   0.09281   -0.20203   -84.25771   0.68159   0.09281   -0.20203   -0.04105   0.97864   96.58508
7   0.09273   -0.20014   -84.50314   0.68275   0.09273   -0.20014   -0.03888   0.97916   96.70105
8   0.09261   -0.19941   -84.94950   0.68343   0.09261   -0.19941   -0.03552   0.97940   96.69495
9   0.09269   -0.19947   -85.07431   0.68348   0.09269   -0.19947   -0.03464   0.97940   96.69800
10   0.09279   -0.20032   -85.10339   0.68305   0.09279   -0.20032   -0.03458   0.97922   96.58508
11   0.09283   -0.20075   -85.23212   0.68291   0.09283   -0.20075   -0.03372   0.97916   96.65527
12   0.09282   -0.20240   -85.47643   0.68220   0.09282   -0.20240   -0.03223   0.97885   96.69495
13   0.09299   -0.20316   -85.72430   0.68195   0.09299   -0.20316   -0.03055   0.97882   96.70105
14   0.09291   -0.20280   -85.56927   0.68205   0.09291   -0.20280   -0.03162   0.97882   96.57898
15   0.09298   -0.20579   -85.72402   0.68059   0.09298   -0.20579   -0.03095   0.97821   96.62170
16   0.09296   -0.20496   -85.70708   0.68101   0.09296   -0.20496   -0.03095   0.97836   96.67969
17   0.09312   -0.20508   -85.52638   0.68084   0.09312   -0.20508   -0.03229   0.97824   96.58508
18   0.09316   -0.20347   -85.11916   0.68143   0.09316   -0.20347   -0.03500   0.97855   96.61865
19   0.09307   -0.20307   -84.90936   0.68150   0.09307   -0.20307   -0.03647   0.97861   96.71326
20   0.09307   -0.20252   -84.65786   0.68161   0.09307   -0.20252   -0.03821   0.97858   96.63391
21   0.09308   -0.20338   -84.40623   0.68099   0.09308   -0.20338   -0.04022   0.97833   96.62476
22   0.09287   -0.20176   -84.17108   0.68166   0.09287   -0.20176   -0.04163   0.97864   96.67664
23   0.09283   -0.20167   -83.98579   0.68158   0.09283   -0.20167   -0.04297   0.97870   96.65527
24   0.09288   -0.20219   -83.97182   0.68129   0.09288   -0.20219   -0.04318   0.97851   96.59729
25   0.09279   -0.20127   -83.95351   0.68176   0.09279   -0.20127   -0.04312   0.97876   96.65222
26   0.09280   -0.20289   -84.09108   0.68101   0.09280   -0.20289   -0.04245   0.97833   96.76208
27   0.09282   -0.20359   -84.26745   0.68078   0.09282   -0.20359   -0.04129   0.97830   96.59424
28   0.09276   -0.20350   -84.62483   0.68109   0.09276   -0.20350   -0.03864   0.97845   96.67053
29   0.09267   -0.20341   -84.68057   0.68118   0.09267   -0.20341   -0.03821   0.97851   96.64001
30   0.09272   -0.20499   -84.97266   0.68055   0.09272   -0.20499   -0.03635   0.97824   96.67053
31   0.09274   -0.20264   -84.84036   0.68169   0.09274   -0.20264   -0.03690   0.97873   96.49353
32   0.09278   -0.20649   -85.06995   0.67984   0.09278   -0.20649   -0.03589   0.97794   96.59424
33   0.09281   -0.20792   -85.31181   0.67924   0.09281   -0.20792   -0.03433   0.97760   96.67358
34   0.09301   -0.20936   -85.37997   0.67854   0.09301   -0.20936   -0.03406   0.97736   96.67053
35   0.09305   -0.20957   -85.43339   0.67847   0.09305   -0.20957   -0.03369   0.97732   96.59424
36   0.09305   -0.20978   -85.58027   0.67844   0.09305   -0.20978   -0.03262   0.97726   96.65222
37   0.09310   -0.21052   -85.60757   0.67808   0.09310   -0.21052   -0.03253   0.97717   96.68274
38   0.09309   -0.21149   -85.64369   0.67760   0.09309   -0.21149   -0.03241   0.97696   96.64307
39   0.09315   -0.21162   -85.73502   0.67759   0.09315   -0.21162   -0.03174   0.97696   96.56677
40   0.09307   -0.21274   -85.60870   0.67693   0.09307   -0.21274   -0.03287   0.97668   96.70410
41   0.09310   -0.21247   -85.50671   0.67700   0.09310   -0.21247   -0.03360   0.97662   96.64612
42   0.09298   -0.21351   -85.45630   0.67644   0.09298   -0.21351   -0.03415   0.97644   96.70105
43   0.09289   -0.21296   -85.15707   0.67654   0.09289   -0.21296   -0.03635   0.97653   96.65833
44   0.09289   -0.21369   -85.07003   0.67610   0.09289   -0.21369   -0.03714   0.97635   96.65833
45   0.09287   -0.21418   -84.86734   0.67571   0.09287   -0.21418   -0.03879   0.97620   96.56677
46   0.09273   -0.21528   -84.91658   0.67516   0.09273   -0.21528   -0.03861   0.97586   96.73157
47   0.09279   -0.21540   -84.81722   0.67504   0.09279   -0.21540   -0.03940   0.97592   96.64307
48   0.09283   -0.21625   -84.84117   0.67460   0.09283   -0.21625   -0.03937   0.97568   96.61560
49   0.09279   -0.21705   -84.84793   0.67419   0.09279   -0.21705   -0.03946   0.97546   96.57288
50   0.09263   -0.21546   -85.03491   0.67515   0.09263   -0.21546   -0.03772   0.97589   96.77734
51   0.09271   -0.21589   -85.08778   0.67496   0.09271   -0.21589   -0.03739   0.97580   96.75903
52   0.09274   -0.21522   -85.23064   0.67542   0.09274   -0.21522   -0.03616   0.97610   96.57288
53   0.09272   -0.21531   -85.22473   0.67536   0.09272   -0.21531   -0.03623   0.97598   96.74072
54   0.09285   -0.21418   -85.31519   0.67601   0.09285   -0.21418   -0.03534   0.97635   96.70410
55   0.09300   -0.21592   -85.33256   0.67511   0.09300   -0.21592   -0.03549   0.97592   96.62170
56   0.09304   -0.21485   -85.26224   0.67562   0.09304   -0.21485   -0.03586   0.97610   96.66138
57   0.09298   -0.21561   -85.34186   0.67527   0.09298   -0.21561   -0.03537   0.97595   96.64001
58   0.09298   -0.21448   -85.55221   0.67598   0.09298   -0.21448   -0.03357   0.97620   96.71021
59   0.09309   -0.21583   -85.52409   0.67528   0.09309   -0.21583   -0.03400   0.97598   96.62476
60   0.09309   -0.21561   -85.53159   0.67539   0.09309   -0.21561   -0.03391   0.97598   96.64307
61   0.09308   -0.21564   -85.61534   0.67543   0.09308   -0.21564   -0.03327   0.97601   96.67358
62   0.09325   -0.21574   -85.56178   0.67535   0.09325   -0.21574   -0.03369   0.97598   96.55151
63   0.09310   -0.21488   -85.55235   0.67578   0.09310   -0.21488   -0.03363   0.97613   96.65527
64   0.09295   -0.21519   -85.52683   0.67561   0.09295   -0.21519   -0.03388   0.97607   96.64917
65   0.09289   -0.21458   -85.45868   0.67589   0.09289   -0.21458   -0.03430   0.97626   96.66748
66   0.09286   -0.21397   -85.17149   0.67602   0.09286   -0.21397   -0.03641   0.97629   96.56677
67   0.09276   -0.21384   -85.15687   0.67607   0.09276   -0.21384   -0.03650   0.97626   96.66138
68   0.09275   -0.21543   -85.20766   0.67529   0.09275   -0.21543   -0.03638   0.97598   96.71021
69   0.09281   -0.21482   -85.06384   0.67549   0.09281   -0.21482   -0.03739   0.97595   96.67358
70   0.09278   -0.21552   -84.98514   0.67508   0.09278   -0.21552   -0.03812   0.97583   96.64307
71   0.09268   -0.21674   -85.21652   0.67461   0.09268   -0.21674   -0.03653   0.97571   96.75903
72   0.09284   -0.21616   -85.04679   0.67480   0.09284   -0.21616   -0.03775   0.97583   96.64612
73   0.09280   -0.21638   -85.18108   0.67478   0.09280   -0.21638   -0.03674   0.97577   96.61560
74   0.09277   -0.21604   -85.24456   0.67499   0.09277   -0.21604   -0.03619   0.97586   96.63391
75   0.09281   -0.21735   -85.27666   0.67432   0.09281   -0.21735   -0.03616   0.97543   96.69495
76   0.09311   -0.21799   -85.28640   0.67401   0.09311   -0.21799   -0.03619   0.97546   96.58508
77   0.09312   -0.21912   -85.31414   0.67343   0.09312   -0.21912   -0.03616   0.97513   96.46912
78   0.09306   -0.21934   -85.33415   0.67333   0.09306   -0.21934   -0.03604   0.97507   96.55457
79   0.09312   -0.21842   -85.42021   0.67387   0.09312   -0.21842   -0.03522   0.97537   96.50879
80   0.09307   -0.22050   -85.43940   0.67280   0.09307   -0.22050   -0.03540   0.97485   96.58508
81   0.09307   -0.22040   -85.42207   0.67284   0.09307   -0.22040   -0.03552   0.97488   96.55457
82   0.09318   -0.22169   -85.59048   0.67227   0.09318   -0.22169   -0.03439   0.97458   96.57898
83   0.09317   -0.22202   -85.53168   0.67206   0.09317   -0.22202   -0.03491   0.97449   96.53931
84   0.09312   -0.22111   -85.47877   0.67251   0.09312   -0.22111   -0.03519   0.97470   96.51794
85   0.09311   -0.22178   -85.48454   0.67216   0.09311   -0.22178   -0.03525   0.97458   96.50879
86   0.09300   -0.22147   -85.46687   0.67230   0.09300   -0.22147   -0.03534   0.97458   96.65222
87   0.09287   -0.22346   -85.47592   0.67130   0.09287   -0.22346   -0.03558   0.97427   96.52710
88   0.09263   -0.21897   -85.33814   0.67352   0.09263   -0.21897   -0.03595   0.97513   96.70715
89   0.09275   -0.22071   -85.37811   0.67265   0.09275   -0.22071   -0.03592   0.97479   96.62170
90   0.09282   -0.21979   -85.22370   0.67302   0.09282   -0.21979   -0.03699   0.97494   96.56677
91   0.09275   -0.21976   -85.21918   0.67304   0.09275   -0.21976   -0.03702   0.97497   96.63086
92   0.09262   -0.21934   -85.18679   0.67324   0.09262   -0.21934   -0.03720   0.97504   96.77734
93   0.09278   -0.21915   -85.17509   0.67332   0.09278   -0.21915   -0.03726   0.97507   96.68274
94   0.09280   -0.22022   -85.22507   0.67280   0.09280   -0.22022   -0.03705   0.97482   96.55457
95   0.09268   -0.21982   -85.30561   0.67306   0.09268   -0.21982   -0.03635   0.97497   96.64917
96   0.09284   -0.21979   -85.35532   0.67311   0.09284   -0.21979   -0.03595   0.97494   96.67358
97   0.09300   -0.21973   -85.36955   0.67314   0.09300   -0.21973   -0.03583   0.97494   96.54236
98   0.09296   -0.22040   -85.36409   0.67281   0.09296   -0.22040   -0.03598   0.97491   96.53015
99   0.09295   -0.22013   -85.25789   0.67288   0.09295   -0.22013   -0.03677   0.97491   96.55151
100   0.09306   -0.21888   -85.35568   0.67359   0.09306   -0.21888   -0.03580   0.97522   96.57593
