Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09267   0.04187   -43.70151   -0.19617   0.09267   0.04187   -0.92315   -0.38240   101.17493
2   0.09281   0.04230   -43.68837   -0.19602   0.09281   0.04230   -0.92322   -0.38209   101.09253
3   0.09278   0.04114   -43.72398   -0.19632   0.09278   0.04114   -0.92300   -0.38264   101.15356
4   0.09274   0.04102   -43.72781   -0.19630   0.09274   0.04102   -0.92303   -0.38261   101.20239
5   0.09277   0.04062   -43.73956   -0.19686   0.09277   0.04062   -0.92264   -0.38365   101.16272
6   0.09279   0.04001   -43.75872   -0.19669   0.09279   0.04001   -0.92282   -0.38334   101.08337
7   0.09267   0.03952   -43.77494   -0.19558   0.09267   0.03952   -0.92364   -0.38127   101.19324
8   0.09259   0.03867   -43.80191   -0.19504   0.09259   0.03867   -0.92404   -0.38026   101.18408
9   0.09262   0.03827   -43.81427   -0.19508   0.09262   0.03827   -0.92410   -0.38035   101.07727
10   0.09255   0.03577   -43.89242   -0.19451   0.09255   0.03577   -0.92468   -0.37931   101.11694
11   0.09253   0.03723   -43.84669   -0.19480   0.09253   0.03723   -0.92434   -0.37983   101.27563
12   0.09245   0.03693   -43.85771   -0.19318   0.09245   0.03693   -0.92563   -0.37684   101.16577
13   0.09241   0.03562   -43.89877   -0.19263   0.09241   0.03562   -0.92605   -0.37580   101.08948
14   0.09243   0.03601   -43.88648   -0.19264   0.09243   0.03601   -0.92602   -0.37584   101.16882
15   0.09242   0.03534   -43.90758   -0.19228   0.09242   0.03534   -0.92633   -0.37516   101.26648
16   0.09239   0.03473   -43.92646   -0.19232   0.09239   0.03473   -0.92636   -0.37526   101.12915
17   0.09250   0.03687   -43.86076   -0.19181   0.09250   0.03687   -0.92657   -0.37428   101.13525
18   0.09242   0.03809   -43.82265   -0.19223   0.09242   0.03809   -0.92624   -0.37507   101.22681
19   0.09240   0.03778   -43.83185   -0.19254   0.09240   0.03778   -0.92605   -0.37565   101.13831
20   0.09270   0.03784   -43.82900   -0.19354   0.09270   0.03784   -0.92529   -0.37751   101.13525
21   0.09264   0.03882   -43.79861   -0.19362   0.09264   0.03882   -0.92514   -0.37764   101.19324
22   0.09259   0.03766   -43.83427   -0.19391   0.09259   0.03766   -0.92499   -0.37819   101.15662
23   0.09282   0.03952   -43.77619   -0.19438   0.09282   0.03952   -0.92459   -0.37907   101.08337
24   0.09284   0.04013   -43.75645   -0.19521   0.09284   0.04013   -0.92395   -0.38060   101.15356
25   0.09273   0.03989   -43.76401   -0.19519   0.09273   0.03989   -0.92395   -0.38057   101.21155
26   0.09280   0.04016   -43.75584   -0.19489   0.09280   0.04016   -0.92419   -0.38002   101.09253
27   0.09289   0.04080   -43.73580   -0.19504   0.09289   0.04080   -0.92404   -0.38029   101.08337
28   0.09276   0.04184   -43.70370   -0.19488   0.09276   0.04184   -0.92404   -0.37996   101.22375
29   0.09280   0.04025   -43.75309   -0.19479   0.09280   0.04025   -0.92425   -0.37983   101.22070
30   0.09274   0.04038   -43.74968   -0.19439   0.09274   0.04038   -0.92453   -0.37907   101.05591
31   0.09257   0.03928   -43.78382   -0.19437   0.09257   0.03928   -0.92465   -0.37907   101.12610
32   0.09249   0.04144   -43.71724   -0.19378   0.09249   0.04144   -0.92496   -0.37794   101.26648
33   0.09242   0.04019   -43.75625   -0.19353   0.09242   0.04019   -0.92520   -0.37748   101.18713
34   0.09253   0.03992   -43.76474   -0.19347   0.09253   0.03992   -0.92520   -0.37736   101.11694
35   0.09242   0.03989   -43.76645   -0.19276   0.09242   0.03989   -0.92578   -0.37605   101.16882
36   0.09231   0.04044   -43.74994   -0.19231   0.09231   0.04044   -0.92611   -0.37523   101.22986
37   0.09234   0.03897   -43.79549   -0.19206   0.09234   0.03897   -0.92636   -0.37477   101.09863
38   0.09235   0.03937   -43.78360   -0.19158   0.09235   0.03937   -0.92663   -0.37385   101.14746
39   0.09237   0.04254   -43.68579   -0.19140   0.09237   0.04254   -0.92673   -0.37355   101.19629
40   0.09241   0.03772   -43.83450   -0.19165   0.09241   0.03772   -0.92666   -0.37397   101.12915
41   0.09259   0.03842   -43.81217   -0.19230   0.09259   0.03842   -0.92615   -0.37519   101.12610
42   0.09264   0.03821   -43.81943   -0.19174   0.09264   0.03821   -0.92666   -0.37419   101.19324
43   0.09271   0.03858   -43.80722   -0.19272   0.09271   0.03858   -0.92596   -0.37602   101.16272
44   0.09273   0.03925   -43.78617   -0.19294   0.09273   0.03925   -0.92572   -0.37642   101.11389
45   0.09281   0.03937   -43.78208   -0.19316   0.09281   0.03937   -0.92547   -0.37678   101.18103
46   0.09274   0.04010   -43.75912   -0.19347   0.09274   0.04010   -0.92523   -0.37736   101.21155
47   0.09278   0.04022   -43.75531   -0.19361   0.09278   0.04022   -0.92520   -0.37767   101.12305
48   0.09285   0.04111   -43.72833   -0.19316   0.09285   0.04111   -0.92547   -0.37681   101.08337
49   0.09277   0.04129   -43.72263   -0.19322   0.09277   0.04129   -0.92544   -0.37693   101.19324
50   0.09279   0.04086   -43.73450   -0.19448   0.09279   0.04086   -0.92447   -0.37925   101.25122
51   0.09283   0.04163   -43.71192   -0.19342   0.09283   0.04163   -0.92520   -0.37727   101.06506
52   0.09262   0.04086   -43.73441   -0.19451   0.09262   0.04086   -0.92441   -0.37928   101.11694
53   0.09240   0.04062   -43.74226   -0.19417   0.09240   0.04062   -0.92462   -0.37864   101.23596
54   0.09244   0.03906   -43.79035   -0.19440   0.09244   0.03906   -0.92459   -0.37910   101.18713
55   0.09244   0.03928   -43.78539   -0.19272   0.09244   0.03928   -0.92584   -0.37599   101.08948
56   0.09248   0.03964   -43.77250   -0.19430   0.09248   0.03964   -0.92465   -0.37892   101.15662
57   0.09241   0.03879   -43.79940   -0.19383   0.09241   0.03879   -0.92502   -0.37803   101.22681
58   0.09247   0.03650   -43.87091   -0.19311   0.09247   0.03650   -0.92563   -0.37669   101.09863
59   0.09247   0.03568   -43.89732   -0.19216   0.09247   0.03568   -0.92642   -0.37495   101.12610
60   0.09233   0.03351   -43.96454   -0.19188   0.09233   0.03351   -0.92669   -0.37443   101.20850
61   0.09236   0.03476   -43.92588   -0.19180   0.09236   0.03476   -0.92666   -0.37425   101.16882
62   0.09262   0.03516   -43.91391   -0.19152   0.09262   0.03516   -0.92691   -0.37376   101.13525
63   0.09262   0.03635   -43.87726   -0.19136   0.09262   0.03635   -0.92697   -0.37345   101.18408
64   0.09268   0.03598   -43.88848   -0.19142   0.09268   0.03598   -0.92691   -0.37355   101.17493
65   0.09272   0.03705   -43.85567   -0.19124   0.09272   0.03705   -0.92703   -0.37324   101.09558
66   0.09275   0.03656   -43.87026   -0.19189   0.09275   0.03656   -0.92663   -0.37446   101.18408
67   0.09277   0.03784   -43.82988   -0.19261   0.09277   0.03784   -0.92599   -0.37577   101.22375
68   0.09277   0.03745   -43.84217   -0.19253   0.09277   0.03745   -0.92602   -0.37562   101.12305
69   0.09275   0.03836   -43.81374   -0.19272   0.09275   0.03836   -0.92590   -0.37599   101.08337
70   0.09282   0.03815   -43.81984   -0.19318   0.09282   0.03815   -0.92550   -0.37681   101.21155
71   0.09271   0.03955   -43.77573   -0.19388   0.09271   0.03955   -0.92496   -0.37812   101.23291
72   0.09269   0.03940   -43.78045   -0.19395   0.09269   0.03940   -0.92496   -0.37828   101.07422
73   0.09261   0.04007   -43.75867   -0.19478   0.09261   0.04007   -0.92419   -0.37977   101.12610
74   0.09251   0.04038   -43.74935   -0.19469   0.09251   0.04038   -0.92428   -0.37962   101.22681
75   0.09249   0.04123   -43.72229   -0.19518   0.09249   0.04123   -0.92383   -0.38050   101.17798
76   0.09257   0.04086   -43.73370   -0.19518   0.09257   0.04086   -0.92389   -0.38054   101.09558
77   0.09250   0.03998   -43.76163   -0.19471   0.09250   0.03998   -0.92428   -0.37965   101.12610
78   0.09243   0.04028   -43.75186   -0.19502   0.09243   0.04028   -0.92404   -0.38023   101.16882
79   0.09250   0.03858   -43.80474   -0.19519   0.09250   0.03858   -0.92404   -0.38057   101.12610
80   0.09248   0.03891   -43.79459   -0.19484   0.09248   0.03891   -0.92422   -0.37989   101.14746
81   0.09234   0.03882   -43.79758   -0.19468   0.09234   0.03882   -0.92434   -0.37959   101.19934
82   0.09236   0.04035   -43.75124   -0.19378   0.09236   0.04035   -0.92499   -0.37794   101.08032
83   0.09250   0.03873   -43.80136   -0.19375   0.09250   0.03873   -0.92508   -0.37788   101.11694
84   0.09265   0.03958   -43.77491   -0.19367   0.09265   0.03958   -0.92505   -0.37773   101.18408
85   0.09273   0.04056   -43.74518   -0.19334   0.09273   0.04056   -0.92538   -0.37715   101.17493
86   0.09283   0.03961   -43.77437   -0.19339   0.09283   0.03961   -0.92535   -0.37724   101.03455
87   0.09279   0.03916   -43.78872   -0.19325   0.09279   0.03916   -0.92550   -0.37700   101.15356
88   0.09275   0.04178   -43.70759   -0.19308   0.09275   0.04178   -0.92547   -0.37666   101.24207
89   0.09275   0.04224   -43.69293   -0.19344   0.09275   0.04224   -0.92511   -0.37730   101.14441
