Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09263   0.01971   -44.42150   -0.10906   0.09263   0.01971   -0.97617   -0.21641   101.22375
2   0.09278   0.01981   -44.41887   -0.10874   0.09278   0.01981   -0.97626   -0.21577   101.12305
3   0.09260   0.01975   -44.42058   -0.10900   0.09260   0.01975   -0.97613   -0.21628   101.22375
4   0.09248   0.02023   -44.40622   -0.10922   0.09248   0.02023   -0.97607   -0.21671   101.24512
5   0.09250   0.01904   -44.44131   -0.10855   0.09250   0.01904   -0.97638   -0.21540   101.13525
6   0.09244   0.01938   -44.43161   -0.10791   0.09244   0.01938   -0.97662   -0.21415   101.15662
7   0.09234   0.01801   -44.47166   -0.10891   0.09234   0.01801   -0.97623   -0.21610   101.26648
8   0.09234   0.01859   -44.45491   -0.10775   0.09234   0.01859   -0.97668   -0.21384   101.25732
9   0.09246   0.01709   -44.49878   -0.10795   0.09246   0.01709   -0.97671   -0.21424   101.10779
10   0.09240   0.01682   -44.50684   -0.10790   0.09240   0.01682   -0.97674   -0.21415   101.23596
11   0.09226   0.01608   -44.52829   -0.10801   0.09226   0.01608   -0.97668   -0.21436   101.25732
12   0.09235   0.01737   -44.49078   -0.10750   0.09235   0.01737   -0.97684   -0.21335   101.14746
13   0.09233   0.01718   -44.49615   -0.10744   0.09233   0.01718   -0.97684   -0.21323   101.12915
14   0.09230   0.01666   -44.51144   -0.10734   0.09230   0.01666   -0.97699   -0.21305   101.21765
15   0.09231   0.01657   -44.51421   -0.10681   0.09231   0.01657   -0.97717   -0.21201   101.24817
16   0.09259   0.01624   -44.52410   -0.10665   0.09259   0.01624   -0.97726   -0.21171   101.11694
17   0.09265   0.01712   -44.49807   -0.10707   0.09265   0.01712   -0.97708   -0.21253   101.16577
18   0.09250   0.01730   -44.49261   -0.10727   0.09250   0.01730   -0.97690   -0.21290   101.22681
19   0.09262   0.01737   -44.49099   -0.10652   0.09262   0.01737   -0.97723   -0.21143   101.19324
20   0.09269   0.01706   -44.49992   -0.10684   0.09269   0.01706   -0.97720   -0.21207   101.19324
21   0.09271   0.01648   -44.51691   -0.10690   0.09271   0.01648   -0.97720   -0.21220   101.24207
22   0.09267   0.01636   -44.52042   -0.10712   0.09267   0.01636   -0.97705   -0.21262   101.19324
23   0.09272   0.01685   -44.50610   -0.10700   0.09272   0.01685   -0.97705   -0.21238   101.12305
24   0.09270   0.01715   -44.49703   -0.10764   0.09270   0.01715   -0.97681   -0.21363   101.22375
25   0.09257   0.01849   -44.45751   -0.10805   0.09257   0.01849   -0.97653   -0.21442   101.29395
26   0.09257   0.01831   -44.46290   -0.10822   0.09257   0.01831   -0.97656   -0.21476   101.13525
27   0.09244   0.01971   -44.42171   -0.10826   0.09244   0.01971   -0.97653   -0.21485   101.15662
28   0.09232   0.01935   -44.43219   -0.10926   0.09232   0.01935   -0.97607   -0.21680   101.26648
29   0.09234   0.02005   -44.41148   -0.10968   0.09234   0.02005   -0.97589   -0.21763   101.22681
