Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 16:30:39 4/17/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,6,0)
Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.09363   -0.14170   0.40452   50.92248   0.09363   -0.14170   0.67562   0.72375   97.88513
2   0.09350   -0.14386   0.40391   51.00648   0.09350   -0.14386   0.67608   0.72292   97.91260
3   0.09343   -0.14280   0.40419   50.96499   0.09343   -0.14280   0.67586   0.72329   97.96143
4   0.09355   -0.14371   0.40446   51.00740   0.09355   -0.14371   0.67525   0.72365   97.88513
5   0.09348   -0.14283   0.40432   50.96780   0.09348   -0.14283   0.67568   0.72347   97.97058
6   0.09347   -0.14289   0.40427   50.97028   0.09347   -0.14289   0.67568   0.72335   97.97058
7   0.09346   -0.14267   0.40478   50.96737   0.09346   -0.14267   0.67501   0.72408   98.06824
8   0.09361   -0.14261   0.40468   50.96410   0.09361   -0.14261   0.67510   0.72390   97.97363
9   0.09368   -0.14335   0.40446   50.99201   0.09368   -0.14335   0.67531   0.72362   97.99500
10   0.09365   -0.14319   0.40429   50.98266   0.09365   -0.14319   0.67568   0.72347   97.97363
11   0.09375   -0.14338   0.40436   50.99193   0.09375   -0.14338   0.67547   0.72350   98.03467
12   0.09379   -0.14185   0.40476   50.93284   0.09379   -0.14185   0.67513   0.72399   97.91870
13   0.09377   -0.14371   0.40499   51.01453   0.09377   -0.14371   0.67443   0.72433   97.98584
14   0.09376   -0.14161   0.40498   50.92500   0.09376   -0.14161   0.67489   0.72433   98.08350
15   0.09391   -0.14197   0.40520   50.94328   0.09391   -0.14197   0.67449   0.72463   97.96143
16   0.09396   -0.14048   0.40559   50.88451   0.09396   -0.14048   0.67425   0.72518   97.96143
17   0.09386   -0.13993   0.40527   50.85749   0.09386   -0.13993   0.67479   0.72469   97.93091
18   0.09387   -0.13871   0.40603   50.81495   0.09387   -0.13871   0.67394   0.72576   98.03772
19   0.09375   -0.13730   0.40598   50.75438   0.09375   -0.13730   0.67434   0.72573   97.92786
20   0.09359   -0.13822   0.40621   50.79580   0.09359   -0.13822   0.67385   0.72610   98.02246
21   0.09359   -0.13874   0.40583   50.81363   0.09359   -0.13874   0.67425   0.72552   97.97363
22   0.09361   -0.13910   0.40663   50.83884   0.09361   -0.13910   0.67302   0.72665   97.94312
23   0.09357   -0.14002   0.40623   50.87284   0.09357   -0.14002   0.67342   0.72610   97.89429
24   0.09344   -0.13971   0.40673   50.86634   0.09344   -0.13971   0.67272   0.72677   98.04993
25   0.09347   -0.14084   0.40660   50.91294   0.09347   -0.14084   0.67266   0.72655   97.97974
26   0.09354   -0.14072   0.40623   50.90328   0.09354   -0.14072   0.67321   0.72604   97.94312
27   0.09350   -0.14051   0.40635   50.89535   0.09350   -0.14051   0.67312   0.72625   97.87292
28   0.09345   -0.14145   0.40611   50.93261   0.09345   -0.14145   0.67327   0.72591   98.00110
29   0.09372   -0.14045   0.40665   50.89598   0.09372   -0.14045   0.67275   0.72671   97.91870
30   0.09370   -0.13971   0.40682   50.86712   0.09370   -0.13971   0.67263   0.72692   97.87903
31   0.09375   -0.13993   0.40706   50.87947   0.09375   -0.13993   0.67220   0.72723   98.05603
32   0.09375   -0.13950   0.40656   50.85478   0.09375   -0.13950   0.67306   0.72655   97.93701
33   0.09387   -0.13950   0.40753   50.86771   0.09387   -0.13950   0.67153   0.72781   97.95837
34   0.09387   -0.13956   0.40682   50.86063   0.09387   -0.13956   0.67266   0.72692   97.92175
35   0.09382   -0.13892   0.40660   50.83111   0.09382   -0.13892   0.67306   0.72655   98.06519
36   0.09391   -0.13910   0.40677   50.84090   0.09391   -0.13910   0.67278   0.72680   98.07739
37   0.09392   -0.14045   0.40676   50.89780   0.09392   -0.14045   0.67254   0.72683   97.97974
38   0.09379   -0.13993   0.40630   50.86988   0.09379   -0.13993   0.67333   0.72619   97.95837
39   0.09377   -0.14020   0.40655   50.88472   0.09377   -0.14020   0.67290   0.72652   98.02551
40   0.09372   -0.14115   0.40661   50.92592   0.09372   -0.14115   0.67260   0.72658   97.91870
41   0.09367   -0.14203   0.40662   50.96359   0.09367   -0.14203   0.67241   0.72662   97.90649
42   0.09348   -0.14258   0.40587   50.97756   0.09348   -0.14258   0.67339   0.72558   97.97058
43   0.09363   -0.14338   0.40591   51.01145   0.09363   -0.14338   0.67321   0.72567   98.00415
44   0.09359   -0.14573   0.40599   51.11269   0.09359   -0.14573   0.67257   0.72576   97.86682
45   0.09348   -0.14588   0.40879   51.15655   0.09348   -0.14588   0.66832   0.72958   97.94312
46   0.09350   -0.14679   0.40630   51.16264   0.09350   -0.14679   0.67183   0.72616   97.91260
47   0.09354   -0.14594   0.40653   51.12893   0.09354   -0.14594   0.67171   0.72649   97.92480
