Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 16:36:16 4/17/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09258   0.01517   -44.54196   -0.16095   0.09258   0.01517   -0.94858   -0.31639   101.17493
2   0.09251   0.01709   -44.48398   -0.16059   0.09251   0.01709   -0.94870   -0.31568   101.14746
3   0.09250   0.01694   -44.48857   -0.16077   0.09250   0.01694   -0.94867   -0.31605   101.03760
4   0.09243   0.01642   -44.50450   -0.15991   0.09243   0.01642   -0.94919   -0.31440   101.15662
5   0.09231   0.01703   -44.48600   -0.16020   0.09231   0.01703   -0.94903   -0.31498   101.20850
6   0.09239   0.01782   -44.46187   -0.16062   0.09239   0.01782   -0.94870   -0.31574   101.10779
7   0.09247   0.01651   -44.50140   -0.16093   0.09247   0.01651   -0.94855   -0.31635   101.07727
8   0.09234   0.01785   -44.46082   -0.16098   0.09234   0.01785   -0.94848   -0.31645   101.18713
9   0.09228   0.01685   -44.49126   -0.16085   0.09228   0.01685   -0.94855   -0.31617   101.20850
10   0.09243   0.01889   -44.42946   -0.16100   0.09243   0.01889   -0.94842   -0.31648   101.09863
11   0.09237   0.01782   -44.46176   -0.16086   0.09237   0.01782   -0.94852   -0.31620   101.10779
12   0.09228   0.01843   -44.44321   -0.16113   0.09228   0.01843   -0.94830   -0.31669   101.20850
13   0.09234   0.01849   -44.44131   -0.16142   0.09234   0.01849   -0.94821   -0.31727   101.15967
14   0.09260   0.01761   -44.46811   -0.16121   0.09260   0.01761   -0.94833   -0.31687   101.04675
15   0.09260   0.01715   -44.48178   -0.16160   0.09260   0.01715   -0.94806   -0.31761   101.15662
16   0.09255   0.01727   -44.47815   -0.16147   0.09255   0.01727   -0.94815   -0.31736   101.21460
17   0.09262   0.01785   -44.46062   -0.16162   0.09262   0.01785   -0.94812   -0.31767   101.12610
18   0.09267   0.01859   -44.43860   -0.16131   0.09267   0.01859   -0.94830   -0.31709   101.08643
19   0.09265   0.01822   -44.44922   -0.16246   0.09265   0.01822   -0.94754   -0.31925   101.15356
20   0.09263   0.01810   -44.45296   -0.16229   0.09263   0.01810   -0.94763   -0.31892   101.14441
21   0.09269   0.01904   -44.42454   -0.16185   0.09269   0.01904   -0.94790   -0.31809   101.09558
22   0.09265   0.01923   -44.41882   -0.16245   0.09265   0.01923   -0.94760   -0.31925   101.17493
23   0.09257   0.01999   -44.39607   -0.16150   0.09257   0.01999   -0.94809   -0.31742   101.21460
24   0.09254   0.01984   -44.40126   -0.16014   0.09254   0.01984   -0.94900   -0.31486   101.12610
25   0.09245   0.01975   -44.40362   -0.16107   0.09245   0.01975   -0.94836   -0.31660   101.11694
26   0.09234   0.02066   -44.37576   -0.16152   0.09234   0.02066   -0.94803   -0.31745   101.17798
27   0.09245   0.02060   -44.37730   -0.16238   0.09245   0.02060   -0.94757   -0.31910   101.18713
28   0.09245   0.02219   -44.32982   -0.16120   0.09245   0.02219   -0.94824   -0.31684   101.04980
29   0.09232   0.02426   -44.26662   -0.16227   0.09232   0.02426   -0.94754   -0.31889   101.10779
30   0.09226   0.02658   -44.19677   -0.16169   0.09226   0.02658   -0.94781   -0.31779   101.20850
31   0.09238   0.02594   -44.21721   -0.15974   0.09238   0.02594   -0.94913   -0.31410   101.07727
32   0.09241   0.02795   -44.15554   -0.16109   0.09241   0.02795   -0.94809   -0.31663   101.06812
33   0.09232   0.03296   -44.00379   -0.16197   0.09232   0.03296   -0.94745   -0.31831   101.17798
34   0.09236   0.03421   -43.96660   -0.16100   0.09236   0.03421   -0.94800   -0.31648   101.19934
35   0.09249   0.03235   -44.02399   -0.15931   0.09249   0.03235   -0.94916   -0.31327   101.07727
36   0.09265   0.03290   -44.00736   -0.15933   0.09265   0.03290   -0.94910   -0.31330   101.10474
37   0.09261   0.03259   -44.01628   -0.15984   0.09261   0.03259   -0.94882   -0.31428   101.20544
38   0.09268   0.03226   -44.02706   -0.15889   0.09268   0.03226   -0.94946   -0.31248   101.18408
