Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 16:34:47 4/17/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09238   -0.08347   -47.73803   0.25307   0.09238   -0.08347   -0.87066   0.48482   99.73145
2   0.09242   -0.08451   -47.77215   0.25313   0.09242   -0.08451   -0.87057   0.48497   99.74060
3   0.09232   -0.08850   -47.90546   0.25366   0.09232   -0.08850   -0.86966   0.48589   99.81995
4   0.09232   -0.08997   -47.94357   0.25054   0.09232   -0.08997   -0.87252   0.48042   99.80164
5   0.09252   -0.09137   -47.99260   0.25138   0.09252   -0.09137   -0.87152   0.48186   99.78943
6   0.09259   -0.09296   -48.04673   0.25199   0.09259   -0.09296   -0.87078   0.48296   99.80164
7   0.09260   -0.09461   -48.09817   0.25114   0.09260   -0.09461   -0.87139   0.48143   99.77112
8   0.09270   -0.09607   -48.14303   0.25022   0.09270   -0.09607   -0.87216   0.47984   99.77112
9   0.09271   -0.09656   -48.16096   0.25072   0.09271   -0.09656   -0.87158   0.48070   99.76196
10   0.09272   -0.09644   -48.15710   0.25080   0.09272   -0.09644   -0.87155   0.48085   99.79248
11   0.09280   -0.09470   -48.10449   0.25208   0.09280   -0.09470   -0.87045   0.48308   99.77112
12   0.09286   -0.09275   -48.04041   0.25219   0.09286   -0.09275   -0.87060   0.48329   99.78027
13   0.09276   -0.08860   -47.90550   0.25265   0.09276   -0.08860   -0.87054   0.48408   99.81995
14   0.09272   -0.08661   -47.83821   0.25205   0.09272   -0.08661   -0.87136   0.48305   99.76196
15   0.09274   -0.08490   -47.78256   0.25221   0.09274   -0.08490   -0.87136   0.48332   99.70093
16   0.09247   -0.08203   -47.69107   0.25321   0.09247   -0.08203   -0.87072   0.48509   99.81079
17   0.09236   -0.08237   -47.69629   0.25120   0.09236   -0.08237   -0.87259   0.48155   99.89014
18   0.09236   -0.07855   -47.57272   0.25179   0.09236   -0.07855   -0.87237   0.48259   99.81079
19   0.09247   -0.07926   -47.59911   0.25289   0.09247   -0.07926   -0.87118   0.48448   99.71008
20   0.09238   -0.07981   -47.61621   0.25265   0.09238   -0.07981   -0.87146   0.48412   99.78943
21   0.09230   -0.08011   -47.62442   0.25197   0.09230   -0.08011   -0.87204   0.48289   99.85962
22   0.09235   -0.08329   -47.72921   0.25214   0.09235   -0.08329   -0.87158   0.48320   99.78943
23   0.09229   -0.08643   -47.83412   0.25269   0.09229   -0.08643   -0.87078   0.48418   99.71924
24   0.09226   -0.08835   -47.89564   0.25215   0.09226   -0.08835   -0.87112   0.48323   99.87793
25   0.09237   -0.08905   -47.91716   0.25165   0.09237   -0.08905   -0.87152   0.48235   99.85046
26   0.09252   -0.09122   -47.98816   0.25166   0.09252   -0.09122   -0.87136   0.48241   99.74976
27   0.09258   -0.09210   -48.01505   0.25094   0.09258   -0.09210   -0.87191   0.48112   99.76196
28   0.09261   -0.09192   -48.01161   0.25163   0.09261   -0.09192   -0.87118   0.48228   99.86877
29   0.09269   -0.09067   -47.96977   0.25151   0.09269   -0.09067   -0.87152   0.48213   99.79248
30   0.09272   -0.08994   -47.94739   0.25202   0.09272   -0.08994   -0.87109   0.48302   99.80164
31   0.09267   -0.08774   -47.87506   0.25190   0.09267   -0.08774   -0.87133   0.48274   99.85046
32   0.09272   -0.08600   -47.81844   0.25211   0.09272   -0.08600   -0.87133   0.48314   99.79248
33   0.09274   -0.08426   -47.76323   0.25281   0.09274   -0.08426   -0.87088   0.48439   99.74060
34   0.09286   -0.08332   -47.73248   0.25285   0.09286   -0.08332   -0.87085   0.48442   99.80164
35   0.09265   -0.08136   -47.66796   0.25278   0.09265   -0.08136   -0.87112   0.48430   99.85046
36   0.09267   -0.08078   -47.64915   0.25293   0.09267   -0.08078   -0.87109   0.48460   99.75281
37   0.09248   -0.07849   -47.57584   0.25364   0.09248   -0.07849   -0.87063   0.48585   99.76196
38   0.09230   -0.07828   -47.56959   0.25382   0.09230   -0.07828   -0.87039   0.48613   99.82910
39   0.09243   -0.07819   -47.56562   0.25350   0.09243   -0.07819   -0.87072   0.48558   99.81079
40   0.09252   -0.07752   -47.54246   0.25322   0.09252   -0.07752   -0.87115   0.48512   99.77112
41   0.09234   -0.07813   -47.56264   0.25324   0.09234   -0.07813   -0.87106   0.48515   99.80164
42   0.09231   -0.08017   -47.62806   0.25257   0.09231   -0.08017   -0.87149   0.48396   99.85046
43   0.09248   -0.08277   -47.71439   0.25292   0.09248   -0.08277   -0.87091   0.48457   99.78027
44   0.09240   -0.08420   -47.76297   0.25336   0.09240   -0.08420   -0.87033   0.48534   99.74060
45   0.09228   -0.08631   -47.83221   0.25337   0.09228   -0.08631   -0.87014   0.48537   99.82910
46   0.09236   -0.08618   -47.82735   0.25312   0.09236   -0.08618   -0.87042   0.48494   99.82910
47   0.09254   -0.08756   -47.87240   0.25308   0.09254   -0.08756   -0.87033   0.48488   99.71008
48   0.09265   -0.08808   -47.89153   0.25368   0.09265   -0.08808   -0.86966   0.48592   99.73145
49   0.09262   -0.08820   -47.89550   0.25367   0.09262   -0.08820   -0.86966   0.48589   99.85046
50   0.09271   -0.08795   -47.88664   0.25340   0.09271   -0.08795   -0.86993   0.48543   99.80164
51   0.09278   -0.08768   -47.87738   0.25335   0.09278   -0.08768   -0.87002   0.48534   99.77112
52   0.09269   -0.08765   -47.87859   0.25398   0.09269   -0.08765   -0.86935   0.48640   99.79248
53   0.09265   -0.08640   -47.83550   0.25339   0.09265   -0.08640   -0.87005   0.48537   99.78943
54   0.09271   -0.08548   -47.80486   0.25334   0.09271   -0.08548   -0.87030   0.48534   99.71313
55   0.09266   -0.08280   -47.71633   0.25320   0.09266   -0.08280   -0.87060   0.48506   99.84131
56   0.09271   -0.08225   -47.69738   0.25296   0.09271   -0.08225   -0.87094   0.48466   99.82910
57   0.09262   -0.08039   -47.63750   0.25339   0.09262   -0.08039   -0.87066   0.48540   99.76196
58   0.09250   -0.08020   -47.63125   0.25329   0.09250   -0.08020   -0.87075   0.48521   99.74976
59   0.09234   -0.07920   -47.59713   0.25293   0.09234   -0.07920   -0.87118   0.48457   99.84131
60   0.09246   -0.07773   -47.55085   0.25368   0.09246   -0.07773   -0.87066   0.48592   99.74060
61   0.09242   -0.07715   -47.53192   0.25368   0.09242   -0.07715   -0.87066   0.48589   99.74060
62   0.09229   -0.07746   -47.54012   0.25304   0.09229   -0.07746   -0.87127   0.48479   99.78943
