Time (ns)	Amplitude (dB/mm)	
-1.00072081E+001	-9.32138290E+001	
-9.98649484E+000	-9.39467627E+001	
-9.96578154E+000	-9.47326962E+001	
-9.94506823E+000	-9.42406331E+001	
-9.92435493E+000	-9.46775668E+001	
-9.90364162E+000	-9.37657484E+001	
-9.88292832E+000	-9.51929324E+001	
-9.86221501E+000	-9.45661544E+001	
-9.84150171E+000	-9.37083078E+001	
-9.82078840E+000	-9.54733877E+001	
-9.80007509E+000	-9.35685386E+001	
-9.77936179E+000	-9.29604505E+001	
-9.75864848E+000	-9.41314452E+001	
-9.73793518E+000	-9.31807560E+001	
-9.71722187E+000	-9.34216668E+001	
-9.69650857E+000	-9.54686514E+001	
-9.67579526E+000	-9.49708003E+001	
-9.65508196E+000	-9.49180649E+001	
-9.63436865E+000	-9.49501160E+001	
-9.61365535E+000	-9.42457997E+001	
-9.59294204E+000	-9.42787079E+001	
-9.57222874E+000	-9.46712136E+001	
-9.55151543E+000	-9.37118744E+001	
-9.53080213E+000	-9.42722034E+001	
-9.51008882E+000	-9.37866692E+001	
-9.48937552E+000	-9.46841109E+001	
-9.46866221E+000	-9.47878978E+001	
-9.44794890E+000	-9.52748878E+001	
-9.42723560E+000	-9.38910334E+001	
-9.40652229E+000	-9.33752238E+001	
-9.38580899E+000	-9.38275119E+001	
-9.36509568E+000	-9.42412238E+001	
-9.34438238E+000	-9.40019544E+001	
-9.32366907E+000	-9.52925466E+001	
-9.30295577E+000	-9.51355472E+001	
-9.28224246E+000	-9.42215395E+001	
-9.26152916E+000	-9.46512250E+001	
-9.24081585E+000	-9.39435368E+001	
-9.22010255E+000	-9.40345681E+001	
-9.19938924E+000	-9.43701670E+001	
-9.17867594E+000	-9.39531784E+001	
-9.15796263E+000	-9.41910468E+001	
-9.13724932E+000	-9.48098280E+001	
-9.11653602E+000	-9.45787274E+001	
-9.09582271E+000	-9.49232805E+001	
-9.07510941E+000	-9.52116535E+001	
-9.05439610E+000	-9.56179735E+001	
-9.03368280E+000	-9.48085219E+001	
-9.01296949E+000	-9.39286426E+001	
-8.99225619E+000	-9.45900282E+001	
-8.97154288E+000	-9.51965494E+001	
-8.95082958E+000	-9.35341958E+001	
-8.93011627E+000	-9.39840735E+001	
-8.90940297E+000	-9.45665373E+001	
-8.88868966E+000	-9.48777937E+001	
-8.86797636E+000	-9.42876595E+001	
-8.84726305E+000	-9.33316086E+001	
-8.82654974E+000	-9.63760338E+001	
-8.80583644E+000	-9.43421576E+001	
-8.78512313E+000	-9.39052010E+001	
-8.76440983E+000	-9.47447082E+001	
-8.74369652E+000	-9.40599402E+001	
-8.72298322E+000	-9.49150709E+001	
-8.70226991E+000	-9.41266535E+001	
-8.68155661E+000	-9.53389691E+001	
-8.66084330E+000	-9.53452105E+001	
-8.64013000E+000	-9.45934106E+001	
-8.61941669E+000	-9.47581953E+001	
-8.59870339E+000	-9.51814327E+001	
-8.57799008E+000	-9.47027500E+001	
-8.55727678E+000	-9.41459901E+001	
-8.53656347E+000	-9.42537288E+001	
-8.51585017E+000	-9.47430200E+001	
-8.49513686E+000	-9.41681531E+001	
-8.47442355E+000	-9.34739915E+001	
-8.45371025E+000	-9.37455548E+001	
-8.43299694E+000	-9.48287483E+001	
-8.41228364E+000	-9.42818584E+001	
-8.39157033E+000	-9.51168908E+001	
-8.37085703E+000	-9.38824414E+001	
-8.35014372E+000	-9.43207293E+001	
-8.32943042E+000	-9.41006224E+001	
-8.30871711E+000	-9.46563640E+001	
-8.28800381E+000	-9.53409439E+001	
-8.26729050E+000	-9.51805006E+001	
-8.24657720E+000	-9.45476002E+001	
-8.22586389E+000	-9.43740661E+001	
-8.20515059E+000	-9.47504474E+001	
-8.18443728E+000	-9.51465176E+001	
-8.16372397E+000	-9.40504246E+001	
-8.14301067E+000	-9.52092029E+001	
-8.12229736E+000	-9.43268681E+001	
-8.10158406E+000	-9.49846971E+001	
-8.08087075E+000	-9.45326820E+001	
-8.06015745E+000	-9.49390918E+001	
-8.03944414E+000	-9.47203869E+001	
-8.01873084E+000	-9.39667331E+001	
-7.99801753E+000	-9.46753099E+001	
-7.97730423E+000	-9.54773751E+001	
-7.95659092E+000	-9.44113534E+001	
-7.93587762E+000	-9.49486125E+001	
-7.91516431E+000	-9.53692055E+001	
-7.89445101E+000	-9.47419475E+001	
-7.87373770E+000	-9.42135489E+001	
-7.85302439E+000	-9.46841153E+001	
-7.83231109E+000	-9.60364472E+001	
-7.81159778E+000	-9.50404776E+001	
-7.79088448E+000	-9.46967156E+001	
-7.77017117E+000	-9.39802712E+001	
-7.74945787E+000	-9.47610154E+001	
-7.72874456E+000	-9.52216855E+001	
-7.70803126E+000	-9.49543330E+001	
-7.68731795E+000	-9.54177493E+001	
-7.66660465E+000	-9.48498119E+001	
-7.64589134E+000	-9.55560702E+001	
-7.62517804E+000	-9.49929784E+001	
-7.60446473E+000	-9.65361016E+001	
-7.58375143E+000	-9.42650256E+001	
-7.56303812E+000	-9.60485949E+001	
-7.54232482E+000	-9.39495297E+001	
-7.52161151E+000	-9.50122766E+001	
-7.50089820E+000	-9.52147699E+001	
-7.48018490E+000	-9.37360738E+001	
-7.45947159E+000	-9.49996053E+001	
-7.43875829E+000	-9.36140586E+001	
-7.41804498E+000	-9.40767025E+001	
-7.39733168E+000	-9.31870061E+001	
-7.37661837E+000	-9.39408553E+001	
-7.35590507E+000	-9.42901240E+001	
-7.33519176E+000	-9.47907524E+001	
-7.31447846E+000	-9.48744028E+001	
-7.29376515E+000	-9.55046993E+001	
-7.27305185E+000	-9.45441268E+001	
-7.25233854E+000	-9.56947076E+001	
-7.23162524E+000	-9.36867476E+001	
-7.21091193E+000	-9.47718180E+001	
-7.19019862E+000	-9.43177068E+001	
-7.16948532E+000	-9.27600381E+001	
-7.14877201E+000	-9.53610361E+001	
-7.12805871E+000	-9.52863167E+001	
-7.10734540E+000	-9.39762140E+001	
-7.08663210E+000	-9.43088975E+001	
-7.06591879E+000	-9.51344178E+001	
-7.04520549E+000	-9.55422384E+001	
-7.02449218E+000	-9.44477958E+001	
-7.00377888E+000	-9.51871062E+001	
-6.98306557E+000	-9.50117438E+001	
-6.96235227E+000	-9.46838051E+001	
-6.94163896E+000	-9.51675115E+001	
-6.92092566E+000	-9.51991807E+001	
-6.90021235E+000	-9.42245331E+001	
-6.87949904E+000	-9.50151730E+001	
-6.85878574E+000	-9.50530724E+001	
-6.83807243E+000	-9.47666221E+001	
-6.81735913E+000	-9.50856109E+001	
-6.79664582E+000	-9.53341877E+001	
-6.77593252E+000	-9.33616665E+001	
-6.75521921E+000	-9.48584221E+001	
-6.73450591E+000	-9.61411327E+001	
-6.71379260E+000	-9.40920848E+001	
-6.69307930E+000	-9.48509787E+001	
-6.67236599E+000	-9.49730738E+001	
-6.65165269E+000	-9.40860371E+001	
-6.63093938E+000	-9.38424398E+001	
-6.61022608E+000	-9.50968370E+001	
-6.58951277E+000	-9.50106476E+001	
-6.56879947E+000	-9.62543986E+001	
-6.54808616E+000	-9.51350942E+001	
-6.52737285E+000	-9.51549719E+001	
-6.50665955E+000	-9.46875914E+001	
-6.48594624E+000	-9.45625775E+001	
-6.46523294E+000	-9.53513265E+001	
-6.44451963E+000	-9.55827268E+001	
-6.42380633E+000	-9.40432551E+001	
-6.40309302E+000	-9.41296080E+001	
-6.38237972E+000	-9.47627908E+001	
-6.36166641E+000	-9.54781283E+001	
-6.34095311E+000	-9.63578725E+001	
-6.32023980E+000	-9.39865405E+001	
-6.29952650E+000	-9.41878731E+001	
-6.27881319E+000	-9.50453780E+001	
-6.25809989E+000	-9.34642671E+001	
-6.23738658E+000	-9.50319646E+001	
-6.21667327E+000	-9.58626036E+001	
-6.19595997E+000	-9.39538002E+001	
-6.17524666E+000	-9.51552051E+001	
-6.15453336E+000	-9.44437483E+001	
-6.13382005E+000	-9.40288894E+001	
-6.11310675E+000	-9.42442480E+001	
-6.09239344E+000	-9.47790864E+001	
-6.07168014E+000	-9.45715805E+001	
-6.05096683E+000	-9.46956381E+001	
-6.03025353E+000	-9.35214217E+001	
-6.00954022E+000	-9.35704056E+001	
-5.98882692E+000	-9.38263582E+001	
-5.96811361E+000	-9.56730973E+001	
-5.94740031E+000	-9.50959099E+001	
-5.92668700E+000	-9.45541335E+001	
-5.90597369E+000	-9.50787253E+001	
-5.88526039E+000	-9.37695678E+001	
-5.86454708E+000	-9.48204209E+001	
-5.84383378E+000	-9.54242555E+001	
-5.82312047E+000	-9.42304841E+001	
-5.80240717E+000	-9.38762901E+001	
-5.78169386E+000	-9.44507715E+001	
-5.76098056E+000	-9.55113162E+001	
-5.74026725E+000	-9.55689565E+001	
-5.71955395E+000	-9.46995779E+001	
-5.69884064E+000	-9.37060013E+001	
-5.67812734E+000	-9.42806201E+001	
-5.65741403E+000	-9.44538916E+001	
-5.63670073E+000	-9.54515539E+001	
-5.61598742E+000	-9.50028233E+001	
-5.59527412E+000	-9.56279434E+001	
-5.57456081E+000	-9.35700198E+001	
-5.55384750E+000	-9.48019945E+001	
-5.53313420E+000	-9.49478097E+001	
-5.51242089E+000	-9.57946118E+001	
-5.49170759E+000	-9.43972017E+001	
-5.47099428E+000	-9.35081691E+001	
-5.45028098E+000	-9.52087715E+001	
-5.42956767E+000	-9.35852196E+001	
-5.40885437E+000	-9.40384776E+001	
-5.38814106E+000	-9.56229624E+001	
-5.36742776E+000	-9.51764650E+001	
-5.34671445E+000	-9.55149487E+001	
-5.32600115E+000	-9.39716601E+001	
-5.30528784E+000	-9.39930234E+001	
-5.28457454E+000	-9.49084023E+001	
-5.26386123E+000	-9.48032260E+001	
-5.24314792E+000	-9.54628248E+001	
-5.22243462E+000	-9.41744658E+001	
-5.20172131E+000	-9.62115314E+001	
-5.18100801E+000	-9.45900742E+001	
-5.16029470E+000	-9.44718059E+001	
-5.13958140E+000	-9.46525787E+001	
-5.11886809E+000	-9.54020730E+001	
-5.09815479E+000	-9.56638361E+001	
-5.07744148E+000	-9.47384121E+001	
-5.05672818E+000	-9.43771020E+001	
-5.03601487E+000	-9.46593107E+001	
-5.01530157E+000	-9.41185099E+001	
-4.99458826E+000	-9.35394965E+001	
-4.97387496E+000	-9.49007123E+001	
-4.95316165E+000	-9.57205999E+001	
-4.93244834E+000	-9.38423572E+001	
-4.91173504E+000	-9.32462741E+001	
-4.89102173E+000	-9.49223977E+001	
-4.87030843E+000	-9.33196652E+001	
-4.84959512E+000	-9.50717694E+001	
-4.82888182E+000	-9.49699037E+001	
-4.80816851E+000	-9.50846933E+001	
-4.78745521E+000	-9.48597881E+001	
-4.76674190E+000	-9.55114906E+001	
-4.74602860E+000	-9.48212309E+001	
-4.72531529E+000	-9.64808722E+001	
-4.70460199E+000	-9.42504705E+001	
-4.68388868E+000	-9.49833181E+001	
-4.66317538E+000	-9.49667295E+001	
-4.64246207E+000	-9.62476581E+001	
-4.62174877E+000	-9.50434170E+001	
-4.60103546E+000	-9.55170595E+001	
-4.58032215E+000	-9.45528699E+001	
-4.55960885E+000	-9.55754464E+001	
-4.53889554E+000	-9.46661891E+001	
-4.51818224E+000	-9.39128334E+001	
-4.49746893E+000	-9.40382947E+001	
-4.47675563E+000	-9.43546992E+001	
-4.45604232E+000	-9.44315578E+001	
-4.43532902E+000	-9.45940575E+001	
-4.41461571E+000	-9.60765992E+001	
-4.39390241E+000	-9.44837557E+001	
-4.37318910E+000	-9.41803475E+001	
-4.35247580E+000	-9.52056365E+001	
-4.33176249E+000	-9.49624467E+001	
-4.31104919E+000	-9.49476456E+001	
-4.29033588E+000	-9.43560704E+001	
-4.26962257E+000	-9.35944869E+001	
-4.24890927E+000	-9.35180238E+001	
-4.22819596E+000	-9.55098230E+001	
-4.20748266E+000	-9.51391969E+001	
-4.18676935E+000	-9.42669798E+001	
-4.16605605E+000	-9.48811086E+001	
