Time (ns)	Amplitude (dB/mm)	
-1.00072081E+001	-9.80504135E+001	
-9.98649484E+000	-9.93594537E+001	
-9.96578154E+000	-9.96675400E+001	
-9.94506823E+000	-9.79446425E+001	
-9.92435493E+000	-9.87507797E+001	
-9.90364162E+000	-9.90933718E+001	
-9.88292832E+000	-1.00239748E+002	
-9.86221501E+000	-9.84455016E+001	
-9.84150171E+000	-9.86016583E+001	
-9.82078840E+000	-9.88885313E+001	
-9.80007509E+000	-1.00334388E+002	
-9.77936179E+000	-1.00026573E+002	
-9.75864848E+000	-9.80107563E+001	
-9.73793518E+000	-9.89508192E+001	
-9.71722187E+000	-9.88466269E+001	
-9.69650857E+000	-9.93842521E+001	
-9.67579526E+000	-9.91523210E+001	
-9.65508196E+000	-9.99220985E+001	
-9.63436865E+000	-9.97693490E+001	
-9.61365535E+000	-9.88638561E+001	
-9.59294204E+000	-9.92441988E+001	
-9.57222874E+000	-1.00296945E+002	
-9.55151543E+000	-9.82005099E+001	
-9.53080213E+000	-1.00049546E+002	
-9.51008882E+000	-9.90529237E+001	
-9.48937552E+000	-9.93883314E+001	
-9.46866221E+000	-9.94232279E+001	
-9.44794890E+000	-9.95579686E+001	
-9.42723560E+000	-9.87644603E+001	
-9.40652229E+000	-9.85494742E+001	
-9.38580899E+000	-9.86906910E+001	
-9.36509568E+000	-9.88729763E+001	
-9.34438238E+000	-9.94369122E+001	
-9.32366907E+000	-9.98076209E+001	
-9.30295577E+000	-9.91041123E+001	
-9.28224246E+000	-1.00487439E+002	
-9.26152916E+000	-9.88123138E+001	
-9.24081585E+000	-9.95702238E+001	
-9.22010255E+000	-9.75790674E+001	
-9.19938924E+000	-9.91991796E+001	
-9.17867594E+000	-9.86350835E+001	
-9.15796263E+000	-9.87923007E+001	
-9.13724932E+000	-9.95877963E+001	
-9.11653602E+000	-9.91409755E+001	
-9.09582271E+000	-9.82837593E+001	
-9.07510941E+000	-9.88299521E+001	
-9.05439610E+000	-9.97443670E+001	
-9.03368280E+000	-9.85595268E+001	
-9.01296949E+000	-9.79461703E+001	
-8.99225619E+000	-9.82613812E+001	
-8.97154288E+000	-1.00184000E+002	
-8.95082958E+000	-1.00326154E+002	
-8.93011627E+000	-9.81187293E+001	
-8.90940297E+000	-9.93194838E+001	
-8.88868966E+000	-1.00323489E+002	
-8.86797636E+000	-9.84697525E+001	
-8.84726305E+000	-9.83018541E+001	
-8.82654974E+000	-1.00348041E+002	
-8.80583644E+000	-9.86419322E+001	
-8.78512313E+000	-9.74485141E+001	
-8.76440983E+000	-9.92813442E+001	
-8.74369652E+000	-9.95959819E+001	
-8.72298322E+000	-9.97616170E+001	
-8.70226991E+000	-9.86129789E+001	
-8.68155661E+000	-9.99820355E+001	
-8.66084330E+000	-9.91497155E+001	
-8.64013000E+000	-9.91492828E+001	
-8.61941669E+000	-9.97355405E+001	
-8.59870339E+000	-9.86218079E+001	
-8.57799008E+000	-9.86241822E+001	
-8.55727678E+000	-9.93639577E+001	
-8.53656347E+000	-9.96890956E+001	
-8.51585017E+000	-9.86972192E+001	
-8.49513686E+000	-9.89446907E+001	
-8.47442355E+000	-9.93973329E+001	
-8.45371025E+000	-9.79012795E+001	
-8.43299694E+000	-9.92636542E+001	
-8.41228364E+000	-9.92980709E+001	
-8.39157033E+000	-9.84479932E+001	
-8.37085703E+000	-9.89567483E+001	
-8.35014372E+000	-9.90183414E+001	
-8.32943042E+000	-9.91946795E+001	
-8.30871711E+000	-9.91458502E+001	
-8.28800381E+000	-1.00553450E+002	
-8.26729050E+000	-9.90933885E+001	
-8.24657720E+000	-9.95359790E+001	
-8.22586389E+000	-9.93678832E+001	
-8.20515059E+000	-9.99294893E+001	
-8.18443728E+000	-9.99554670E+001	
-8.16372397E+000	-9.87570789E+001	
-8.14301067E+000	-9.90209547E+001	
-8.12229736E+000	-1.00390767E+002	
