x-axis,1,2
second,Volt,Volt
-100.0000E-03,+2.7816406E+00,+6.9031E-03
-99.8000E-03,+2.8011719E+00,+11.9812E-03
-99.6000E-03,+2.8207031E+00,+16.8641E-03
-99.4000E-03,+2.8392578E+00,+22.3328E-03
-99.2000E-03,+2.8568360E+00,+27.8016E-03
-99.0000E-03,+2.8734375E+00,+33.2703E-03
-98.8000E-03,+2.8890625E+00,+38.7391E-03
-98.6000E-03,+2.9056641E+00,+44.4031E-03
-98.4000E-03,+2.9212891E+00,+50.0672E-03
-98.2000E-03,+2.9359375E+00,+55.3406E-03
-98.0000E-03,+2.9505860E+00,+61.0047E-03
-97.8000E-03,+2.9632813E+00,+66.4734E-03
-97.6000E-03,+2.9769531E+00,+71.7469E-03
-97.4000E-03,+2.9886719E+00,+77.2156E-03
-97.2000E-03,+3.0003906E+00,+82.8797E-03
-97.0000E-03,+3.0111328E+00,+88.5438E-03
-96.8000E-03,+3.0208985E+00,+94.4031E-03
-96.6000E-03,+3.0306641E+00,+99.8719E-03
-96.4000E-03,+3.0394531E+00,+105.5359E-03
-96.2000E-03,+3.0482422E+00,+111.3953E-03
-96.0000E-03,+3.0560547E+00,+117.2547E-03
-95.8000E-03,+3.0619141E+00,+122.9188E-03
-95.6000E-03,+3.0687500E+00,+128.5828E-03
-95.4000E-03,+3.0736328E+00,+134.4422E-03
-95.2000E-03,+3.0785156E+00,+140.1063E-03
-95.0000E-03,+3.0824219E+00,+145.5750E-03
-94.8000E-03,+3.0863281E+00,+151.0438E-03
-94.6000E-03,+3.0882813E+00,+156.5125E-03
-94.4000E-03,+3.0902344E+00,+161.5906E-03
-94.2000E-03,+3.0912110E+00,+166.6688E-03
-94.0000E-03,+3.0921875E+00,+171.7469E-03
-93.8000E-03,+3.0912110E+00,+177.0203E-03
-93.6000E-03,+3.0912110E+00,+182.4891E-03
-93.4000E-03,+3.0902344E+00,+187.5672E-03
-93.2000E-03,+3.0892578E+00,+193.0359E-03
-93.0000E-03,+3.0863281E+00,+198.3094E-03
-92.8000E-03,+3.0833985E+00,+203.1922E-03
-92.6000E-03,+3.0794922E+00,+208.0750E-03
-92.4000E-03,+3.0746094E+00,+212.7625E-03
-92.2000E-03,+3.0687500E+00,+217.4500E-03
-92.0000E-03,+3.0628906E+00,+222.3328E-03
-91.8000E-03,+3.0560547E+00,+227.0203E-03
-91.6000E-03,+3.0482422E+00,+231.7078E-03
-91.4000E-03,+3.0394531E+00,+236.2000E-03
-91.2000E-03,+3.0306641E+00,+240.6922E-03
