	Time(ms)	S0(mW)	S1	S2	S3	DOP(%)	Average DOP(%)	
2.10000	0.88348	0.95044	0.30964	0.03119	99.88403	99.88403
4.10000	0.88464	0.95056	0.30934	0.03034	99.88403	99.88403
1.90000	0.88544	0.95068	0.30912	0.03061	99.87488	99.87488
3.90000	0.88537	0.95074	0.30885	0.03006	99.89929	99.89929
1.70000	0.88587	0.95047	0.30970	0.03098	99.89929	99.89929
3.70000	0.88645	0.95077	0.30869	0.03009	99.89319	99.89319
1.50000	0.88718	0.95077	0.30866	0.03009	99.87488	99.87488
3.50000	0.88696	0.95087	0.30848	0.03015	99.86877	99.86877
1.30000	0.88797	0.95068	0.30900	0.03030	99.86877	99.86877
3.30000	0.88877	0.95083	0.30879	0.02997	99.85962	99.85962
1.10000	0.88863	0.95090	0.30848	0.02966	99.88403	99.88403
3.10000	0.88783	0.95096	0.30842	0.02969	99.87488	99.87488
0.90000	0.88834	0.95102	0.30808	0.02942	99.88403	99.88403
2.90000	0.88856	0.95105	0.30799	0.02915	99.88403	99.88403
0.70000	0.88914	0.95105	0.30784	0.02942	99.86877	99.86877
2.70000	0.88892	0.95117	0.30766	0.02905	99.86877	99.86877
0.50000	0.88957	0.95102	0.30808	0.02939	99.86877	99.86877
2.50000	0.88950	0.95120	0.30763	0.02982	99.85962	99.85962
0.30000	0.89037	0.95099	0.30827	0.02997	99.86877	99.86877
2.30000	0.89073	0.95105	0.30821	0.02982	99.88403	99.88403
0.10000	0.89080	0.95099	0.30799	0.02924	99.89319	99.89319
2.10000	0.89030	0.95123	0.30741	0.02896	99.90845	99.90845
4.10000	0.89066	0.95123	0.30744	0.02918	99.89929	99.89929
1.90000	0.89131	0.95120	0.30747	0.02945	99.87793	99.87793
3.90000	0.89117	0.95117	0.30744	0.02908	99.89319	99.89319
1.70000	0.89117	0.95102	0.30799	0.02951	99.88403	99.88403
3.70000	0.89167	0.95108	0.30784	0.02933	99.90845	99.90845
1.50000	0.89204	0.95117	0.30760	0.02936	99.88403	99.88403
3.50000	0.89196	0.95129	0.30732	0.02890	99.86877	99.86877
1.30000	0.89240	0.95126	0.30747	0.02905	99.86877	99.86877
3.30000	0.89196	0.95126	0.30754	0.02887	99.85962	99.85962
1.10000	0.89204	0.95123	0.30757	0.02893	99.85962	99.85962
3.10000	0.89291	0.95129	0.30732	0.02902	99.85962	99.85962
0.90000	0.89262	0.95123	0.30757	0.02884	99.89319	99.89319
