Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 11:45:15 4/15/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,6,0)
Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.08437   0.58950   0.46663   -3.99464   0.08437   0.58950   -0.08274   0.80364   98.53210
2   0.08443   0.58998   0.46639   -3.97539   0.08443   0.58998   -0.08240   0.80343   98.48022
3   0.08437   0.58950   0.46671   -3.96845   0.08437   0.58950   -0.08219   0.80380   98.45886
4   0.08435   0.58898   0.46701   -3.96899   0.08435   0.58898   -0.08213   0.80410   98.50159
5   0.08435   0.58879   0.46710   -3.98769   0.08435   0.58879   -0.08249   0.80422   98.46802
6   0.08433   0.58904   0.46685   -4.03263   0.08433   0.58904   -0.08347   0.80392   98.41309
7   0.08430   0.58815   0.46766   -3.90447   0.08430   0.58815   -0.08066   0.80493   98.45581
8   0.08426   0.58748   0.46799   -3.95707   0.08426   0.58748   -0.08167   0.80532   98.51990
9   0.08426   0.58821   0.46751   -3.94345   0.08426   0.58821   -0.08148   0.80465   98.49854
10   0.08442   0.58712   0.46828   -3.90398   0.08442   0.58712   -0.08051   0.80560   98.42529
11   0.08454   0.58693   0.46828   -3.99141   0.08454   0.58693   -0.08231   0.80569   98.43750
12   0.08458   0.58763   0.46803   -3.87720   0.08458   0.58763   -0.08002   0.80535   98.52600
13   0.08456   0.58705   0.46835   -3.89999   0.08456   0.58705   -0.08042   0.80572   98.44971
14   0.08460   0.58797   0.46770   -3.92902   0.08460   0.58797   -0.08115   0.80490   98.50464
15   0.08457   0.58797   0.46785   -3.86042   0.08457   0.58797   -0.07971   0.80514   98.52600
16   0.08470   0.58840   0.46752   -3.87953   0.08470   0.58840   -0.08017   0.80468   98.49548
17   0.08475   0.58837   0.46760   -3.85931   0.08475   0.58837   -0.07974   0.80483   98.43140
18   0.08461   0.58779   0.46785   -3.91417   0.08461   0.58779   -0.08081   0.80511   98.53821
19   0.08464   0.58727   0.46823   -3.88252   0.08464   0.58727   -0.08008   0.80554   98.58093
20   0.08467   0.58727   0.46820   -3.91613   0.08467   0.58727   -0.08078   0.80557   98.48328
21   0.08449   0.58867   0.46742   -3.85441   0.08449   0.58867   -0.07968   0.80462   98.49243
22   0.08444   0.58834   0.46754   -3.90181   0.08444   0.58834   -0.08063   0.80477   98.54431
23   0.08450   0.58803   0.46791   -3.79869   0.08450   0.58803   -0.07843   0.80520   98.48022
24   0.08443   0.58773   0.46804   -3.84301   0.08443   0.58773   -0.07932   0.80538   98.46802
25   0.08434   0.58815   0.46767   -3.90885   0.08434   0.58815   -0.08075   0.80499   98.48022
26   0.08433   0.58776   0.46798   -3.86473   0.08433   0.58776   -0.07978   0.80529   98.53210
27   0.08429   0.58879   0.46716   -3.97021   0.08429   0.58879   -0.08213   0.80438   98.45581
28   0.08425   0.58861   0.46740   -3.87960   0.08425   0.58861   -0.08020   0.80459   98.49854
29   0.08421   0.58870   0.46733   -3.89213   0.08421   0.58870   -0.08048   0.80453   98.54126
30   0.08432   0.58846   0.46746   -3.91414   0.08432   0.58846   -0.08090   0.80471   98.51074
31   0.08438   0.58885   0.46714   -3.94067   0.08438   0.58885   -0.08151   0.80428   98.46802
32   0.08444   0.58873   0.46726   -3.91088   0.08444   0.58873   -0.08087   0.80438   98.48022
33   0.08443   0.58892   0.46712   -3.93881   0.08443   0.58892   -0.08148   0.80428   98.48022
34   0.08442   0.58947   0.46686   -3.87841   0.08442   0.58947   -0.08029   0.80392   98.50159
35   0.08438   0.58968   0.46667   -3.91196   0.08438   0.58968   -0.08103   0.80370   98.50159
36   0.08434   0.58925   0.46687   -3.95261   0.08434   0.58925   -0.08182   0.80395   98.51074
37   0.08445   0.58919   0.46695   -3.91661   0.08445   0.58919   -0.08106   0.80401   98.44666
38   0.08433   0.58950   0.46679   -3.90151   0.08433   0.58950   -0.08078   0.80383   98.55347
39   0.08432   0.58998   0.46643   -3.94922   0.08432   0.58998   -0.08185   0.80346   98.50159
40   0.08450   0.58980   0.46651   -3.95916   0.08450   0.58980   -0.08203   0.80352   98.42834
41   0.08448   0.59011   0.46648   -3.88880   0.08448   0.59011   -0.08060   0.80355   98.41614
42   0.08438   0.58974   0.46653   -3.96392   0.08438   0.58974   -0.08213   0.80352   98.51074
43   0.08428   0.58889   0.46706   -3.96815   0.08428   0.58889   -0.08209   0.80413   98.47717
44   0.08436   0.58956   0.46666   -3.96223   0.08436   0.58956   -0.08206   0.80370   98.48938
45   0.08443   0.58998   0.46625   -4.04368   0.08443   0.58998   -0.08383   0.80322   98.45886
46   0.08434   0.59041   0.46591   -4.07272   0.08434   0.59041   -0.08451   0.80279   98.52295
47   0.08438   0.58983   0.46641   -4.01274   0.08438   0.58983   -0.08316   0.80343   98.50159
48   0.08441   0.59023   0.46608   -4.05364   0.08441   0.59023   -0.08408   0.80303   98.46802
49   0.08433   0.59026   0.46601   -4.07086   0.08433   0.59026   -0.08444   0.80291   98.54431
50   0.08429   0.59032   0.46602   -4.03996   0.08429   0.59032   -0.08380   0.80288   98.49854
51   0.08435   0.59072   0.46572   -4.07935   0.08435   0.59072   -0.08469   0.80258   98.46802
52   0.08437   0.59148   0.46523   -4.08140   0.08437   0.59148   -0.08484   0.80200   98.50159
53   0.08442   0.59136   0.46529   -4.08947   0.08442   0.59136   -0.08499   0.80206   98.53516
54   0.08457   0.59136   0.46539   -4.04021   0.08457   0.59136   -0.08396   0.80218   98.51379
55   0.08451   0.59178   0.46493   -4.14300   0.08451   0.59178   -0.08618   0.80163   98.48022
56   0.08452   0.59276   0.46430   -4.13338   0.08452   0.59276   -0.08612   0.80081   98.52600
57   0.08452   0.59169   0.46503   -4.13784   0.08452   0.59169   -0.08606   0.80184   98.56873
58   0.08466   0.59267   0.46434   -4.15423   0.08466   0.59267   -0.08655   0.80093   98.41003
59   0.08461   0.59239   0.46444   -4.19803   0.08461   0.59239   -0.08744   0.80105   98.54736
60   0.08458   0.59316   0.46408   -4.14364   0.08458   0.59316   -0.08640   0.80065   98.55957
61   0.08455   0.59239   0.46450   -4.17491   0.08455   0.59239   -0.08695   0.80117   98.55957
62   0.08464   0.59224   0.46452   -4.19620   0.08464   0.59224   -0.08737   0.80111   98.47412
63   0.08442   0.59343   0.46373   -4.24125   0.08442   0.59343   -0.08850   0.80026   98.61145
64   0.08438   0.59340   0.46367   -4.27749   0.08438   0.59340   -0.08927   0.80016   98.56567
65   0.08440   0.59288   0.46398   -4.27829   0.08440   0.59288   -0.08921   0.80053   98.50159
66   0.08438   0.59444   0.46316   -4.18523   0.08438   0.59444   -0.08747   0.79949   98.50159
67   0.08434   0.59502   0.46266   -4.25884   0.08434   0.59502   -0.08911   0.79891   98.50159
68   0.08433   0.59331   0.46379   -4.23778   0.08433   0.59331   -0.08841   0.80029   98.58704
69   0.08435   0.59404   0.46321   -4.28733   0.08435   0.59404   -0.08957   0.79955   98.53210
70   0.08427   0.59349   0.46344   -4.34740   0.08427   0.59349   -0.09076   0.79983   98.56567
71   0.08436   0.59374   0.46335   -4.32693   0.08436   0.59374   -0.09037   0.79977   98.52295
72   0.08444   0.59423   0.46308   -4.29754   0.08444   0.59423   -0.08982   0.79940   98.44666
73   0.08433   0.59490   0.46258   -4.33011   0.08433   0.59490   -0.09061   0.79879   98.53210
74   0.08440   0.59453   0.46281   -4.33992   0.08440   0.59453   -0.09076   0.79910   98.60840
75   0.08461   0.59478   0.46267   -4.33242   0.08461   0.59478   -0.09064   0.79894   98.47412
76   0.08452   0.59490   0.46257   -4.35309   0.08452   0.59490   -0.09110   0.79885   98.49243
77   0.08443   0.59481   0.46257   -4.36093   0.08443   0.59481   -0.09125   0.79876   98.59009
78   0.08453   0.59539   0.46221   -4.37253   0.08453   0.59539   -0.09159   0.79839   98.53516
79   0.08460   0.59581   0.46197   -4.35511   0.08460   0.59581   -0.09128   0.79809   98.48328
80   0.08459   0.59645   0.46144   -4.40491   0.08459   0.59645   -0.09244   0.79742   98.44971
81   0.08451   0.59624   0.46168   -4.38355   0.08451   0.59624   -0.09195   0.79781   98.55652
82   0.08464   0.59581   0.46191   -4.38091   0.08464   0.59581   -0.09183   0.79800   98.48328
83   0.08453   0.59648   0.46155   -4.35601   0.08453   0.59648   -0.09140   0.79760   98.44971
84   0.08452   0.59532   0.46215   -4.42030   0.08452   0.59532   -0.09259   0.79830   98.52600
85   0.08443   0.59587   0.46195   -4.35897   0.08443   0.59587   -0.09137   0.79812   98.57788
86   0.08441   0.59505   0.46238   -4.39935   0.08441   0.59505   -0.09210   0.79861   98.53516
87   0.08431   0.59563   0.46202   -4.39084   0.08431   0.59563   -0.09201   0.79818   98.52295
88   0.08431   0.59548   0.46212   -4.39625   0.08431   0.59548   -0.09210   0.79833   98.54431
89   0.08440   0.59651   0.46147   -4.38299   0.08440   0.59651   -0.09198   0.79748   98.46802
90   0.08432   0.59569   0.46191   -4.41619   0.08432   0.59569   -0.09256   0.79800   98.56567
91   0.08417   0.59584   0.46168   -4.49957   0.08417   0.59584   -0.09436   0.79781   98.58398
92   0.08419   0.59548   0.46186   -4.49800   0.08419   0.59548   -0.09427   0.79791   98.51990
93   0.08417   0.59587   0.46166   -4.48074   0.08417   0.59587   -0.09397   0.79769   98.48633
94   0.08417   0.59603   0.46157   -4.48533   0.08417   0.59603   -0.09409   0.79763   98.57483
95   0.08411   0.59569   0.46180   -4.46777   0.08411   0.59569   -0.09366   0.79785   98.66028
96   0.08444   0.59621   0.46148   -4.47539   0.08444   0.59621   -0.09391   0.79751   98.51379
97   0.08431   0.59630   0.46137   -4.49045   0.08431   0.59630   -0.09424   0.79736   98.47717
98   0.08432   0.59642   0.46125   -4.51672   0.08432   0.59642   -0.09482   0.79724   98.52295
99   0.08431   0.59597   0.46168   -4.43424   0.08431   0.59597   -0.09299   0.79769   98.58704
100   0.08444   0.59615   0.46150   -4.48729   0.08444   0.59615   -0.09415   0.79757   98.52295
101   0.08443   0.59737   0.46079   -4.45399   0.08443   0.59737   -0.09363   0.79669   98.52295
102   0.08437   0.59661   0.46118   -4.49677   0.08437   0.59661   -0.09442   0.79714   98.60840
