Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 16:38:56 4/17/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09347   0.09156   29.96135   -0.69355   0.09347   0.09156   0.15809   -0.98325   100.50659
2   0.09335   0.09217   29.84732   -0.69356   0.09335   0.09217   0.15769   -0.98325   100.58594
3   0.09337   0.09265   29.76917   -0.69350   0.09337   0.09265   0.15754   -0.98318   100.49744
4   0.09331   0.09284   29.71039   -0.69365   0.09331   0.09284   0.15711   -0.98328   100.47913
5   0.09319   0.09360   29.45193   -0.69429   0.09319   0.09360   0.15519   -0.98352   100.52795
6   0.09306   0.09323   29.53135   -0.69422   0.09306   0.09323   0.15555   -0.98346   100.55847
7   0.09314   0.09357   29.37849   -0.69471   0.09314   0.09357   0.15424   -0.98367   100.42114
8   0.09316   0.09476   29.35292   -0.69367   0.09316   0.09476   0.15589   -0.98325   100.46997
9   0.09312   0.09445   29.47062   -0.69334   0.09312   0.09445   0.15683   -0.98315   100.56763
10   0.09322   0.09445   29.59050   -0.69268   0.09322   0.09445   0.15833   -0.98285   100.52795
11   0.09330   0.09351   29.59287   -0.69362   0.09330   0.09351   0.15677   -0.98331   100.43030
12   0.09320   0.09384   29.54029   -0.69356   0.09320   0.09384   0.15668   -0.98315   100.51880
13   0.09333   0.09272   29.65841   -0.69405   0.09333   0.09272   0.15625   -0.98340   100.55847
14   0.09339   0.09244   29.82465   -0.69341   0.09339   0.09244   0.15787   -0.98318   100.44861
15   0.09339   0.09305   29.60063   -0.69403   0.09339   0.09305   0.15610   -0.98343   100.48828
16   0.09351   0.09244   29.81015   -0.69349   0.09351   0.09244   0.15769   -0.98321   100.55542
17   0.09350   0.09311   29.87587   -0.69245   0.09350   0.09311   0.15967   -0.98288   100.46997
18   0.09363   0.09223   29.91123   -0.69314   0.09363   0.09223   0.15860   -0.98303   100.43945
19   0.09349   0.09339   29.83912   -0.69238   0.09349   0.09339   0.15967   -0.98276   100.54626
20   0.09350   0.09387   29.66074   -0.69288   0.09350   0.09387   0.15824   -0.98300   100.55542
21   0.09349   0.09378   29.70927   -0.69270   0.09349   0.09378   0.15870   -0.98291   100.40894
22   0.09344   0.09372   29.64963   -0.69309   0.09344   0.09372   0.15784   -0.98303   100.46997
23   0.09327   0.09403   29.47370   -0.69375   0.09327   0.09403   0.15616   -0.98328   100.58594
24   0.09331   0.09299   29.68001   -0.69366   0.09331   0.09299   0.15699   -0.98328   100.47913
25   0.09335   0.09360   29.66115   -0.69315   0.09335   0.09360   0.15778   -0.98309   100.39978
26   0.09321   0.09326   29.66003   -0.69349   0.09321   0.09326   0.15720   -0.98315   100.51880
27   0.09314   0.09253   29.79535   -0.69348   0.09314   0.09253   0.15766   -0.98315   100.59814
28   0.09317   0.09189   29.93504   -0.69335   0.09317   0.09189   0.15833   -0.98312   100.46997
29   0.09320   0.09250   30.21031   -0.69115   0.09320   0.09250   0.16297   -0.98236   100.46082
