Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 16:32:3 4/17/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,6,0)
Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.09324   -0.15070   0.66238   64.10905   0.09324   -0.15070   0.19138   0.97003   96.69800
2   0.09319   -0.15085   0.66247   64.14761   0.09319   -0.15085   0.19105   0.97009   96.63696
3   0.09309   -0.15131   0.66171   64.08122   0.09309   -0.15131   0.19254   0.96963   96.62476
4   0.09314   -0.15079   0.66176   64.01362   0.09314   -0.15079   0.19282   0.96966   96.66748
5   0.09312   -0.15091   0.66216   64.10216   0.09312   -0.15091   0.19175   0.96991   96.60645
6   0.09302   -0.15116   0.66211   64.12910   0.09302   -0.15116   0.19169   0.96988   96.63086
7   0.09310   -0.15204   0.66150   64.15289   0.09310   -0.15204   0.19248   0.96951   96.66443
8   0.09318   -0.15122   0.66200   64.11922   0.09318   -0.15122   0.19190   0.96982   96.67664
9   0.09328   -0.15116   0.66223   64.15131   0.09328   -0.15116   0.19138   0.96994   96.66138
10   0.09333   -0.15250   0.66153   64.22578   0.09333   -0.15250   0.19205   0.96957   96.67358
11   0.09338   -0.15177   0.66188   64.17860   0.09338   -0.15177   0.19178   0.96976   96.63391
12   0.09352   -0.15217   0.66208   64.27510   0.09352   -0.15217   0.19095   0.96982   96.54236
13   0.09348   -0.15104   0.66168   64.03391   0.09348   -0.15104   0.19285   0.96963   96.62781
14   0.09342   -0.15195   0.66115   64.07841   0.09342   -0.15195   0.19340   0.96933   96.74377
15   0.09348   -0.15168   0.66155   64.10605   0.09348   -0.15168   0.19266   0.96957   96.61865
16   0.09354   -0.15143   0.66162   64.08142   0.09354   -0.15143   0.19269   0.96970   96.55151
17   0.09354   -0.15165   0.66181   64.14966   0.09354   -0.15165   0.19202   0.96966   96.63086
18   0.09363   -0.15271   0.66120   64.19884   0.09363   -0.15271   0.19269   0.96936   96.61560
19   0.09353   -0.15363   0.66105   64.30882   0.09353   -0.15363   0.19233   0.96933   96.58203
20   0.09341   -0.15336   0.66094   64.24622   0.09341   -0.15336   0.19285   0.96936   96.57898
21   0.09328   -0.15427   0.66116   64.42484   0.09328   -0.15427   0.19153   0.96936   96.65222
22   0.09322   -0.15409   0.66075   64.32381   0.09322   -0.15409   0.19269   0.96912   96.63086
23   0.09315   -0.15549   0.66056   64.49733   0.09315   -0.15549   0.19205   0.96902   96.69495
24   0.09313   -0.15525   0.66069   64.48422   0.09313   -0.15525   0.19193   0.96915   96.66443
25   0.09315   -0.15607   0.66034   64.54282   0.09315   -0.15607   0.19214   0.96902   96.62781
26   0.09317   -0.15409   0.66111   64.38595   0.09317   -0.15409   0.19184   0.96942   96.70715
27   0.09308   -0.15452   0.66056   64.35146   0.09308   -0.15452   0.19285   0.96908   96.58508
28   0.09302   -0.15506   0.66099   64.51008   0.09302   -0.15506   0.19135   0.96936   96.74072
29   0.09316   -0.15601   0.66014   64.49954   0.09316   -0.15601   0.19266   0.96884   96.72546
30   0.09323   -0.15433   0.66156   64.50645   0.09323   -0.15433   0.19050   0.96957   96.62170
31   0.09331   -0.15528   0.66116   64.57193   0.09331   -0.15528   0.19077   0.96945   96.74072
32   0.09340   -0.15555   0.66062   64.51620   0.09340   -0.15555   0.19187   0.96918   96.80176
33   0.09350   -0.15586   0.66100   64.63097   0.09350   -0.15586   0.19068   0.96939   96.60950
34   0.09347   -0.15574   0.66078   64.57289   0.09347   -0.15574   0.19132   0.96921   96.60950
35   0.09351   -0.15564   0.66113   64.62295   0.09351   -0.15564   0.19053   0.96939   96.67969
36   0.09360   -0.15644   0.66093   64.70562   0.09360   -0.15644   0.19037   0.96933   96.63391
37   0.09356   -0.15693   0.66087   64.76973   0.09356   -0.15693   0.19010   0.96924   96.65222
38   0.09358   -0.15674   0.66128   64.81669   0.09358   -0.15674   0.18925   0.96951   96.62170
39   0.09348   -0.15735   0.66089   64.83512   0.09348   -0.15735   0.18973   0.96933   96.74683
40   0.09348   -0.15879   0.66041   64.96296   0.09348   -0.15879   0.18973   0.96905   96.72852
41   0.09350   -0.15879   0.66001   64.88835   0.09350   -0.15879   0.19074   0.96884   96.64917
