Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 16:34:0 4/17/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09263   -0.10678   -50.10685   0.46231   0.09263   -0.10678   -0.59267   0.79849   98.03162
2   0.09257   -0.10831   -50.18792   0.46284   0.09257   -0.10831   -0.59154   0.79913   98.01025
3   0.09259   -0.11069   -50.29005   0.46189   0.09259   -0.11069   -0.59261   0.79794   98.01025
4   0.09258   -0.11267   -50.39242   0.46236   0.09258   -0.11267   -0.59151   0.79858   97.99194
5   0.09267   -0.11585   -50.55935   0.46323   0.09267   -0.11585   -0.58947   0.79958   97.99194
6   0.09281   -0.11695   -50.59184   0.46184   0.09281   -0.11695   -0.59151   0.79791   97.97668
7   0.09280   -0.11985   -50.72598   0.46140   0.09280   -0.11985   -0.59160   0.79733   98.06519
8   0.09286   -0.12232   -50.84146   0.46112   0.09286   -0.12232   -0.59154   0.79699   98.06519
9   0.09287   -0.12354   -50.89311   0.46064   0.09287   -0.12354   -0.59206   0.79638   97.98584
10   0.09280   -0.12317   -50.87142   0.46038   0.09280   -0.12317   -0.59255   0.79608   98.05603
11   0.09280   -0.12442   -50.93889   0.46083   0.09280   -0.12442   -0.59157   0.79662   98.07434
12   0.09289   -0.12421   -50.94120   0.46162   0.09289   -0.12421   -0.59032   0.79757   98.02856
13   0.09292   -0.12091   -50.77304   0.46110   0.09292   -0.12091   -0.59188   0.79699   97.95837
14   0.09282   -0.12061   -50.77248   0.46204   0.09282   -0.12061   -0.59044   0.79815   98.06519
15   0.09286   -0.12058   -50.78007   0.46260   0.09286   -0.12058   -0.58950   0.79879   98.05603
16   0.09279   -0.12000   -50.74606   0.46225   0.09279   -0.12000   -0.59023   0.79843   97.96448
17   0.09273   -0.11682   -50.57605   0.46114   0.09273   -0.11682   -0.59261   0.79699   97.99500
18   0.09251   -0.11313   -50.39398   0.46090   0.09251   -0.11313   -0.59374   0.79675   98.02856
19   0.09261   -0.11042   -50.28520   0.46249   0.09261   -0.11042   -0.59169   0.79870   98.01025
