Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 16:29:50 4/17/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,6,0)
Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.09370   -0.10874   0.23026   48.48553   0.09370   -0.10874   0.88931   0.44447   98.92273
2   0.09378   -0.10746   0.23021   48.44402   0.09378   -0.10746   0.88952   0.44438   98.89526
3   0.09370   -0.10724   0.23062   48.43841   0.09370   -0.10724   0.88922   0.44514   98.88306
4   0.09371   -0.10642   0.23051   48.41177   0.09371   -0.10642   0.88934   0.44490   98.97156
5   0.09364   -0.10569   0.23092   48.38966   0.09364   -0.10569   0.88903   0.44563   98.93188
6   0.09371   -0.10511   0.23072   48.36986   0.09371   -0.10511   0.88940   0.44533   98.85559
7   0.09375   -0.10352   0.23061   48.31876   0.09375   -0.10352   0.88958   0.44508   98.76709
8   0.09364   -0.10352   0.23127   48.32068   0.09364   -0.10352   0.88907   0.44630   98.98987
9   0.09376   -0.10428   0.23069   48.34357   0.09376   -0.10428   0.88943   0.44523   98.87695
10   0.09376   -0.10273   0.23069   48.29332   0.09376   -0.10273   0.88965   0.44523   98.93494
11   0.09385   -0.10248   0.23101   48.28668   0.09385   -0.10248   0.88934   0.44578   98.88611
12   0.09396   -0.10309   0.23057   48.30474   0.09396   -0.10309   0.88971   0.44502   98.86780
13   0.09401   -0.10273   0.23110   48.29478   0.09401   -0.10273   0.88925   0.44597   98.80981
14   0.09402   -0.10422   0.23095   48.34231   0.09402   -0.10422   0.88925   0.44572   98.80981
15   0.09399   -0.10529   0.23084   48.37625   0.09399   -0.10529   0.88925   0.44554   98.92578
16   0.09406   -0.10471   0.23144   48.36000   0.09406   -0.10471   0.88867   0.44655   98.84033
17   0.09406   -0.10651   0.23072   48.41549   0.09406   -0.10651   0.88913   0.44527   98.90747
18   0.09405   -0.10746   0.23068   48.44589   0.09405   -0.10746   0.88903   0.44520   98.90747
19   0.09403   -0.10810   0.23081   48.46684   0.09403   -0.10810   0.88888   0.44545   98.89832
20   0.09412   -0.10739   0.23105   48.44501   0.09412   -0.10739   0.88876   0.44588   98.84033
21   0.09399   -0.10776   0.23074   48.45582   0.09399   -0.10776   0.88897   0.44533   98.87695
22   0.09388   -0.10697   0.23060   48.42968   0.09388   -0.10697   0.88922   0.44508   98.86780
23   0.09375   -0.10508   0.23146   48.37176   0.09375   -0.10508   0.88864   0.44661   98.86475
24   0.09376   -0.10532   0.23108   48.37825   0.09376   -0.10532   0.88897   0.44594   98.87695
25   0.09366   -0.10675   0.23086   48.42395   0.09366   -0.10675   0.88894   0.44551   98.83423
26   0.09369   -0.10739   0.23125   48.44571   0.09369   -0.10739   0.88858   0.44624   98.96240
27   0.09370   -0.10636   0.23177   48.41389   0.09370   -0.10636   0.88827   0.44719   98.91357
28   0.09369   -0.10794   0.23213   48.46658   0.09369   -0.10794   0.88769   0.44780   98.90442
29   0.09366   -0.10935   0.23279   48.51421   0.09366   -0.10935   0.88693   0.44899   98.87390
30   0.09373   -0.11139   0.23222   48.57803   0.09373   -0.11139   0.88723   0.44798   98.83728
31   0.09368   -0.11173   0.23156   48.58638   0.09368   -0.11173   0.88781   0.44682   98.95325
32   0.09379   -0.11261   0.23181   48.61597   0.09379   -0.11261   0.88745   0.44725   98.90442
33   0.09404   -0.11335   0.23205   48.64035   0.09404   -0.11335   0.88717   0.44771   98.91663
34   0.09404   -0.11316   0.23130   48.63169   0.09404   -0.11316   0.88788   0.44636   98.89832
35   0.09395   -0.11356   0.23112   48.64391   0.09395   -0.11356   0.88797   0.44603   98.92578
36   0.09410   -0.11374   0.23157   48.65146   0.09410   -0.11374   0.88754   0.44682   98.88000
37   0.09414   -0.11179   0.23112   48.58673   0.09414   -0.11179   0.88821   0.44603   98.84949
38   0.09408   -0.11109   0.23228   48.56833   0.09408   -0.11109   0.88723   0.44810   98.92883
39   0.09402   -0.11014   0.23220   48.53753   0.09402   -0.11014   0.88742   0.44795   98.98682
40   0.09409   -0.11017   0.23308   48.54187   0.09409   -0.11017   0.88656   0.44951   98.88000
41   0.09412   -0.11039   0.23378   48.55121   0.09412   -0.11039   0.88592   0.45076   98.89832
42   0.09396   -0.11191   0.23394   48.60126   0.09396   -0.11191   0.88556   0.45103   98.97461
43   0.09390   -0.11310   0.23336   48.63767   0.09390   -0.11310   0.88592   0.45000   98.95630
44   0.09378   -0.11344   0.23325   48.64798   0.09378   -0.11344   0.88601   0.44981   98.88611
45   0.09372   -0.11350   0.23345   48.65054   0.09372   -0.11350   0.88586   0.45018   98.89526
46   0.09367   -0.10941   0.23432   48.52143   0.09367   -0.10941   0.88559   0.45173   98.93188
47   0.09368   -0.10675   0.23382   48.43387   0.09368   -0.10675   0.88635   0.45085   98.94409
48   0.09374   -0.10077   0.23211   48.23509   0.09374   -0.10077   0.88858   0.44777   98.93494
49   0.09367   -0.09943   0.23263   48.19343   0.09367   -0.09943   0.88827   0.44871   98.90442
50   0.09363   -0.09589   0.23217   48.07810   0.09363   -0.09589   0.88900   0.44786   99.00208
51   0.09367   -0.09162   0.23105   47.93692   0.09367   -0.09162   0.89053   0.44588   98.91357
52   0.09368   -0.08637   0.22998   47.76530   0.09368   -0.08637   0.89196   0.44395   98.93188
53   0.09377   -0.08393   0.23142   47.69062   0.09377   -0.08393   0.89096   0.44655   98.92578
