x-axis,1,2
second,Volt,Volt
-100.0000E-03,+200.5625E-03,-177.3656E-03
-99.8000E-03,+188.8437E-03,-183.6156E-03
-99.6000E-03,+173.2187E-03,-189.8656E-03
-99.4000E-03,+161.5000E-03,-196.1156E-03
-99.2000E-03,+149.7812E-03,-202.7563E-03
-99.0000E-03,+138.0625E-03,-209.0063E-03
-98.8000E-03,+126.3437E-03,-214.8656E-03
-98.6000E-03,+118.5312E-03,-221.8969E-03
-98.4000E-03,+110.7187E-03,-228.1469E-03
-98.2000E-03,+102.9062E-03,-234.7875E-03
-98.0000E-03,+99.0000E-03,-241.0375E-03
-97.8000E-03,+91.1875E-03,-247.6781E-03
-97.6000E-03,+87.2812E-03,-253.9281E-03
-97.4000E-03,+83.3750E-03,-259.7875E-03
-97.2000E-03,+83.3750E-03,-266.0375E-03
-97.0000E-03,+79.4687E-03,-271.1156E-03
-96.8000E-03,+79.4687E-03,-276.5844E-03
-96.6000E-03,+79.4687E-03,-281.2719E-03
-96.4000E-03,+79.4687E-03,-286.3500E-03
-96.2000E-03,+83.3750E-03,-291.8188E-03
-96.0000E-03,+87.2812E-03,-297.2875E-03
-95.8000E-03,+87.2812E-03,-302.3656E-03
-95.6000E-03,+95.0937E-03,-307.4438E-03
-95.4000E-03,+99.0000E-03,-312.9125E-03
-95.2000E-03,+102.9062E-03,-317.6000E-03
-95.0000E-03,+110.7187E-03,-323.0688E-03
-94.8000E-03,+118.5312E-03,-328.1469E-03
-94.6000E-03,+130.2500E-03,-333.2250E-03
-94.4000E-03,+138.0625E-03,-337.9125E-03
-94.2000E-03,+149.7812E-03,-343.3813E-03
-94.0000E-03,+161.5000E-03,-348.4594E-03
-93.8000E-03,+173.2187E-03,-353.5375E-03
-93.6000E-03,+188.8437E-03,-356.2719E-03
-93.4000E-03,+204.4687E-03,-360.1781E-03
-93.2000E-03,+216.1875E-03,-364.0844E-03
-93.0000E-03,+231.8125E-03,-368.7719E-03
-92.8000E-03,+247.4375E-03,-372.2875E-03
-92.6000E-03,+266.9687E-03,-376.1938E-03
-92.4000E-03,+286.5000E-03,-378.5375E-03
-92.2000E-03,+306.0312E-03,-380.4906E-03
-92.0000E-03,+325.5625E-03,-382.8344E-03
-91.8000E-03,+345.0937E-03,-384.3969E-03
-91.6000E-03,+364.6250E-03,-386.3500E-03
-91.4000E-03,+388.0625E-03,-385.9594E-03
-91.2000E-03,+411.5000E-03,-387.1313E-03
-91.0000E-03,+442.7500E-03,-387.5219E-03
-90.8000E-03,+466.1875E-03,-387.1313E-03
