Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09268   0.07691   -40.82426   -0.50643   0.09268   0.07691   -0.52388   -0.84845   100.54321
2   0.09266   0.07587   -40.87247   -0.50706   0.09266   0.07587   -0.52293   -0.84909   100.61035
3   0.09258   0.07822   -40.74843   -0.50668   0.09258   0.07822   -0.52318   -0.84860   100.61035
4   0.09271   0.07779   -40.76596   -0.50712   0.09271   0.07779   -0.52251   -0.84909   100.53101
5   0.09264   0.07978   -40.65787   -0.50709   0.09264   0.07978   -0.52229   -0.84909   100.51270
6   0.09248   0.07892   -40.70244   -0.50726   0.09248   0.07892   -0.52214   -0.84930   100.64087
7   0.09258   0.07929   -40.68801   -0.50685   0.09258   0.07929   -0.52278   -0.84884   100.60120
8   0.09287   0.07889   -40.70210   -0.50739   0.09287   0.07889   -0.52190   -0.84939   100.49133
9   0.09300   0.07758   -40.77231   -0.50752   0.09300   0.07758   -0.52187   -0.84954   100.57068
10   0.09283   0.07611   -40.85221   -0.50754   0.09283   0.07611   -0.52202   -0.84948   100.67749
11   0.09289   0.07544   -40.89233   -0.50729   0.09289   0.07544   -0.52254   -0.84921   100.57068
12   0.09302   0.07358   -40.98935   -0.50770   0.09302   0.07358   -0.52214   -0.84973   100.51880
13   0.09299   0.07340   -41.00335   -0.50742   0.09299   0.07340   -0.52269   -0.84948   100.64697
14   0.09301   0.07114   -41.12212   -0.50779   0.09301   0.07114   -0.52232   -0.84982   100.66833
15   0.09294   0.07141   -41.11205   -0.50742   0.09294   0.07141   -0.52297   -0.84948   100.50964
16   0.09306   0.07068   -41.14277   -0.50814   0.09306   0.07068   -0.52177   -0.85018   100.55847
17   0.09290   0.06848   -41.26130   -0.50829   0.09290   0.06848   -0.52177   -0.85028   100.65918
18   0.09294   0.06873   -41.24878   -0.50826   0.09294   0.06873   -0.52187   -0.85034   100.54932
19   0.09276   0.06687   -41.34335   -0.50889   0.09276   0.06687   -0.52101   -0.85098   100.57068
20   0.09273   0.06662   -41.35867   -0.50873   0.09273   0.06662   -0.52132   -0.85083   100.61951
21   0.09277   0.06626   -41.37700   -0.50888   0.09277   0.06626   -0.52110   -0.85098   100.57983
22   0.09281   0.06720   -41.33433   -0.50810   0.09281   0.06720   -0.52232   -0.85015   100.54016
23   0.09268   0.06623   -41.39204   -0.50777   0.09268   0.06623   -0.52306   -0.84988   100.59204
24   0.09261   0.06754   -41.31216   -0.50843   0.09261   0.06754   -0.52174   -0.85055   100.65002
25   0.09280   0.06827   -41.27434   -0.50821   0.09280   0.06827   -0.52199   -0.85025   100.50049
26   0.09271   0.06833   -41.27083   -0.50822   0.09271   0.06833   -0.52196   -0.85028   100.57983
27   0.09257   0.06858   -41.25874   -0.50813   0.09257   0.06858   -0.52211   -0.85022   100.62256
28   0.09269   0.06821   -41.28000   -0.50802   0.09269   0.06821   -0.52232   -0.85006   100.57983
29   0.09279   0.06894   -41.23747   -0.50821   0.09279   0.06894   -0.52190   -0.85028   100.48218
30   0.09299   0.06940   -41.21431   -0.50802   0.09299   0.06940   -0.52211   -0.84997   100.57983
31   0.09287   0.06931   -41.21837   -0.50813   0.09287   0.06931   -0.52199   -0.85018   100.65002
32   0.09291   0.07010   -41.18330   -0.50745   0.09291   0.07010   -0.52306   -0.84948   100.54016
