Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.09398   -0.01044   -0.15732   45.31441   0.09398   -0.01044   0.95096   -0.30952   100.09460
2   0.09391   -0.01065   -0.15758   45.32092   0.09391   -0.01065   0.95074   -0.30998   100.07629
3   0.09374   -0.01077   -0.15779   45.32465   0.09374   -0.01077   0.95059   -0.31037   100.14648
4   0.09384   -0.01059   -0.15691   45.31893   0.09384   -0.01059   0.95120   -0.30873   100.01831
5   0.09397   -0.01126   -0.15811   45.33942   0.09397   -0.01126   0.95044   -0.31101   100.08545
6   0.09394   -0.01077   -0.15819   45.32471   0.09394   -0.01077   0.95044   -0.31117   100.14343
7   0.09403   -0.01105   -0.15786   45.33294   0.09403   -0.01105   0.95056   -0.31053   100.11597
8   0.09418   -0.01163   -0.15822   45.35047   0.09418   -0.01163   0.95041   -0.31123   100.02747
9   0.09420   -0.01209   -0.15710   45.36402   0.09420   -0.01209   0.95105   -0.30909   100.13428
10   0.09411   -0.01132   -0.15779   45.34121   0.09411   -0.01132   0.95059   -0.31037   100.20142
11   0.09430   -0.01086   -0.15792   45.32742   0.09430   -0.01086   0.95056   -0.31065   100.00916
12   0.09427   -0.01044   -0.15776   45.31452   0.09427   -0.01044   0.95065   -0.31034   100.02747
13   0.09422   -0.01032   -0.15828   45.31094   0.09422   -0.01032   0.95035   -0.31132   100.10681
14   0.09420   -0.00909   -0.15702   45.27393   0.09420   -0.00909   0.95108   -0.30891   100.10681
15   0.09426   -0.00922   -0.15727   45.27763   0.09426   -0.00922   0.95102   -0.30943   100.04578
16   0.09424   -0.00864   -0.15738   45.26017   0.09424   -0.00864   0.95099   -0.30964   100.04578
17   0.09400   -0.00873   -0.15750   45.26296   0.09400   -0.00873   0.95087   -0.30985   100.11597
18   0.09396   -0.00690   -0.15737   45.20777   0.09396   -0.00690   0.95099   -0.30961   100.06714
19   0.09399   -0.00818   -0.15742   45.24639   0.09399   -0.00818   0.95096   -0.30970   100.06714
20   0.09393   -0.00827   -0.15780   45.24921   0.09393   -0.00827   0.95071   -0.31043   100.07629
21   0.09392   -0.01047   -0.15698   45.31528   0.09392   -0.01047   0.95111   -0.30885   100.08545
22   0.09393   -0.00934   -0.15759   45.28138   0.09393   -0.00934   0.95077   -0.31001   100.03662
23   0.09386   -0.01004   -0.15776   45.30256   0.09386   -0.01004   0.95065   -0.31034   100.10681
24   0.09383   -0.01132   -0.15683   45.34098   0.09383   -0.01132   0.95123   -0.30857   100.18311
25   0.09387   -0.01083   -0.15710   45.32632   0.09387   -0.01083   0.95108   -0.30909   100.03662
26   0.09390   -0.01025   -0.15706   45.30886   0.09390   -0.01025   0.95108   -0.30900   100.06714
