Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09230   -0.12558   -50.18843   0.39968   0.09230   -0.12558   -0.68581   0.71697   98.63892
2   0.09247   -0.12641   -50.21129   0.39860   0.09247   -0.12641   -0.68722   0.71545   98.56262
3   0.09259   -0.12540   -50.17607   0.39921   0.09259   -0.12540   -0.68648   0.71627   98.57483
4   0.09257   -0.12433   -50.12980   0.39908   0.09257   -0.12433   -0.68691   0.71612   98.60535
5   0.09262   -0.12497   -50.15948   0.39936   0.09262   -0.12497   -0.68639   0.71651   98.60535
6   0.09256   -0.12598   -50.19406   0.39865   0.09256   -0.12598   -0.68722   0.71551   98.63281
7   0.09255   -0.12708   -50.23268   0.39799   0.09255   -0.12708   -0.68798   0.71459   98.63281
8   0.09265   -0.12696   -50.23389   0.39857   0.09265   -0.12696   -0.68715   0.71538   98.56567
9   0.09261   -0.12601   -50.20977   0.39998   0.09261   -0.12601   -0.68526   0.71734   98.61450
10   0.09259   -0.12778   -50.26939   0.39865   0.09259   -0.12778   -0.68685   0.71548   98.62366
11   0.09274   -0.13065   -50.38542   0.39841   0.09274   -0.13065   -0.68679   0.71526   98.46802
12   0.09270   -0.13077   -50.40276   0.39949   0.09270   -0.13077   -0.68517   0.71676   98.50769
13   0.09260   -0.13028   -50.38587   0.39974   0.09260   -0.13028   -0.68480   0.71700   98.54431
14   0.09229   -0.13108   -50.41766   0.39965   0.09229   -0.13108   -0.68484   0.71694   98.59924
15   0.09238   -0.13120   -50.42141   0.39955   0.09238   -0.13120   -0.68499   0.71682   98.53210
16   0.09239   -0.13080   -50.41506   0.40043   0.09239   -0.13080   -0.68374   0.71801   98.54126
17   0.09236   -0.13138   -50.43707   0.40022   0.09236   -0.13138   -0.68392   0.71770   98.62061
18   0.09234   -0.13153   -50.44442   0.40034   0.09234   -0.13153   -0.68377   0.71792   98.57178
19   0.09237   -0.13172   -50.46181   0.40117   0.09237   -0.13172   -0.68249   0.71905   98.45276
20   0.09223   -0.13230   -50.48217   0.40088   0.09223   -0.13230   -0.68288   0.71871   98.53821
21   0.09214   -0.13309   -50.51400   0.40067   0.09214   -0.13309   -0.68291   0.71831   98.65723
22   0.09228   -0.13395   -50.55240   0.40092   0.09228   -0.13395   -0.68242   0.71871   98.56873
23   0.09235   -0.13315   -50.51215   0.40032   0.09235   -0.13315   -0.68346   0.71786   98.51990
24   0.09248   -0.13248   -50.48216   0.40013   0.09248   -0.13248   -0.68383   0.71755   98.54431
25   0.09260   -0.13248   -50.48933   0.40074   0.09260   -0.13248   -0.68291   0.71838   98.54431
26   0.09258   -0.13071   -50.40594   0.39999   0.09258   -0.13071   -0.68444   0.71743   98.52600
27   0.09254   -0.12882   -50.32624   0.39993   0.09254   -0.12882   -0.68487   0.71734   98.62366
28   0.09260   -0.12677   -50.23242   0.39918   0.09260   -0.12677   -0.68636   0.71630   98.60535
29   0.09271   -0.12564   -50.18751   0.39936   0.09271   -0.12564   -0.68627   0.71651   98.57788
30   0.09259   -0.12409   -50.12016   0.39916   0.09259   -0.12409   -0.68688   0.71627   98.61450
31   0.09264   -0.12656   -50.21608   0.39844   0.09264   -0.12656   -0.68740   0.71520   98.64502
32   0.09269   -0.12683   -50.22693   0.39842   0.09269   -0.12683   -0.68743   0.71520   98.56567
33   0.09262   -0.12644   -50.21614   0.39894   0.09262   -0.12644   -0.68673   0.71593   98.55652
34   0.09256   -0.12821   -50.29743   0.39966   0.09256   -0.12821   -0.68542   0.71700   98.60229
35   0.09251   -0.13025   -50.38534   0.39984   0.09251   -0.13025   -0.68471   0.71718   98.64197
36   0.09242   -0.12967   -50.37879   0.40143   0.09242   -0.12967   -0.68252   0.71941   98.52295
37   0.09242   -0.13074   -50.42489   0.40155   0.09242   -0.13074   -0.68215   0.71960   98.54126
38   0.09228   -0.13160   -50.45425   0.40096   0.09228   -0.13160   -0.68282   0.71874   98.63892
39   0.09244   -0.13199   -50.47508   0.40135   0.09244   -0.13199   -0.68221   0.71932   98.56262
40   0.09234   -0.13147   -50.45980   0.40190   0.09234   -0.13147   -0.68148   0.72008   98.55042
41   0.09231   -0.13047   -50.42205   0.40230   0.09231   -0.13047   -0.68108   0.72063   98.62061
42   0.09223   -0.13294   -50.50832   0.40079   0.09223   -0.13294   -0.68285   0.71856   98.65723
43   0.09231   -0.13193   -50.45356   0.39967   0.09231   -0.13193   -0.68465   0.71697   98.55042
44   0.09225   -0.13215   -50.46147   0.39956   0.09225   -0.13215   -0.68474   0.71679   98.59009
45   0.09238   -0.13092   -50.39999   0.39865   0.09238   -0.13092   -0.68633   0.71554   98.54126
46   0.09258   -0.12824   -50.29129   0.39893   0.09258   -0.12824   -0.68639   0.71590   98.57483
47   0.09254   -0.12653   -50.22688   0.39961   0.09254   -0.12653   -0.68578   0.71691   98.61450
48   0.09251   -0.12592   -50.19815   0.39929   0.09251   -0.12592   -0.68633   0.71642   98.64197
49   0.09259   -0.12607   -50.20454   0.39927   0.09259   -0.12607   -0.68630   0.71636   98.57483
50   0.09257   -0.12589   -50.20144   0.39967   0.09257   -0.12589   -0.68572   0.71691   98.61450
51   0.09258   -0.12586   -50.18756   0.39857   0.09258   -0.12586   -0.68743   0.71548   98.57483
52   0.09258   -0.12546   -50.17493   0.39889   0.09258   -0.12546   -0.68697   0.71584   98.63281
53   0.09263   -0.12519   -50.17104   0.39959   0.09263   -0.12519   -0.68600   0.71682   98.56567
54   0.09258   -0.12510   -50.17117   0.39996   0.09258   -0.12510   -0.68548   0.71734   98.60535
55   0.09246   -0.12601   -50.21864   0.40083   0.09246   -0.12601   -0.68407   0.71859   98.67249
56   0.09245   -0.12729   -50.27261   0.40084   0.09245   -0.12729   -0.68380   0.71856   98.55347
57   0.09238   -0.12879   -50.33826   0.40114   0.09238   -0.12879   -0.68313   0.71905   98.51074
58   0.09235   -0.13004   -50.39928   0.40186   0.09235   -0.13004   -0.68178   0.71999   98.61145
59   0.09239   -0.13041   -50.40232   0.40080   0.09239   -0.13041   -0.68331   0.71856   98.55042
60   0.09242   -0.13163   -50.46479   0.40175   0.09242   -0.13163   -0.68163   0.71981   98.50159
61   0.09244   -0.13245   -50.48427   0.40044   0.09244   -0.13245   -0.68340   0.71801   98.44360
62   0.09244   -0.13349   -50.52763   0.40044   0.09244   -0.13349   -0.68322   0.71804   98.52295
