Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 14:58:34 4/18/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09308   -0.22196   -85.09337   0.67180   0.09308   -0.22196   -0.03839   0.97436   96.62476
2   0.09309   -0.22352   -85.11168   0.67101   0.09309   -0.22352   -0.03851   0.97403   96.63391
3   0.09318   -0.22233   -85.11275   0.67163   0.09318   -0.22233   -0.03830   0.97436   96.60950
4   0.09318   -0.22193   -85.09270   0.67182   0.09318   -0.22193   -0.03839   0.97439   96.60950
5   0.09315   -0.22132   -85.04876   0.67211   0.09315   -0.22132   -0.03864   0.97452   96.55762
6   0.09310   -0.22068   -85.19242   0.67254   0.09310   -0.22068   -0.03739   0.97476   96.69495
7   0.09313   -0.22187   -85.12582   0.67188   0.09313   -0.22187   -0.03812   0.97443   96.62781
8   0.09300   -0.22001   -85.15485   0.67287   0.09300   -0.22001   -0.03757   0.97494   96.63086
9   0.09278   -0.22028   -85.37704   0.67287   0.09278   -0.22028   -0.03586   0.97491   96.70105
10   0.09280   -0.21992   -85.17992   0.67293   0.09280   -0.21992   -0.03735   0.97488   96.73157
11   0.09284   -0.21921   -85.24621   0.67334   0.09284   -0.21921   -0.03671   0.97510   96.64612
12   0.09284   -0.21787   -85.34631   0.67411   0.09284   -0.21787   -0.03571   0.97549   96.69495
13   0.09280   -0.21955   -85.33861   0.67323   0.09280   -0.21955   -0.03604   0.97507   96.72241
14   0.09282   -0.21781   -85.27079   0.67409   0.09282   -0.21781   -0.03629   0.97543   96.67358
15   0.09277   -0.21867   -85.25393   0.67364   0.09277   -0.21867   -0.03656   0.97528   96.71326
16   0.09276   -0.21723   -85.36026   0.67444   0.09276   -0.21723   -0.03549   0.97555   96.78955
17   0.09275   -0.21650   -85.27408   0.67477   0.09275   -0.21650   -0.03604   0.97571   96.74988
