Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 14:58:17 4/18/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09283   -0.21271   -85.03987   0.67658   0.09283   -0.21271   -0.03720   0.97653   96.74377
2   0.09284   -0.21058   -85.30521   0.67786   0.09284   -0.21058   -0.03482   0.97705   96.69495
3   0.09274   -0.20951   -85.32638   0.67843   0.09274   -0.20951   -0.03449   0.97732   96.73157
4   0.09271   -0.21186   -85.40546   0.67725   0.09271   -0.21186   -0.03427   0.97674   96.74988
5   0.09279   -0.21134   -85.21720   0.67741   0.09279   -0.21134   -0.03562   0.97687   96.76208
6   0.09272   -0.21174   -85.04950   0.67710   0.09272   -0.21174   -0.03696   0.97678   96.67969
7   0.09279   -0.21107   -84.57721   0.67711   0.09279   -0.21107   -0.04044   0.97668   96.74072
8   0.09277   -0.21216   -84.63645   0.67659   0.09277   -0.21216   -0.04019   0.97653   96.73157
9   0.09275   -0.21323   -84.37027   0.67582   0.09275   -0.21323   -0.04245   0.97617   96.73157
10   0.09269   -0.21122   -84.35379   0.67686   0.09269   -0.21122   -0.04218   0.97659   96.76819
11   0.09282   -0.20978   -84.09622   0.67740   0.09282   -0.20978   -0.04386   0.97678   96.75293
12   0.09304   -0.20920   -84.29683   0.67787   0.09304   -0.20920   -0.04221   0.97702   96.70105
13   0.09295   -0.20927   -84.23023   0.67779   0.09295   -0.20927   -0.04273   0.97702   96.71936
14   0.09293   -0.20887   -84.07909   0.67788   0.09293   -0.20887   -0.04379   0.97708   96.77734
15   0.09314   -0.21021   -84.55971   0.67755   0.09314   -0.21021   -0.04041   0.97702   96.71631
16   0.09315   -0.21085   -84.49191   0.67716   0.09315   -0.21085   -0.04105   0.97678   96.69495
17   0.09308   -0.21110   -84.66192   0.67716   0.09308   -0.21110   -0.03980   0.97678   96.70410
18   0.09303   -0.20948   -84.82334   0.67812   0.09303   -0.20948   -0.03827   0.97717   96.76208
19   0.09317   -0.21033   -84.92846   0.67774   0.09317   -0.21033   -0.03763   0.97702   96.66748
20   0.09309   -0.21073   -84.80925   0.67745   0.09309   -0.21073   -0.03861   0.97687   96.73157
21   0.09299   -0.21104   -85.03738   0.67745   0.09299   -0.21104   -0.03693   0.97687   96.79871
22   0.09288   -0.21070   -85.09407   0.67767   0.09288   -0.21070   -0.03644   0.97705   96.70715
23   0.09281   -0.21168   -85.14435   0.67719   0.09281   -0.21168   -0.03623   0.97681   96.69495
24   0.09281   -0.21149   -85.11613   0.67727   0.09281   -0.21149   -0.03641   0.97684   96.68274
25   0.09275   -0.21046   -85.16920   0.67784   0.09275   -0.21046   -0.03583   0.97708   96.74988
26   0.09279   -0.20969   -85.10335   0.67820   0.09279   -0.20969   -0.03619   0.97723   96.72241
27   0.09269   -0.21067   -84.99270   0.67761   0.09269   -0.21067   -0.03720   0.97696   96.69800
28   0.09265   -0.20960   -84.98792   0.67816   0.09265   -0.20960   -0.03705   0.97717   96.79565
29   0.09269   -0.20899   -84.72251   0.67831   0.09269   -0.20899   -0.03894   0.97732   96.68884
30   0.09271   -0.20930   -84.94027   0.67829   0.09271   -0.20930   -0.03735   0.97726   96.68884
31   0.09267   -0.20957   -84.73679   0.67801   0.09267   -0.20957   -0.03894   0.97711   96.70715
32   0.09281   -0.20951   -84.81600   0.67809   0.09281   -0.20951   -0.03833   0.97714   96.68274
33   0.09289   -0.20902   -84.83653   0.67835   0.09289   -0.20902   -0.03809   0.97720   96.71631
34   0.09300   -0.20896   -84.69750   0.67830   0.09300   -0.20896   -0.03912   0.97729   96.66138
35   0.09297   -0.20917   -84.77148   0.67824   0.09297   -0.20917   -0.03861   0.97723   96.75903
36   0.09306   -0.20838   -84.78041   0.67865   0.09306   -0.20838   -0.03839   0.97732   96.68274
37   0.09305   -0.20798   -84.74222   0.67884   0.09305   -0.20798   -0.03861   0.97748   96.68274
38   0.09307   -0.20914   -84.66166   0.67818   0.09307   -0.20914   -0.03943   0.97723   96.74072
39   0.09304   -0.20673   -84.68251   0.67944   0.09304   -0.20673   -0.03882   0.97769   96.82007
40   0.09321   -0.20631   -84.52455   0.67955   0.09321   -0.20631   -0.03992   0.97778   96.69800
41   0.09314   -0.20527   -84.70715   0.68023   0.09314   -0.20527   -0.03836   0.97812   96.64612
42   0.09292   -0.20585   -85.02606   0.68013   0.09292   -0.20585   -0.03610   0.97797   96.81702
43   0.09301   -0.20728   -84.96570   0.67935   0.09301   -0.20728   -0.03681   0.97769   96.74072
44   0.09292   -0.20688   -85.02591   0.67959   0.09292   -0.20688   -0.03629   0.97772   96.73767
45   0.09280   -0.20866   -84.97784   0.67865   0.09280   -0.20866   -0.03696   0.97742   96.73157
46   0.09283   -0.20780   -85.03922   0.67913   0.09283   -0.20780   -0.03635   0.97760   96.71326
47   0.09286   -0.20670   -85.00518   0.67969   0.09286   -0.20670   -0.03641   0.97787   96.68579
48   0.09277   -0.20624   -85.13833   0.68001   0.09277   -0.20624   -0.03534   0.97803   96.71326
49   0.09269   -0.20811   -85.11161   0.67902   0.09269   -0.20811   -0.03586   0.97757   96.77734
50   0.09269   -0.20771   -85.12289   0.67923   0.09269   -0.20771   -0.03571   0.97760   96.69800
51   0.09264   -0.20853   -85.10515   0.67880   0.09264   -0.20853   -0.03598   0.97751   96.76514
52   0.09261   -0.20780   -85.11683   0.67918   0.09261   -0.20780   -0.03577   0.97763   96.77429
53   0.09270   -0.20746   -85.01501   0.67930   0.09270   -0.20746   -0.03647   0.97772   96.77734
54   0.09295   -0.20740   -84.96043   0.67928   0.09295   -0.20740   -0.03687   0.97763   96.68884
55   0.09299   -0.20737   -84.80455   0.67920   0.09299   -0.20737   -0.03803   0.97769   96.68884
56   0.09300   -0.20820   -84.77592   0.67875   0.09300   -0.20820   -0.03839   0.97742   96.67969
57   0.09309   -0.20756   -84.89467   0.67916   0.09309   -0.20756   -0.03739   0.97760   96.73157
58   0.09306   -0.20627   -84.90877   0.67984   0.09306   -0.20627   -0.03705   0.97794   96.74072
59   0.09301   -0.20661   -84.72442   0.67954   0.09301   -0.20661   -0.03848   0.97778   96.74072
60   0.09300   -0.20853   -84.76792   0.67857   0.09300   -0.20853   -0.03851   0.97742   96.80786
61   0.09319   -0.20765   -84.60379   0.67891   0.09319   -0.20765   -0.03958   0.97751   96.61865
62   0.09312   -0.20725   -84.69552   0.67918   0.09312   -0.20725   -0.03882   0.97760   96.77429
63   0.09307   -0.20688   -84.76804   0.67942   0.09307   -0.20688   -0.03821   0.97769   96.72241
64   0.09303   -0.20692   -84.87100   0.67948   0.09303   -0.20692   -0.03745   0.97778   96.71021
65   0.09296   -0.20676   -84.89187   0.67957   0.09296   -0.20676   -0.03726   0.97775   96.67969
66   0.09285   -0.20682   -84.86060   0.67952   0.09285   -0.20682   -0.03751   0.97772   96.66443
67   0.09279   -0.20746   -84.94554   0.67924   0.09279   -0.20746   -0.03699   0.97760   96.81091
68   0.09287   -0.20762   -84.93285   0.67915   0.09287   -0.20762   -0.03711   0.97757   96.65527
69   0.09277   -0.20804   -84.92676   0.67893   0.09277   -0.20804   -0.03723   0.97754   96.61255
70   0.09278   -0.20750   -85.15891   0.67937   0.09278   -0.20750   -0.03540   0.97769   96.76208
71   0.09276   -0.20774   -85.12360   0.67922   0.09276   -0.20774   -0.03571   0.97766   96.69189
72   0.09278   -0.20740   -84.94000   0.67928   0.09278   -0.20740   -0.03702   0.97772   96.69189
73   0.09271   -0.20722   -85.10342   0.67947   0.09271   -0.20722   -0.03577   0.97769   96.74072
74   0.09288   -0.20746   -85.05589   0.67932   0.09288   -0.20746   -0.03616   0.97766   96.71631
75   0.09288   -0.20750   -85.00346   0.67927   0.09288   -0.20750   -0.03656   0.97763   96.66748
76   0.09290   -0.20713   -85.03575   0.67948   0.09290   -0.20713   -0.03626   0.97772   96.74683
77   0.09300   -0.20743   -84.99384   0.67929   0.09300   -0.20743   -0.03662   0.97763   96.71936
78   0.09313   -0.20585   -84.90254   0.68006   0.09313   -0.20585   -0.03702   0.97800   96.59729
79   0.09315   -0.20753   -84.88577   0.67917   0.09315   -0.20753   -0.03745   0.97760   96.72546
80   0.09303   -0.20786   -84.69855   0.67887   0.09303   -0.20786   -0.03891   0.97748   96.72241
81   0.09305   -0.20685   -84.65701   0.67937   0.09305   -0.20685   -0.03903   0.97772   96.76208
82   0.09311   -0.20719   -84.74293   0.67925   0.09311   -0.20719   -0.03845   0.97763   96.60645
83   0.09300   -0.20728   -84.54973   0.67907   0.09300   -0.20728   -0.03992   0.97760   96.78955
84   0.09297   -0.20618   -84.52139   0.67961   0.09297   -0.20618   -0.03992   0.97772   96.76819
85   0.09301   -0.20606   -84.68198   0.67979   0.09301   -0.20606   -0.03870   0.97787   96.74988
86   0.09303   -0.20631   -84.51230   0.67955   0.09303   -0.20631   -0.04001   0.97781   96.66138
