Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 14:50:37 4/18/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,0,6)
Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09347   0.03015   43.85825   -0.35629   0.09347   0.03015   0.75616   -0.65386   100.48828
2   0.09350   0.02966   43.87717   -0.35610   0.09350   0.02966   0.75646   -0.65361   100.60425
3   0.09346   0.02905   43.90012   -0.35612   0.09346   0.02905   0.75637   -0.65355   100.61646
4   0.09365   0.02921   43.89399   -0.35629   0.09365   0.02921   0.75613   -0.65380   100.49744
5   0.09380   0.02869   43.91511   -0.35554   0.09380   0.02869   0.75716   -0.65270   100.55542
6   0.09374   0.02771   43.95281   -0.35512   0.09374   0.02771   0.75774   -0.65206   100.61340
7   0.09380   0.02704   43.97783   -0.35534   0.09380   0.02704   0.75750   -0.65239   100.51575
8   0.09383   0.02698   43.98157   -0.35453   0.09383   0.02698   0.75857   -0.65117   100.50659
9   0.09387   0.02655   43.99704   -0.35490   0.09387   0.02655   0.75808   -0.65172   100.61340
10   0.09380   0.02554   44.03498   -0.35496   0.09380   0.02554   0.75802   -0.65181   100.58289
11   0.09386   0.02561   44.03349   -0.35452   0.09386   0.02561   0.75866   -0.65120   100.50659
12   0.09386   0.02634   44.00494   -0.35503   0.09386   0.02634   0.75796   -0.65197   100.60425
13   0.09384   0.02603   44.01714   -0.35460   0.09384   0.02603   0.75848   -0.65126   100.65308
14   0.09395   0.02680   43.98709   -0.35533   0.09395   0.02680   0.75753   -0.65239   100.53406
15   0.09377   0.02741   43.96320   -0.35573   0.09377   0.02741   0.75692   -0.65294   100.49744
16   0.09356   0.02911   43.89865   -0.35568   0.09356   0.02911   0.75695   -0.65288   100.56458
17   0.09362   0.02951   43.88393   -0.35552   0.09362   0.02951   0.75713   -0.65264   100.57678
18   0.09366   0.02881   43.90847   -0.35666   0.09366   0.02881   0.75576   -0.65444   100.43945
19   0.09350   0.03000   43.86425   -0.35616   0.09350   0.03000   0.75631   -0.65365   100.60425
20   0.09341   0.03043   43.84768   -0.35635   0.09341   0.03043   0.75604   -0.65392   100.63477
21   0.09354   0.03055   43.84180   -0.35699   0.09354   0.03055   0.75521   -0.65490   100.46692
22   0.09357   0.03049   43.84415   -0.35693   0.09357   0.03049   0.75524   -0.65477   100.48828
23   0.09341   0.03098   43.82680   -0.35642   0.09341   0.03098   0.75597   -0.65407   100.58594
24   0.09346   0.03082   43.83252   -0.35637   0.09346   0.03082   0.75594   -0.65392   100.66528
25   0.09363   0.03006   43.86139   -0.35644   0.09363   0.03006   0.75594   -0.65407   100.49744
26   0.09368   0.02960   43.87930   -0.35615   0.09368   0.02960   0.75634   -0.65361   100.56458
27   0.09376   0.02841   43.92488   -0.35589   0.09376   0.02841   0.75674   -0.65325   100.57373
28   0.09386   0.02722   43.97104   -0.35523   0.09386   0.02722   0.75759   -0.65221   100.54626
29   0.09376   0.02725   43.97034   -0.35503   0.09376   0.02725   0.75793   -0.65197   100.58594
30   0.09371   0.02643   44.00225   -0.35455   0.09371   0.02643   0.75854   -0.65120   100.60425
31   0.09383   0.02493   44.05866   -0.35461   0.09383   0.02493   0.75854   -0.65130   100.51575
32   0.09392   0.02435   44.08024   -0.35481   0.09392   0.02435   0.75829   -0.65160   100.54321
33   0.09374   0.02408   44.09138   -0.35428   0.09374   0.02408   0.75893   -0.65075   100.63477
34   0.09376   0.02371   44.10558   -0.35406   0.09376   0.02371   0.75927   -0.65044   100.63477
35   0.09380   0.02338   44.11795   -0.35430   0.09380   0.02338   0.75903   -0.65087   100.50659
36   0.09374   0.02383   44.09964   -0.35495   0.09374   0.02383   0.75814   -0.65184   100.54626
37   0.09371   0.02277   44.14021   -0.35480   0.09371   0.02277   0.75835   -0.65160   100.64392
38   0.09362   0.02295   44.13330   -0.35479   0.09362   0.02295   0.75835   -0.65157   100.58594
39   0.09361   0.02329   44.11967   -0.35539   0.09361   0.02329   0.75753   -0.65246   100.55542
40   0.09355   0.02374   44.10169   -0.35585   0.09355   0.02374   0.75695   -0.65319   100.63477
41   0.09354   0.02429   44.08107   -0.35573   0.09354   0.02429   0.75707   -0.65297   100.64392
42   0.09355   0.02570   44.02761   -0.35596   0.09355   0.02570   0.75677   -0.65337   100.54626
43   0.09345   0.02683   43.98422   -0.35627   0.09345   0.02683   0.75625   -0.65377   100.49744
44   0.09350   0.02643   43.99863   -0.35668   0.09350   0.02643   0.75579   -0.65444   100.57678
45   0.09350   0.02664   43.99034   -0.35676   0.09350   0.02664   0.75564   -0.65453   100.52795
46   0.09346   0.02765   43.95385   -0.35585   0.09346   0.02765   0.75683   -0.65319   100.54626
47   0.09359   0.02741   43.96245   -0.35619   0.09359   0.02741   0.75637   -0.65368   100.57678
48   0.09375   0.02670   43.98901   -0.35625   0.09375   0.02670   0.75637   -0.65383   100.51575
