Index      S0(mW)      S1        Azimuth      Elipticity      S0(mW)      S1      S2      S3      DOP
1   0.09254   -0.05283   -46.60633   0.17026   0.09254   -0.05283   -0.94116   0.33399   100.35400
2   0.09262   -0.05356   -46.62945   0.17098   0.09262   -0.05356   -0.94064   0.33537   100.32349
3   0.09267   -0.05377   -46.63652   0.17146   0.09267   -0.05377   -0.94031   0.33625   100.33569
4   0.09263   -0.05631   -46.71381   0.17158   0.09263   -0.05631   -0.94009   0.33650   100.35400
5   0.09271   -0.05615   -46.70940   0.17179   0.09271   -0.05615   -0.93997   0.33689   100.30518
6   0.09261   -0.05771   -46.75610   0.17112   0.09261   -0.05771   -0.94028   0.33561   100.29602
7   0.09262   -0.05881   -46.78863   0.17039   0.09262   -0.05881   -0.94070   0.33424   100.36316
8   0.09265   -0.06110   -46.85823   0.17032   0.09265   -0.06110   -0.94061   0.33412   100.33569
9   0.09267   -0.06113   -46.85784   0.16942   0.09267   -0.06113   -0.94128   0.33244   100.23499
10   0.09252   -0.06330   -46.92350   0.16902   0.09252   -0.06330   -0.94128   0.33164   100.30518
11   0.09240   -0.06427   -46.95460   0.17008   0.09240   -0.06427   -0.94055   0.33366   100.39368
12   0.09228   -0.06583   -47.00256   0.17051   0.09228   -0.06583   -0.94018   0.33448   100.35706
13   0.09233   -0.06522   -46.98289   0.16973   0.09233   -0.06522   -0.94073   0.33299   100.26550
14   0.09230   -0.06516   -46.98188   0.17021   0.09230   -0.06516   -0.94034   0.33387   100.33569
15   0.09225   -0.06583   -47.00308   0.17091   0.09225   -0.06583   -0.93994   0.33525   100.41504
16   0.09234   -0.06534   -46.98640   0.16968   0.09234   -0.06534   -0.94082   0.33293   100.28687
17   0.09234   -0.06424   -46.95311   0.16965   0.09234   -0.06424   -0.94082   0.33283   100.24719
18   0.09224   -0.06247   -46.89994   0.17030   0.09224   -0.06247   -0.94058   0.33409   100.36621
19   0.09223   -0.06070   -46.84680   0.17091   0.09223   -0.06070   -0.94031   0.33525   100.35706
20   0.09237   -0.05777   -46.75664   0.17002   0.09237   -0.05777   -0.94098   0.33354   100.29602
21   0.09254   -0.05676   -46.72710   0.17097   0.09254   -0.05676   -0.94043   0.33534   100.31433
22   0.09256   -0.05548   -46.68803   0.17097   0.09256   -0.05548   -0.94052   0.33534   100.34485
23   0.09266   -0.05570   -46.69440   0.17089   0.09266   -0.05570   -0.94058   0.33518   100.30518
24   0.09263   -0.05643   -46.71535   0.16984   0.09263   -0.05643   -0.94128   0.33323   100.29602
25   0.09253   -0.05673   -46.72601   0.17076   0.09253   -0.05673   -0.94052   0.33491   100.36316
26   0.09261   -0.05963   -46.81468   0.17106   0.09261   -0.05963   -0.94015   0.33549   100.32349
27   0.09273   -0.05997   -46.82487   0.17116   0.09273   -0.05997   -0.94015   0.33570   100.25635
28   0.09276   -0.06030   -46.83464   0.17075   0.09276   -0.06030   -0.94037   0.33491   100.33264
29   0.09265   -0.06204   -46.88808   0.17116   0.09265   -0.06204   -0.94003   0.33570   100.36316
30   0.09269   -0.06192   -46.88383   0.17074   0.09269   -0.06192   -0.94031   0.33491   100.24414
31   0.09254   -0.06174   -46.87870   0.17108   0.09254   -0.06174   -0.94009   0.33555   100.26550
32   0.09240   -0.06281   -46.91235   0.17177   0.09240   -0.06281   -0.93948   0.33683   100.38452
33   0.09235   -0.06027   -46.83437   0.17129   0.09235   -0.06027   -0.94003   0.33595   100.35400
34   0.09252   -0.06122   -46.86182   0.17020   0.09252   -0.06122   -0.94067   0.33387   100.25635
35   0.09234   -0.06113   -46.85814   0.16958   0.09234   -0.06113   -0.94113   0.33271   100.32654
36   0.09235   -0.05936   -46.80442   0.16969   0.09235   -0.05936   -0.94116   0.33293   100.37537
37   0.09237   -0.06186   -46.88101   0.16987   0.09237   -0.06186   -0.94079   0.33323   100.33569
38   0.09240   -0.06207   -46.88822   0.17052   0.09240   -0.06207   -0.94043   0.33448   100.22583
39   0.09225   -0.06281   -46.91161   0.17131   0.09225   -0.06281   -0.93985   0.33598   100.34485
40   0.09226   -0.06265   -46.90710   0.17141   0.09226   -0.06265   -0.93979   0.33616   100.41504
41   0.09245   -0.06250   -46.90142   0.17063   0.09245   -0.06250   -0.94031   0.33470   100.29602
42   0.09255   -0.06128   -46.86481   0.17113   0.09255   -0.06128   -0.94009   0.33564   100.25635
43   0.09256   -0.06168   -46.87606   0.17041   0.09256   -0.06168   -0.94049   0.33427   100.35400
44   0.09256   -0.06067   -46.84534   0.17045   0.09256   -0.06067   -0.94058   0.33436   100.34485
45   0.09267   -0.06009   -46.82780   0.17052   0.09267   -0.06009   -0.94055   0.33448   100.27466
46   0.09265   -0.05991   -46.82160   0.17007   0.09265   -0.05991   -0.94089   0.33366   100.28381
47   0.09258   -0.05878   -46.78736   0.17010   0.09258   -0.05878   -0.94089   0.33369   100.38452
48   0.09276   -0.05857   -46.78151   0.17069   0.09276   -0.05857   -0.94055   0.33482   100.30518
49   0.09267   -0.05878   -46.78823   0.17088   0.09267   -0.05878   -0.94043   0.33518   100.30518
50   0.09266   -0.05826   -46.77231   0.17081   0.09266   -0.05826   -0.94052   0.33506   100.32349
51   0.09255   -0.05795   -46.76459   0.17209   0.09255   -0.05795   -0.93970   0.33747   100.33569
52   0.09257   -0.05927   -46.80287   0.17067   0.09257   -0.05927   -0.94052   0.33479   100.25635
53   0.09242   -0.05960   -46.81270   0.17031   0.09242   -0.05960   -0.94070   0.33409   100.30518
54   0.09234   -0.05878   -46.78690   0.16983   0.09234   -0.05878   -0.94113   0.33320   100.36621
55   0.09245   -0.06085   -46.85065   0.17015   0.09245   -0.06085   -0.94070   0.33378   100.26550
56   0.09242   -0.05954   -46.81149   0.17081   0.09242   -0.05954   -0.94037   0.33503   100.26550
57   0.09236   -0.05945   -46.80766   0.16997   0.09236   -0.05945   -0.94092   0.33345   100.38452
58   0.09234   -0.05963   -46.81351   0.17026   0.09234   -0.05963   -0.94076   0.33399   100.37537
59   0.09243   -0.06024   -46.83066   0.16910   0.09243   -0.06024   -0.94147   0.33180   100.25635
60   0.09236   -0.06375   -46.93830   0.16971   0.09236   -0.06375   -0.94082   0.33296   100.32654
61   0.09224   -0.06214   -46.88903   0.16970   0.09224   -0.06214   -0.94095   0.33293   100.39673
62   0.09242   -0.06323   -46.92382   0.17071   0.09242   -0.06323   -0.94021   0.33485   100.32654
63   0.09258   -0.06323   -46.92320   0.17030   0.09258   -0.06323   -0.94052   0.33409   100.27466
64   0.09248   -0.06333   -46.92641   0.17061   0.09248   -0.06333   -0.94031   0.33467   100.35400
65   0.09255   -0.06308   -46.91864   0.17044   0.09255   -0.06308   -0.94049   0.33436   100.35400
66   0.09266   -0.06189   -46.88163   0.16978   0.09266   -0.06189   -0.94095   0.33311   100.31433
67   0.09261   -0.06104   -46.85716   0.17101   0.09261   -0.06104   -0.94021   0.33543   100.32349
68   0.09257   -0.06207   -46.88773   0.17019   0.09257   -0.06207   -0.94067   0.33387   100.37537
69   0.09266   -0.06116   -46.85997   0.17013   0.09266   -0.06116   -0.94067   0.33372   100.33569
70   0.09267   -0.06140   -46.86761   0.17045   0.09267   -0.06140   -0.94055   0.33436   100.32349
71   0.09266   -0.06159   -46.87413   0.17119   0.09266   -0.06159   -0.94006   0.33576   100.36316
72   0.09273   -0.06183   -46.88124   0.17087   0.09273   -0.06183   -0.94021   0.33515   100.35400
