Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.09311   -0.16153   0.70427   89.42636   0.09311   -0.16153   0.00323   0.98697   96.54541
2   0.09309   -0.16227   0.70391   89.69829   0.09309   -0.16227   0.00171   0.98685   96.54541
3   0.09311   -0.16025   0.70494   89.90179   0.09311   -0.16025   0.00055   0.98721   96.51794
4   0.09308   -0.16031   0.70490   89.62917   0.09308   -0.16031   0.00208   0.98727   96.49658
5   0.09289   -0.16034   0.70488   89.58563   0.09289   -0.16034   0.00232   0.98715   96.60645
6   0.09301   -0.16065   0.70471   89.35249   0.09301   -0.16065   0.00363   0.98709   96.55457
7   0.09299   -0.16022   0.70494   89.51985   0.09299   -0.16022   0.00269   0.98727   96.53320
8   0.09300   -0.16001   0.70504   89.33351   0.09300   -0.16001   0.00372   0.98724   96.56372
9   0.09321   -0.15918   0.70545   89.39044   0.09321   -0.15918   0.00339   0.98733   96.48132
10   0.09327   -0.16095   0.70454   89.15829   0.09327   -0.16095   0.00473   0.98706   96.51489
11   0.09328   -0.16016   0.70496   89.35051   0.09328   -0.16016   0.00363   0.98715   96.48438
12   0.09321   -0.15961   0.70523   89.37565   0.09321   -0.15961   0.00348   0.98721   96.64001
13   0.09337   -0.16105   0.70451   89.32695   0.09337   -0.16105   0.00378   0.98709   96.48743
14   0.09337   -0.16041   0.70482   89.12819   0.09337   -0.16041   0.00488   0.98715   96.55762
15   0.09332   -0.16126   0.70438   89.05698   0.09332   -0.16126   0.00531   0.98697   96.57288
16   0.09338   -0.16144   0.70429   89.10133   0.09338   -0.16144   0.00507   0.98697   96.48743
17   0.09346   -0.16099   0.70453   89.24529   0.09346   -0.16099   0.00424   0.98706   96.41418
18   0.09345   -0.16120   0.70441   89.04037   0.09345   -0.16120   0.00540   0.98700   96.48132
19   0.09326   -0.16153   0.70424   89.02614   0.09326   -0.16153   0.00549   0.98697   96.57288
20   0.09319   -0.16150   0.70426   89.14493   0.09319   -0.16150   0.00482   0.98697   96.57898
21   0.09314   -0.16056   0.70474   89.09637   0.09314   -0.16056   0.00507   0.98712   96.53931
22   0.09312   -0.16077   0.70463   89.08128   0.09312   -0.16077   0.00516   0.98712   96.42944
23   0.09306   -0.16028   0.70486   88.94772   0.09306   -0.16028   0.00589   0.98709   96.58508
24   0.09303   -0.16022   0.70490   89.05087   0.09303   -0.16022   0.00531   0.98718   96.50574
25   0.09303   -0.15995   0.70505   89.20216   0.09303   -0.15995   0.00446   0.98718   96.45691
26   0.09296   -0.15955   0.70523   88.91006   0.09296   -0.15955   0.00607   0.98730   96.64001
27   0.09303   -0.15860   0.70574   89.29456   0.09303   -0.15860   0.00391   0.98737   96.50574
28   0.09302   -0.15876   0.70565   89.06963   0.09302   -0.15876   0.00516   0.98746   96.47522
29   0.09302   -0.15839   0.70585   89.26051   0.09302   -0.15839   0.00409   0.98749   96.57288
30   0.09309   -0.15903   0.70550   89.07124   0.09309   -0.15903   0.00516   0.98730   96.59424
31   0.09330   -0.15824   0.70591   89.08314   0.09330   -0.15824   0.00507   0.98749   96.49353
32   0.09329   -0.15851   0.70577   88.99107   0.09329   -0.15851   0.00558   0.98746   96.48438
33   0.09330   -0.15839   0.70583   89.04543   0.09330   -0.15839   0.00528   0.98749   96.49353
34   0.09334   -0.15781   0.70612   88.94232   0.09334   -0.15781   0.00583   0.98761   96.56677
35   0.09334   -0.15854   0.70572   88.70497   0.09334   -0.15854   0.00717   0.98743   96.45691
36   0.09333   -0.15894   0.70555   89.01575   0.09333   -0.15894   0.00546   0.98737   96.43860
37   0.09335   -0.15882   0.70562   89.16348   0.09335   -0.15882   0.00464   0.98737   96.54541
38   0.09340   -0.15876   0.70562   88.84414   0.09340   -0.15876   0.00641   0.98737   96.55762
39   0.09340   -0.15827   0.70590   89.16058   0.09340   -0.15827   0.00464   0.98743   96.45081
40   0.09328   -0.15867   0.70570   89.10763   0.09328   -0.15867   0.00494   0.98743   96.52405
41   0.09310   -0.15922   0.70539   88.83101   0.09310   -0.15922   0.00650   0.98737   96.65527
42   0.09312   -0.15928   0.70538   88.93011   0.09312   -0.15928   0.00595   0.98737   96.43860
43   0.09319   -0.15882   0.70560   88.87206   0.09319   -0.15882   0.00626   0.98743   96.47217
44   0.09304   -0.15778   0.70613   88.98639   0.09304   -0.15778   0.00558   0.98749   96.51489
45   0.09299   -0.15754   0.70624   88.82411   0.09299   -0.15754   0.00647   0.98761   96.55151
46   0.09303   -0.15696   0.70655   88.93657   0.09303   -0.15696   0.00583   0.98767   96.44470
47   0.09291   -0.15668   0.70667   88.82884   0.09291   -0.15668   0.00641   0.98773   96.50879
48   0.09289   -0.15741   0.70631   88.94521   0.09289   -0.15741   0.00580   0.98758   96.53931
49   0.09302   -0.15680   0.70665   89.17503   0.09302   -0.15680   0.00452   0.98773   96.43555
50   0.09300   -0.15699   0.70653   88.93678   0.09300   -0.15699   0.00583   0.98770   96.45386
51   0.09298   -0.15625   0.70691   88.99885   0.09298   -0.15625   0.00546   0.98782   96.60034
52   0.09317   -0.15659   0.70674   88.96196   0.09317   -0.15659   0.00568   0.98776   96.53015
53   0.09338   -0.15577   0.70717   89.22001   0.09338   -0.15577   0.00424   0.98785   96.41113
