Sampling rate: 10000.000 samples/sec
Screen size: 5000 samples
DOP average: 1 SOPsamples
Start time: 11:51:14 4/15/2022
Interval: 0.000100000 sec
(Waveform type: 1,3,6,0)
Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.08503   0.64266   -0.24322   21.68882   0.08503   0.64266   0.60726   -0.46757   100.40894
2   0.08495   0.64171   -0.24327   21.73072   0.08495   0.64171   0.60814   -0.46764   100.57068
3   0.08504   0.64251   -0.24355   21.68071   0.08504   0.64251   0.60677   -0.46809   100.40894
4   0.08508   0.64327   -0.24326   21.65583   0.08508   0.64327   0.60643   -0.46760   100.40894
5   0.08506   0.64238   -0.24343   21.69278   0.08506   0.64238   0.60717   -0.46791   100.47302
6   0.08506   0.64254   -0.24308   21.69657   0.08506   0.64254   0.60747   -0.46730   100.40894
7   0.08512   0.64367   -0.24327   21.63621   0.08512   0.64367   0.60598   -0.46760   100.33264
8   0.08513   0.64309   -0.24374   21.64838   0.08513   0.64309   0.60594   -0.46843   100.42725
9   0.08509   0.64321   -0.24285   21.67373   0.08509   0.64321   0.60714   -0.46690   100.49438
10   0.08530   0.64281   -0.24297   21.68614   0.08530   0.64281   0.60729   -0.46709   100.35400
11   0.08522   0.64299   -0.24257   21.68782   0.08522   0.64299   0.60753   -0.46632   100.40588
12   0.08503   0.64275   -0.24340   21.67528   0.08503   0.64275   0.60677   -0.46785   100.53711
13   0.08511   0.64229   -0.24258   21.72498   0.08511   0.64229   0.60845   -0.46641   100.49438
14   0.08503   0.64367   -0.24238   21.66427   0.08503   0.64367   0.60717   -0.46602   100.34180
15   0.08505   0.64287   -0.24381   21.65601   0.08505   0.64287   0.60607   -0.46855   100.45166
16   0.08485   0.64235   -0.24299   21.70711   0.08485   0.64235   0.60775   -0.46712   100.51575
17   0.08485   0.64299   -0.24293   21.67991   0.08485   0.64299   0.60720   -0.46702   100.41809
18   0.08489   0.64281   -0.24288   21.68974   0.08489   0.64281   0.60744   -0.46693   100.37537
19   0.08479   0.64245   -0.24267   21.71369   0.08479   0.64245   0.60811   -0.46657   100.50659
20   0.08475   0.64248   -0.24273   21.71013   0.08475   0.64248   0.60799   -0.46666   100.44250
21   0.08471   0.64241   -0.24277   21.71149   0.08471   0.64241   0.60799   -0.46672   100.39978
22   0.08474   0.64235   -0.24258   21.72433   0.08474   0.64235   0.60848   -0.46644   100.45166
23   0.08470   0.64351   -0.24289   21.65975   0.08470   0.64351   0.60683   -0.46699   100.46387
24   0.08473   0.64226   -0.24249   21.72924   0.08473   0.64226   0.60860   -0.46626   100.38757
25   0.08482   0.64232   -0.24273   21.71856   0.08482   0.64232   0.60820   -0.46669   100.45166
26   0.08486   0.64196   -0.24319   21.71882   0.08486   0.64196   0.60787   -0.46745   100.53711
27   0.08492   0.64266   -0.24234   21.71324   0.08492   0.64266   0.60829   -0.46596   100.40894
28   0.08503   0.64223   -0.24300   21.71126   0.08503   0.64223   0.60781   -0.46712   100.39673
29   0.08506   0.64296   -0.24334   21.66909   0.08506   0.64296   0.60671   -0.46776   100.49438
30   0.08503   0.64284   -0.24285   21.68834   0.08503   0.64284   0.60741   -0.46687   100.55847
31   0.08520   0.64208   -0.24259   21.73547   0.08520   0.64208   0.60869   -0.46644   100.35400
32   0.08521   0.64241   -0.24307   21.70431   0.08521   0.64241   0.60768   -0.46730   100.42725
33   0.08510   0.64235   -0.24311   21.70352   0.08510   0.64235   0.60759   -0.46733   100.53711
34   0.08521   0.64296   -0.24308   21.67556   0.08521   0.64296   0.60698   -0.46727   100.40588
35   0.08518   0.64269   -0.24258   21.70538   0.08518   0.64269   0.60799   -0.46641   100.39673
36   0.08506   0.64321   -0.24307   21.66438   0.08506   0.64321   0.60674   -0.46727   100.47302
37   0.08503   0.64260   -0.24311   21.69162   0.08503   0.64260   0.60732   -0.46733   100.49438
38   0.08499   0.64260   -0.24274   21.70598   0.08499   0.64260   0.60793   -0.46672   100.37537
39   0.08494   0.64196   -0.24308   21.72456   0.08494   0.64196   0.60811   -0.46730   100.41809
40   0.08486   0.64211   -0.24315   21.71542   0.08486   0.64211   0.60787   -0.46742   100.50659
41   0.08496   0.64248   -0.24337   21.68858   0.08496   0.64248   0.60707   -0.46779   100.39673
42   0.08495   0.64260   -0.24361   21.67796   0.08495   0.64260   0.60674   -0.46825   100.39673
43   0.08498   0.64296   -0.24356   21.66045   0.08498   0.64296   0.60634   -0.46812   100.51575
44   0.08504   0.64257   -0.24320   21.69014   0.08504   0.64257   0.60723   -0.46748   100.45166
45   0.08504   0.64278   -0.24327   21.67963   0.08504   0.64278   0.60698   -0.46764   100.31128
46   0.08490   0.64245   -0.24332   21.69357   0.08490   0.64245   0.60726   -0.46773   100.50659
47   0.08495   0.64220   -0.24356   21.69613   0.08495   0.64220   0.60714   -0.46812   100.51575
