Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.08457   0.58098   0.47341   -3.07757   0.08457   0.58098   -0.06265   0.81167   98.35205
2   0.08464   0.58126   0.47326   -3.04639   0.08464   0.58126   -0.06204   0.81146   98.43140
3   0.08443   0.58110   0.47331   -3.11410   0.08443   0.58110   -0.06342   0.81161   98.42529
4   0.08455   0.58083   0.47357   -3.03373   0.08455   0.58083   -0.06174   0.81188   98.44971
5   0.08458   0.58187   0.47283   -3.10263   0.08458   0.58187   -0.06326   0.81100   98.41919
6   0.08452   0.58104   0.47343   -3.02369   0.08452   0.58104   -0.06156   0.81167   98.50464
7   0.08446   0.58126   0.47326   -3.06572   0.08446   0.58126   -0.06244   0.81152   98.48022
8   0.08460   0.58083   0.47351   -3.06647   0.08460   0.58083   -0.06241   0.81176   98.46191
9   0.08457   0.58098   0.47337   -3.09542   0.08457   0.58098   -0.06302   0.81161   98.47107
10   0.08448   0.58129   0.47322   -3.07597   0.08448   0.58129   -0.06265   0.81146   98.52600
11   0.08455   0.58110   0.47326   -3.12451   0.08455   0.58110   -0.06363   0.81149   98.44055
12   0.08434   0.58138   0.47311   -3.11562   0.08434   0.58138   -0.06348   0.81133   98.40393
13   0.08434   0.58135   0.47311   -3.12470   0.08434   0.58135   -0.06366   0.81130   98.48022
14   0.08433   0.58110   0.47331   -3.08883   0.08433   0.58110   -0.06290   0.81155   98.50159
15   0.08446   0.58058   0.47366   -3.06924   0.08446   0.58058   -0.06244   0.81194   98.39478
16   0.08439   0.58080   0.47348   -3.12465   0.08439   0.58080   -0.06360   0.81179   98.41309
17   0.08431   0.58049   0.47372   -3.08163   0.08431   0.58049   -0.06269   0.81207   98.52295
18   0.08436   0.58007   0.47399   -3.09431   0.08436   0.58007   -0.06290   0.81243   98.41309
19   0.08433   0.58061   0.47365   -3.06163   0.08433   0.58061   -0.06229   0.81194   98.47717
20   0.08430   0.58089   0.47340   -3.09739   0.08430   0.58089   -0.06305   0.81158   98.44666
21   0.08438   0.58046   0.47376   -3.06392   0.08438   0.58046   -0.06232   0.81210   98.42529
22   0.08454   0.57991   0.47398   -3.13683   0.08454   0.57991   -0.06375   0.81231   98.42834
23   0.08446   0.58010   0.47384   -3.16414   0.08446   0.58010   -0.06433   0.81219   98.41614
24   0.08451   0.57945   0.47431   -3.09456   0.08451   0.57945   -0.06284   0.81268   98.41614
25   0.08461   0.57866   0.47475   -3.14655   0.08461   0.57866   -0.06381   0.81323   98.30933
26   0.08460   0.57988   0.47406   -3.11614   0.08460   0.57988   -0.06333   0.81249   98.42834
27   0.08455   0.57967   0.47422   -3.09194   0.08455   0.57967   -0.06281   0.81265   98.46191
28   0.08459   0.57765   0.47534   -3.16395   0.08459   0.57765   -0.06406   0.81390   98.44055
29   0.08452   0.57955   0.47435   -3.04188   0.08452   0.57955   -0.06177   0.81277   98.37341
30   0.08441   0.57839   0.47500   -3.10322   0.08441   0.57839   -0.06290   0.81356   98.46802
31   0.08447   0.57994   0.47401   -3.09197   0.08447   0.57994   -0.06284   0.81234   98.45886
32   0.08453   0.57958   0.47427   -3.09689   0.08453   0.57958   -0.06290   0.81271   98.38562
33   0.08435   0.57973   0.47412   -3.11844   0.08435   0.57973   -0.06336   0.81249   98.41309
34   0.08417   0.58034   0.47383   -3.06307   0.08417   0.58034   -0.06229   0.81216   98.54126
35   0.08435   0.58089   0.47351   -3.05573   0.08435   0.58089   -0.06220   0.81182   98.46802
36   0.08431   0.58071   0.47353   -3.11770   0.08431   0.58071   -0.06345   0.81182   98.41309
37   0.08426   0.58049   0.47359   -3.17241   0.08426   0.58049   -0.06455   0.81191   98.43445
38   0.08430   0.58055   0.47363   -3.11107   0.08430   0.58055   -0.06330   0.81194   98.44666
39   0.08428   0.58007   0.47383   -3.17175   0.08428   0.58007   -0.06449   0.81213   98.44360
40   0.08418   0.58065   0.47354   -3.14332   0.08418   0.58065   -0.06397   0.81185   98.48633
41   0.08418   0.58092   0.47340   -3.12251   0.08418   0.58092   -0.06357   0.81170   98.49854
42   0.08436   0.58055   0.47362   -3.11256   0.08436   0.58055   -0.06333   0.81191   98.40393
43   0.08434   0.58147   0.47300   -3.16118   0.08434   0.58147   -0.06442   0.81121   98.40393
44   0.08435   0.58138   0.47316   -3.09927   0.08435   0.58138   -0.06314   0.81143   98.54431
45   0.08450   0.58052   0.47362   -3.14695   0.08450   0.58052   -0.06403   0.81198   98.42834
46   0.08452   0.58101   0.47334   -3.12649   0.08452   0.58101   -0.06366   0.81164   98.41614
47   0.08447   0.58184   0.47278   -3.13546   0.08447   0.58184   -0.06394   0.81091   98.44971
48   0.08444   0.58144   0.47305   -3.15392   0.08444   0.58144   -0.06427   0.81130   98.51379
49   0.08461   0.58150   0.47299   -3.14022   0.08461   0.58150   -0.06400   0.81115   98.38562
50   0.08468   0.58168   0.47294   -3.12142   0.08468   0.58168   -0.06363   0.81118   98.32153
51   0.08462   0.58144   0.47306   -3.14204   0.08462   0.58144   -0.06403   0.81130   98.41919
52   0.08458   0.58034   0.47380   -3.07499   0.08458   0.58034   -0.06253   0.81210   98.48328
53   0.08451   0.58123   0.47314   -3.15656   0.08451   0.58123   -0.06430   0.81133   98.44971
54   0.08453   0.58068   0.47346   -3.17291   0.08453   0.58068   -0.06458   0.81170   98.47107
55   0.08436   0.58162   0.47286   -3.17818   0.08436   0.58162   -0.06479   0.81100   98.52295
56   0.08438   0.58150   0.47300   -3.12834   0.08438   0.58150   -0.06375   0.81115   98.45886
57   0.08434   0.58171   0.47289   -3.12720   0.08434   0.58171   -0.06375   0.81106   98.52295
58   0.08430   0.58196   0.47272   -3.14371   0.08430   0.58196   -0.06412   0.81088   98.44666
59   0.08432   0.58208   0.47260   -3.15938   0.08432   0.58208   -0.06446   0.81069   98.41309
60   0.08431   0.58196   0.47273   -3.13777   0.08431   0.58196   -0.06400   0.81091   98.40088
61   0.08416   0.58165   0.47292   -3.15426   0.08416   0.58165   -0.06430   0.81118   98.47412
62   0.08421   0.58150   0.47297   -3.14319   0.08421   0.58150   -0.06406   0.81109   98.47717
63   0.08439   0.58235   0.47253   -3.10895   0.08439   0.58235   -0.06345   0.81066   98.40393
64   0.08430   0.58220   0.47266   -3.08898   0.08430   0.58220   -0.06302   0.81085   98.41309
65   0.08434   0.58245   0.47246   -3.11143   0.08434   0.58245   -0.06351   0.81057   98.48938
66   0.08456   0.58159   0.47299   -3.11300   0.08456   0.58159   -0.06345   0.81121   98.38562
67   0.08464   0.58187   0.47279   -3.13529   0.08464   0.58187   -0.06394   0.81097   98.33374
68   0.08457   0.58077   0.47344   -3.14118   0.08457   0.58077   -0.06394   0.81167   98.42834
69   0.08461   0.58080   0.47344   -3.12019   0.08461   0.58080   -0.06351   0.81164   98.44971
70   0.08464   0.58055   0.47361   -3.11256   0.08464   0.58055   -0.06333   0.81188   98.38562
71   0.08466   0.58077   0.47341   -3.17092   0.08466   0.58077   -0.06455   0.81167   98.39783
72   0.08454   0.58031   0.47374   -3.13768   0.08454   0.58031   -0.06381   0.81204   98.48328
73   0.08464   0.58095   0.47338   -3.11789   0.08464   0.58095   -0.06348   0.81164   98.43140
74   0.08461   0.58000   0.47393   -3.14528   0.08461   0.58000   -0.06394   0.81231   98.41919
75   0.08445   0.57878   0.47466   -3.15335   0.08445   0.57878   -0.06397   0.81314   98.44666
76   0.08444   0.57930   0.47434   -3.15204   0.08444   0.57930   -0.06400   0.81274   98.40393
77   0.08445   0.57939   0.47433   -3.12173   0.08445   0.57939   -0.06339   0.81274   98.38257
78   0.08435   0.58080   0.47341   -3.14994   0.08435   0.58080   -0.06412   0.81164   98.43445
79   0.08443   0.57958   0.47420   -3.13863   0.08443   0.57958   -0.06375   0.81262   98.41614
80   0.08451   0.57949   0.47429   -3.13018   0.08451   0.57949   -0.06357   0.81277   98.37341
81   0.08447   0.57982   0.47398   -3.17456   0.08447   0.57982   -0.06452   0.81231   98.40393
82   0.08433   0.57936   0.47419   -3.23070   0.08433   0.57936   -0.06561   0.81256   98.43445
83   0.08431   0.58037   0.47364   -3.16712   0.08431   0.58037   -0.06442   0.81188   98.47717
84   0.08440   0.58028   0.47374   -3.16017   0.08440   0.58028   -0.06427   0.81207   98.41614
85   0.08444   0.58165   0.47289   -3.16614   0.08444   0.58165   -0.06455   0.81112   98.39478
86   0.08447   0.58113   0.47321   -3.16745   0.08447   0.58113   -0.06452   0.81149   98.43750
87   0.08461   0.58168   0.47285   -3.14518   0.08461   0.58168   -0.06412   0.81094   98.44055
88   0.08466   0.58235   0.47248   -3.14010   0.08466   0.58235   -0.06409   0.81060   98.39783
89   0.08456   0.58226   0.47246   -3.18806   0.08456   0.58226   -0.06507   0.81057   98.44055
90   0.08457   0.58220   0.47249   -3.19136   0.08457   0.58220   -0.06513   0.81060   98.44971
91   0.08470   0.58235   0.47242   -3.16680   0.08470   0.58235   -0.06464   0.81048   98.39783
92   0.08463   0.58147   0.47282   -3.26808   0.08463   0.58147   -0.06662   0.81094   98.47412
93   0.08470   0.58113   0.47316   -3.19866   0.08470   0.58113   -0.06516   0.81140   98.37646
94   0.08469   0.58208   0.47259   -3.18905   0.08469   0.58208   -0.06507   0.81075   98.43140
95   0.08463   0.58110   0.47307   -3.25676   0.08463   0.58110   -0.06635   0.81124   98.50464
96   0.08456   0.58168   0.47278   -3.22386   0.08456   0.58168   -0.06574   0.81097   98.51379
97   0.08444   0.58293   0.47203   -3.19627   0.08444   0.58293   -0.06531   0.81005   98.39478
