Index      S0(mW)      S1      Elipticity        Azimuth      S0(mW)      S1      S2      S3      DOP
1   0.08438   0.58467   0.47031   -3.61440   0.08438   0.58467   -0.07416   0.80801   98.44666
2   0.08430   0.58361   0.47088   -3.67990   0.08430   0.58361   -0.07538   0.80871   98.54431
3   0.08451   0.58461   0.47031   -3.63832   0.08451   0.58461   -0.07465   0.80804   98.41614
4   0.08455   0.58324   0.47111   -3.65711   0.08455   0.58324   -0.07486   0.80892   98.47107
5   0.08441   0.58324   0.47119   -3.64384   0.08441   0.58324   -0.07459   0.80914   98.48938
6   0.08454   0.58394   0.47081   -3.58941   0.08454   0.58394   -0.07355   0.80862   98.52600
7   0.08448   0.58452   0.47047   -3.55791   0.08448   0.58452   -0.07297   0.80816   98.45886
8   0.08455   0.58596   0.46960   -3.56104   0.08455   0.58596   -0.07321   0.80718   98.38562
9   0.08454   0.58492   0.47025   -3.55405   0.08454   0.58492   -0.07294   0.80795   98.53516
10   0.08454   0.58589   0.46963   -3.56581   0.08454   0.58589   -0.07331   0.80721   98.42834
11   0.08448   0.58501   0.47024   -3.53583   0.08448   0.58501   -0.07257   0.80798   98.45886
12   0.08449   0.58419   0.47067   -3.58203   0.08449   0.58419   -0.07343   0.80847   98.49243
13   0.08442   0.58489   0.47038   -3.49681   0.08442   0.58489   -0.07175   0.80813   98.48022
14   0.08437   0.58501   0.47022   -3.52111   0.08437   0.58501   -0.07227   0.80786   98.37036
15   0.08439   0.58455   0.47049   -3.54594   0.08439   0.58455   -0.07273   0.80822   98.44666
16   0.08431   0.58477   0.47049   -3.47691   0.08431   0.58477   -0.07132   0.80828   98.53210
17   0.08441   0.58477   0.47049   -3.47691   0.08441   0.58477   -0.07132   0.80828   98.41614
18   0.08428   0.58483   0.47031   -3.55460   0.08428   0.58483   -0.07294   0.80801   98.43445
19   0.08428   0.58574   0.46975   -3.54322   0.08428   0.58574   -0.07282   0.80734   98.54126
20   0.08424   0.58467   0.47047   -3.51133   0.08424   0.58467   -0.07202   0.80819   98.46497
21   0.08427   0.58470   0.47044   -3.52441   0.08427   0.58470   -0.07230   0.80819   98.43445
